"Date","HQMCB88YR"
1984-01-01,8.48
1984-02-01,10.29
1984-03-01,10.67
1984-04-01,11.01
1984-05-01,12.15
1984-06-01,12.45
1984-07-01,12.28
1984-08-01,11.75
1984-09-01,12.31
1984-10-01,9.89
1984-11-01,9.8
1984-12-01,10.99
1985-01-01,10.61
1985-02-01,9.37
1985-03-01,9.61
1985-04-01,9.52
1985-05-01,9.52
1985-06-01,9.1
1985-07-01,10.41
1985-08-01,10.88
1985-09-01,11.52
1985-10-01,11.43
1985-11-01,10.94
1985-12-01,10.25
1986-01-01,9.27
1986-02-01,9.47
1986-03-01,8.41
1986-04-01,8.11
1986-05-01,9.28
1986-06-01,10.11
1986-07-01,9.59
1986-08-01,9.87
1986-09-01,10.07
1986-10-01,10.16
1986-11-01,9.85
1986-12-01,9.56
1987-01-01,9.59
1987-02-01,9.52
1987-03-01,9.54
1987-04-01,10.43
1987-05-01,11.21
1987-06-01,10.61
1987-07-01,10.26
1987-08-01,10.29
1987-09-01,10.45
1987-10-01,10.42
1987-11-01,9.8
1987-12-01,9.95
1988-01-01,9.34
1988-02-01,9.22
1988-03-01,9.53
1988-04-01,10.22
1988-05-01,10.63
1988-06-01,10.24
1988-07-01,10.44
1988-08-01,10.28
1988-09-01,10.05
1988-10-01,9.91
1988-11-01,9.84
1988-12-01,9.76
1989-01-01,9.85
1989-02-01,9.95
1989-03-01,9.9
1989-04-01,9.7
1989-05-01,9.62
1989-06-01,9.25
1989-07-01,9.34
1989-08-01,9.32
1989-09-01,9.28
1989-10-01,9.17
1989-11-01,9.05
1989-12-01,8.96
1990-01-01,9
1990-02-01,9.25
1990-03-01,9.51
1990-04-01,9.63
1990-05-01,9.94
1990-06-01,9.76
1990-07-01,9.82
1990-08-01,10.62
1990-09-01,10.84
1990-10-01,10.94
1990-11-01,10.58
1990-12-01,10.2
1991-01-01,10.15
1991-02-01,9.75
1991-03-01,10.07
1991-04-01,9.87
1991-05-01,10.07
1991-06-01,10.34
1991-07-01,10.28
1991-08-01,9.96
1991-09-01,9.84
1991-10-01,10.15
1991-11-01,10.26
1991-12-01,10.38
1992-01-01,10.38
1992-02-01,10.26
1992-03-01,10.16
1992-04-01,10.1
1992-05-01,9.93
1992-06-01,9.93
1992-07-01,10.07
1992-08-01,10.07
1992-09-01,10.22
1992-10-01,10.64
1992-11-01,10.3
1992-12-01,9.78
1993-01-01,9.76
1993-02-01,9.51
1993-03-01,9.22
1993-04-01,9.43
1993-05-01,9.61
1993-06-01,9.4
1993-07-01,9.06
1993-08-01,8.47
1993-09-01,8.41
1993-10-01,8.45
1993-11-01,8.64
1993-12-01,8.53
1994-01-01,8.56
1994-02-01,8.58
1994-03-01,8.76
1994-04-01,8.96
1994-05-01,8.86
1994-06-01,9.02
1994-07-01,9.1
1994-08-01,9.04
1994-09-01,9.37
1994-10-01,9.41
1994-11-01,9.37
1994-12-01,8.88
1995-01-01,8.95
1995-02-01,8.97
1995-03-01,9.12
1995-04-01,9.16
1995-05-01,8.72
1995-06-01,8.44
1995-07-01,8.67
1995-08-01,8.76
1995-09-01,8.55
1995-10-01,8.23
1995-11-01,8.05
1995-12-01,7.86
1996-01-01,7.85
1996-02-01,8.24
