"Date","HQMCB28Y6M"
1984-01-01,10.11
1984-02-01,11.16
1984-03-01,11.54
1984-04-01,11.75
1984-05-01,12.54
1984-06-01,12.69
1984-07-01,12.61
1984-08-01,12.16
1984-09-01,12.43
1984-10-01,11.08
1984-11-01,10.91
1984-12-01,11.56
1985-01-01,11.27
1985-02-01,10.57
1985-03-01,10.85
1985-04-01,10.67
1985-05-01,10.54
1985-06-01,10.15
1985-07-01,10.91
1985-08-01,11.12
1985-09-01,11.49
1985-10-01,11.34
1985-11-01,10.89
1985-12-01,10.39
1986-01-01,9.63
1986-02-01,9.68
1986-03-01,8.91
1986-04-01,8.58
1986-05-01,9.24
1986-06-01,9.78
1986-07-01,9.55
1986-08-01,9.65
1986-09-01,9.79
1986-10-01,9.91
1986-11-01,9.69
1986-12-01,9.42
1987-01-01,9.26
1987-02-01,9.23
1987-03-01,9.19
1987-04-01,9.96
1987-05-01,10.6
1987-06-01,10.28
1987-07-01,10.15
1987-08-01,10.27
1987-09-01,10.57
1987-10-01,10.62
1987-11-01,10.03
1987-12-01,10.13
1988-01-01,9.65
1988-02-01,9.39
1988-03-01,9.59
1988-04-01,10.09
1988-05-01,10.46
1988-06-01,10.19
1988-07-01,10.33
1988-08-01,10.28
1988-09-01,10.05
1988-10-01,9.89
1988-11-01,9.85
1988-12-01,9.82
1989-01-01,9.84
1989-02-01,9.91
1989-03-01,9.94
1989-04-01,9.76
1989-05-01,9.64
1989-06-01,9.24
1989-07-01,9.19
1989-08-01,9.18
1989-09-01,9.19
1989-10-01,9.08
1989-11-01,8.98
1989-12-01,8.95
1990-01-01,9.08
1990-02-01,9.32
1990-03-01,9.49
1990-04-01,9.61
1990-05-01,9.8
1990-06-01,9.62
1990-07-01,9.66
1990-08-01,10.25
1990-09-01,10.45
1990-10-01,10.51
1990-11-01,10.26
1990-12-01,9.95
1991-01-01,9.91
1991-02-01,9.58
1991-03-01,9.82
1991-04-01,9.64
1991-05-01,9.75
1991-06-01,9.96
1991-07-01,9.92
1991-08-01,9.64
1991-09-01,9.51
1991-10-01,9.68
1991-11-01,9.73
1991-12-01,9.66
1992-01-01,9.58
1992-02-01,9.62
1992-03-01,9.59
1992-04-01,9.53
1992-05-01,9.41
1992-06-01,9.36
1992-07-01,9.34
1992-08-01,9.24
1992-09-01,9.28
1992-10-01,9.59
1992-11-01,9.47
