"Date","M1346AUSM156NNBR"
1871-01-01,5.63
1871-02-01,5.51
1871-03-01,5.37
1871-04-01,5.22
1871-05-01,5.12
1871-06-01,5.03
1871-07-01,5.17
1871-08-01,5.16
1871-09-01,5.1
1871-10-01,5.38
1871-11-01,5.32
1871-12-01,5.23
1872-01-01,5.46
1872-02-01,5.41
1872-03-01,5.27
1872-04-01,5.14
1872-05-01,5.13
1872-06-01,5.19
1872-07-01,5.22
1872-08-01,5.92
1872-09-01,6.22
1872-10-01,6.25
1872-11-01,6.11
1872-12-01,6.03
1873-01-01,5.79
1873-02-01,5.84
1873-03-01,6.29
1873-04-01,6.69
1873-05-01,6.69
1873-06-01,6.87
1873-07-01,6.98
1873-08-01,6.99
1873-09-01,7.6
1873-10-01,8.47
1873-11-01,7.45
1873-12-01,6.71
1874-01-01,5.17
1874-02-01,5
1874-03-01,5.18
1874-04-01,5.38
1874-05-01,6.51
1874-06-01,6.67
1874-07-01,6.66
1874-08-01,6.6
1874-09-01,6.6
1874-10-01,6.6
1874-11-01,6.57
1874-12-01,6.68
1875-01-01,7.12
1875-02-01,7.16
1875-03-01,7.08
1875-04-01,6.49
1875-05-01,6.55
1875-06-01,6.79
1875-07-01,6.25
1875-08-01,6.15
1875-09-01,6.26
1875-10-01,6.35
1875-11-01,6.26
1875-12-01,6.57
1876-01-01,6.9
1876-02-01,6.83
1876-03-01,6.46
1876-04-01,6.28
1876-05-01,6.43
1876-06-01,6.64
1876-07-01,6.38
1876-08-01,6.71
1876-09-01,7.12
1876-10-01,6.79
1876-11-01,6.86
1876-12-01,7.11
1877-01-01,6.22
1877-02-01,6.59
1877-03-01,6.81
1877-04-01,7.21
1877-05-01,6.74
1877-06-01,7.07
1877-07-01,6.39
1877-08-01,5.22
1877-09-01,4.81
1877-10-01,4.61
1877-11-01,4.67
1877-12-01,4.73
1878-01-01,4.93
1878-02-01,5.14
1878-03-01,5.06
1878-04-01,4.92
1878-05-01,4.88
1878-06-01,4.34
1878-07-01,4.24
1878-08-01,4.32
1878-09-01,4.58
1878-10-01,4.64
1878-11-01,4.88
1878-12-01,4.9
1879-01-01,4.95
1879-02-01,4.62
1879-03-01,4.71
1879-04-01,4.55
1879-05-01,4.62
1879-06-01,4.56
1879-07-01,4.51
1879-08-01,4.54
1879-09-01,4.41
1879-10-01,4.08
1879-11-01,3.96
1879-12-01,4.26
1880-01-01,4.2
1880-02-01,4.17
1880-03-01,4
1880-04-01,4.22
1880-05-01,4.76
1880-06-01,5.12
1880-07-01,4.97
1880-08-01,4.83
1880-09-01,4.8
1880-10-01,4.73
1880-11-01,4.6
1880-12-01,4.43
1881-01-01,4.15
1881-02-01,4.22
1881-03-01,4.06
1881-04-01,4.11
1881-05-01,3.94
1881-06-01,4.04
1881-07-01,4.26
1881-08-01,4.3
1881-09-01,4.41
1881-10-01,4.47
1881-11-01,4.46
1881-12-01,5.06
1882-01-01,4.91
1882-02-01,5.05
1882-03-01,5.05
1882-04-01,4.84
1882-05-01,5.06
1882-06-01,5.19
1882-07-01,5.12
1882-08-01,4.89
1882-09-01,4.93
1882-10-01,5.16
1882-11-01,5.38
1882-12-01,5.42
1883-01-01,5.44
1883-02-01,5.64
1883-03-01,5.55
1883-04-01,5.45
1883-05-01,5.55
1883-06-01,5.58
1883-07-01,5.75
1883-08-01,6
1883-09-01,5.97
1883-10-01,6.18
1883-11-01,6.16
1883-12-01,6
1884-01-01,6.07
1884-02-01,5.9
1884-03-01,5.99
1884-04-01,6.28
1884-05-01,6.74
1884-06-01,7.28
1884-07-01,6.93
1884-08-01,6.53
1884-09-01,6.42
1884-10-01,6.26
1884-11-01,6.4
1884-12-01,6.39
1885-01-01,6.15
1885-02-01,5.93
1885-03-01,5.9
1885-04-01,5.5
1885-05-01,5.55
1885-06-01,5.6
1885-07-01,5.22
1885-08-01,4.85
1885-09-01,4.9
1885-10-01,4.61
1885-11-01,4.19
1885-12-01,4.22
1886-01-01,4.23
1886-02-01,4.13
1886-03-01,4.15
1886-04-01,4.13
1886-05-01,4.29
1886-06-01,3.8
1886-07-01,3.74
1886-08-01,3.71
1886-09-01,3.65
1886-10-01,3.55
1886-11-01,3.47
1886-12-01,3.7
1887-01-01,3.74
1887-02-01,3.78
1887-03-01,3.71
1887-04-01,3.63
1887-05-01,3.59
1887-06-01,3.78
1887-07-01,4.14
1887-08-01,4.24
1887-09-01,4.33
1887-10-01,4.62
1887-11-01,4.63
1887-12-01,4.67
1888-01-01,4.56
1888-02-01,4.59
1888-03-01,4.83
1888-04-01,4.82
1888-05-01,4.62
1888-06-01,4.45
1888-07-01,4.33
1888-08-01,4.25
1888-09-01,4.06
1888-10-01,3.95
1888-11-01,3.83
1888-12-01,3.91
1889-01-01,3.78
1889-02-01,3.82
1889-03-01,3.9
1889-04-01,3.92
1889-05-01,3.8
1889-06-01,3.84
1889-07-01,4.08
1889-08-01,4.04
1889-09-01,3.91
1889-10-01,3.97
1889-11-01,3.99
1889-12-01,4.03
1890-01-01,3.65
1890-02-01,3.67
1890-03-01,3.77
1890-04-01,3.72
1890-05-01,3.54
1890-06-01,3.6
1890-07-01,3.82
1890-08-01,3.87
1890-09-01,3.96
1890-10-01,3.84
1890-11-01,4.19
1890-12-01,4.37
1891-01-01,4.2
1891-02-01,4.14
1891-03-01,4.28
1891-04-01,4.16
1891-05-01,4.24
1891-06-01,4.41
1891-07-01,4.55
1891-08-01,4.34
1891-09-01,3.95
1891-10-01,3.94
1891-11-01,4.04
1891-12-01,4.01
1892-01-01,3.92
1892-02-01,3.94
1892-03-01,3.95
1892-04-01,3.97
1892-05-01,3.98
1892-06-01,4.01
1892-07-01,3.97
1892-08-01,3.9
1892-09-01,4
1892-10-01,3.95
1892-11-01,4.05
1892-12-01,4.09
1893-01-01,4.14
1893-02-01,4.26
1893-03-01,4.54
1893-04-01,4.48
1893-05-01,4.81
1893-06-01,5.05
1893-07-01,5.55
1893-08-01,5.59
1893-09-01,5.28
1893-10-01,4.79
1893-11-01,4.73
1893-12-01,4.89
1894-01-01,4.87
1894-02-01,4.57
1894-03-01,4.43
1894-04-01,4.37
1894-05-01,4.53
1894-06-01,4.57
1894-07-01,4.63
1894-08-01,4.57
1894-09-01,4.47
1894-10-01,4.57
1894-11-01,4.52
1894-12-01,4.58
1895-01-01,4.56
1895-02-01,4.66
1895-03-01,4.62
1895-04-01,4.24
1895-05-01,3.96
1895-06-01,3.82
1895-07-01,3.74
1895-08-01,3.69
1895-09-01,3.69
1895-10-01,3.75
1895-11-01,3.89
1895-12-01,4.06
1896-01-01,3.85
1896-02-01,3.65
1896-03-01,4
1896-04-01,4.02
1896-05-01,3.9
1896-06-01,4.06
1896-07-01,4.36
1896-08-01,4.62
1896-09-01,4.34
1896-10-01,4.13
1896-11-01,3.88
1896-12-01,4.01
1897-01-01,4
1897-02-01,4.12
1897-03-01,4.09
1897-04-01,4.14
1897-05-01,4.13
1897-06-01,3.96
1897-07-01,3.8
1897-08-01,3.5
1897-09-01,3.33
1897-10-01,3.45
1897-11-01,3.65
1897-12-01,3.55
1898-01-01,3.44
1898-02-01,3.52
1898-03-01,3.74
1898-04-01,3.8
1898-05-01,3.58
1898-06-01,3.45
1898-07-01,3.56
1898-08-01,3.4
1898-09-01,3.53
1898-10-01,3.63
1898-11-01,3.63
1898-12-01,3.48
1899-01-01,3.17
1899-02-01,2.98
1899-03-01,2.91
1899-04-01,2.86
1899-05-01,3.02
1899-06-01,3.06
1899-07-01,3.17
1899-08-01,3.08
1899-09-01,3.08
1899-10-01,3.22
1899-11-01,3.21
1899-12-01,3.47
1900-01-01,3.7
1900-02-01,3.66
1900-03-01,3.61
1900-04-01,3.69
1900-05-01,3.87
1900-06-01,3.99
1900-07-01,3.94
1900-08-01,4.01
1900-09-01,4.24
1900-10-01,4.29
1900-11-01,4.02
1900-12-01,3.82
1901-01-01,3.64
1901-02-01,3.56
1901-03-01,3.28
1901-04-01,2.97
1901-05-01,3.2
1901-06-01,3.1
1901-07-01,3.42
1901-08-01,3.35
1901-09-01,3.53
1901-10-01,3.6
1901-11-01,3.45
1901-12-01,3.72
1902-01-01,3.63
1902-02-01,3.54
1902-03-01,3.66
1902-04-01,3.54
1902-05-01,3.4
1902-06-01,3.55
1902-07-01,3.53
1902-08-01,3.47
1902-09-01,3.5
1902-10-01,3.6
1902-11-01,3.68
1902-12-01,3.84
1903-01-01,3.7
1903-02-01,3.74
1903-03-01,3.89
1903-04-01,4.03
1903-05-01,4.13
1903-06-01,4.49
1903-07-01,4.73
1903-08-01,4.91
1903-09-01,5.02
1903-10-01,5.18
1903-11-01,5.19
1903-12-01,4.57
1904-01-01,4.34
1904-02-01,4.47
1904-03-01,4.49
1904-04-01,4.39
1904-05-01,4.5
1904-06-01,4.47
1904-07-01,4.33
1904-08-01,4.19
1904-09-01,4.01
1904-10-01,3.78
1904-11-01,3.58
1904-12-01,3.57
1905-01-01,3.55
1905-02-01,3.48
1905-03-01,3.37
1905-04-01,3.42
1905-05-01,3.59
1905-06-01,3.5
1905-07-01,3.4
1905-08-01,3.35
1905-09-01,3.36
1905-10-01,3.37
1905-11-01,3.39
1905-12-01,3.31
1906-01-01,3.22
1906-02-01,3.31
1906-03-01,3.51
1906-04-01,3.54
1906-05-01,3.64
1906-06-01,3.57
1906-07-01,3.68
1906-08-01,3.36
1906-09-01,3.48
1906-10-01,3.55
1906-11-01,3.63
1906-12-01,3.82
1907-01-01,3.97
1907-02-01,4.15
1907-03-01,4.87
1907-04-01,4.87
1907-05-01,5
1907-06-01,5.22
1907-07-01,5.08
1907-08-01,5.44
1907-09-01,5.61
1907-10-01,6.32
1907-11-01,6.54
1907-12-01,6.13
1908-01-01,5.88
1908-02-01,6.02
1908-03-01,5.62
1908-04-01,5.34
1908-05-01,5
1908-06-01,4.96
1908-07-01,4.81
1908-08-01,4.62
1908-09-01,4.66
1908-10-01,4.72
1908-11-01,4.42
1908-12-01,4.27
1909-01-01,4.36
1909-02-01,4.51
1909-03-01,4.47
1909-04-01,4.31
1909-05-01,4.18
1909-06-01,4.15
1909-07-01,4.12
1909-08-01,4.03
1909-09-01,4.1
1909-10-01,4.09
1909-11-01,4.11
1909-12-01,4.17
1910-01-01,4.2
1910-02-01,4.38
1910-03-01,4.33
1910-04-01,4.42
1910-05-01,4.5
1910-06-01,4.84
1910-07-01,5.12
1910-08-01,5.01
1910-09-01,5.07
1910-10-01,4.86
1910-11-01,4.87
1910-12-01,5.03
1911-01-01,5.06
1911-02-01,4.97
1911-03-01,4.88
1911-04-01,4.89
1911-05-01,4.81
1911-06-01,4.7
1911-07-01,4.7
1911-08-01,4.94
1911-09-01,5.21
1911-10-01,5.16
1911-11-01,4.96
1911-12-01,4.95
1912-01-01,4.84
1912-02-01,4.92
1912-03-01,4.91
1912-04-01,4.77
1912-05-01,4.79
1912-06-01,4.77
1912-07-01,4.76
1912-08-01,4.63
1912-09-01,4.57
1912-10-01,4.6
1912-11-01,4.65
1912-12-01,4.85
1913-01-01,4.87
1913-02-01,4.94
1913-03-01,5.13
1913-04-01,5.13
1913-05-01,5.29
1913-06-01,5.64
1913-07-01,5.59
1913-08-01,5.43
1913-09-01,5.37
1913-10-01,5.32
1913-11-01,5.7
1913-12-01,5.38
1914-01-01,5.11
1914-02-01,5.09
1914-03-01,5.1
1914-04-01,5.2
1914-05-01,5.16
1914-06-01,5.07
1914-07-01,5.32
1914-08-01,5.36
1914-09-01,5.39
1914-10-01,5.43
1914-11-01,5.46
1914-12-01,5.5
1915-01-01,5.59
1915-02-01,5.67
1915-03-01,5.4
1915-04-01,5.03
1915-05-01,5.16
1915-06-01,5.09
