"Date","MSWP10"
2000-07-01,7.24
2000-08-01,7.07
2000-09-01,7
2000-10-01,6.88
2000-11-01,6.85
2000-12-01,6.27
2001-01-01,6.02
2001-02-01,6.01
2001-03-01,5.82
2001-04-01,6
2001-05-01,6.15
2001-06-01,6.07
2001-07-01,6.05
2001-08-01,5.8
2001-09-01,5.49
2001-10-01,5.24
2001-11-01,5.25
2001-12-01,5.82
2002-01-01,5.71
2002-02-01,5.62
2002-03-01,5.95
2002-04-01,5.83
2002-05-01,5.67
2002-06-01,5.42
2002-07-01,5.17
2002-08-01,4.81
2002-09-01,4.44
2002-10-01,4.54
2002-11-01,4.53
2002-12-01,4.48
2003-01-01,4.47
2003-02-01,4.33
2003-03-01,4.22
2003-04-01,4.34
2003-05-01,3.91
2003-06-01,3.66
2003-07-01,4.32
2003-08-01,4.95
2003-09-01,4.71
2003-10-01,4.7
2003-11-01,4.68
2003-12-01,4.65
2004-01-01,4.5
2004-02-01,4.46
2004-03-01,4.19
2004-04-01,4.75
2004-05-01,5.21
2004-06-01,5.22
2004-07-01,4.96
2004-08-01,4.74
2004-09-01,4.56
2004-10-01,4.52
2004-11-01,4.61
2004-12-01,4.63
2005-01-01,4.61
2005-02-01,4.53
2005-03-01,4.91
2005-04-01,4.79
2005-05-01,4.58
2005-06-01,4.4
2005-07-01,4.6
2005-08-01,4.71
2005-09-01,4.62
2005-10-01,4.93
2005-11-01,5.07
2005-12-01,5.01
2006-01-01,4.92
2006-02-01,5.09
2006-03-01,5.26
2006-04-01,5.52
2006-05-01,5.63
2006-06-01,5.67
2006-07-01,5.68
2006-08-01,5.43
2006-09-01,5.25
2006-10-01,5.26
2006-11-01,5.11
2006-12-01,5.03
2007-01-01,5.25
2007-02-01,5.24
2007-03-01,5.1
2007-04-01,5.21
2007-05-01,5.29
2007-06-01,5.7
2007-07-01,5.68
2007-08-01,5.39
2007-09-01,5.16
2007-10-01,5.14
2007-11-01,4.89
2007-12-01,4.76
2008-01-01,4.33
2008-02-01,4.41
2008-03-01,4.2
2008-04-01,4.3
2008-05-01,4.48
2008-06-01,4.78
2008-07-01,4.7
2008-08-01,4.62
2008-09-01,4.33
2008-10-01,4.31
2008-11-01,3.85
2008-12-01,2.7
2009-01-01,2.66
2009-02-01,3.1
2009-03-01,3.07
2009-04-01,3.05
2009-05-01,3.4
2009-06-01,4
2009-07-01,3.76
2009-08-01,3.84
2009-09-01,3.59
2009-10-01,3.53
2009-11-01,3.52
2009-12-01,3.71
2010-01-01,3.82
2010-02-01,3.78
2010-03-01,3.74
2010-04-01,3.82
2010-05-01,3.46
2010-06-01,3.27
2010-07-01,3.01
2010-08-01,2.69
2010-09-01,2.65
2010-10-01,2.58
2010-11-01,2.87
2010-12-01,3.39
2011-01-01,3.45
2011-02-01,3.67
2011-03-01,3.52
2011-04-01,3.52
2011-05-01,3.25
2011-06-01,3.11
2011-07-01,3.11
2011-08-01,2.45
2011-09-01,2.17
2011-10-01,2.31
2011-11-01,2.19
2011-12-01,2.13
2012-01-01,2.07
2012-02-01,2.05
2012-03-01,2.23
2012-04-01,2.13
2012-05-01,1.94
2012-06-01,1.77
2012-07-01,1.63
2012-08-01,1.78
2012-09-01,1.77
2012-10-01,1.77
2012-11-01,1.68
2012-12-01,1.75
2013-01-01,1.93
2013-02-01,2.05
2013-03-01,2.05
2013-04-01,1.9
2013-05-01,2.06
2013-06-01,2.48
2013-07-01,2.77
2013-08-01,2.91
2013-09-01,2.97
2013-10-01,2.74
2013-11-01,2.8
2013-12-01,2.95
2014-01-01,2.95
2014-02-01,2.81
2014-03-01,2.83
2014-04-01,2.81
2014-05-01,2.65
2014-06-01,2.69
2014-07-01,2.64
2014-08-01,2.56
2014-09-01,2.66
2014-10-01,2.44
2014-11-01,2.45
2014-12-01,2.33
2015-01-01,2
2015-02-01,2.1
2015-03-01,2.15
2015-04-01,2.02
2015-05-01,2.26
2015-06-01,2.45
2015-07-01,2.41
2015-08-01,2.23
2015-09-01,2.19
2015-10-01,2.01
2015-11-01,2.14
2015-12-01,2.16
2016-01-01,1.96
2016-02-01,1.65
2016-03-01,1.74
2016-04-01,1.67
2016-05-01,1.66
2016-06-01,1.51
2016-07-01,1.39
2016-08-01,1.42
2016-09-01,1.47
