"Date","HQMCB12YR"
1984-01-01,12.8
1984-02-01,12.63
1984-03-01,13.01
1984-04-01,13.04
1984-05-01,13.35
1984-06-01,13.31
1984-07-01,13.37
1984-08-01,12.98
1984-09-01,12.77
1984-10-01,13.04
1984-11-01,12.72
1984-12-01,12.47
1985-01-01,12.35
1985-02-01,12.46
1985-03-01,12.81
1985-04-01,12.48
1985-05-01,12.15
1985-06-01,11.78
1985-07-01,11.65
1985-08-01,11.53
1985-09-01,11.46
1985-10-01,11.24
1985-11-01,10.85
1985-12-01,10.63
1986-01-01,10.25
1986-02-01,10.05
1986-03-01,9.69
1986-04-01,9.35
1986-05-01,9.21
1986-06-01,9.29
1986-07-01,9.39
1986-08-01,9.2
1986-09-01,9.25
1986-10-01,9.36
1986-11-01,9.25
1986-12-01,9.02
1987-01-01,8.62
1987-02-01,8.66
1987-03-01,8.55
1987-04-01,9.1
1987-05-01,9.55
1987-06-01,9.64
1987-07-01,9.83
1987-08-01,10.1
1987-09-01,10.64
1987-10-01,10.84
1987-11-01,10.32
1987-12-01,10.35
1988-01-01,10.1
1988-02-01,9.61
1988-03-01,9.63
1988-04-01,9.84
1988-05-01,10.12
1988-06-01,10.05
1988-07-01,10.09
1988-08-01,10.21
1988-09-01,10
1988-10-01,9.81
1988-11-01,9.85
1988-12-01,9.91
1989-01-01,9.84
1989-02-01,9.87
1989-03-01,10.03
1989-04-01,9.9
1989-05-01,9.7
1989-06-01,9.24
1989-07-01,8.96
1989-08-01,8.96
1989-09-01,9.06
1989-10-01,8.95
1989-11-01,8.88
1989-12-01,8.94
1990-01-01,9.21
1990-02-01,9.45
1990-03-01,9.47
1990-04-01,9.61
1990-05-01,9.6
1990-06-01,9.4
1990-07-01,9.41
1990-08-01,9.65
1990-09-01,9.8
1990-10-01,9.84
1990-11-01,9.75
1990-12-01,9.54
1991-01-01,9.5
1991-02-01,9.28
1991-03-01,9.37
1991-04-01,9.22
1991-05-01,9.22
1991-06-01,9.31
1991-07-01,9.32
1991-08-01,9.08
1991-09-01,8.9
1991-10-01,8.81
1991-11-01,8.77
1991-12-01,8.41
1992-01-01,8.24
1992-02-01,8.52
1992-03-01,8.63
1992-04-01,8.57
1992-05-01,8.53
1992-06-01,8.37
1992-07-01,8.07
1992-08-01,7.82
1992-09-01,7.67
1992-10-01,7.82
1992-11-01,8.07
1992-12-01,7.97
1993-01-01,7.83
1993-02-01,7.48
1993-03-01,7.22
1993-04-01,7.19
1993-05-01,7.21
1993-06-01,7.13
1993-07-01,6.94
1993-08-01,6.8
1993-09-01,6.47
1993-10-01,6.43
1993-11-01,6.77
1993-12-01,6.79
1994-01-01,6.77
1994-02-01,6.97
1994-03-01,7.47
1994-04-01,8
1994-05-01,8.16
1994-06-01,8.09
1994-07-01,8.26
1994-08-01,8.18
1994-09-01,8.4
1994-10-01,8.67
1994-11-01,8.81
1994-12-01,8.62
1995-01-01,8.57
1995-02-01,8.29
1995-03-01,8.07
1995-04-01,7.94
1995-05-01,7.51
1995-06-01,7.1
1995-07-01,7.21
1995-08-01,7.41
1995-09-01,7.1
1995-10-01,6.92
1995-11-01,6.83
1995-12-01,6.6
1996-01-01,6.58
1996-02-01,6.79
1996-03-01,7.19
1996-04-01,7.38
1996-05-01,7.6
1996-06-01,7.75
1996-07-01,7.71
1996-08-01,7.48
1996-09-01,7.66
1996-10-01,7.37
1996-11-01,7.02
1996-12-01,7.13
1997-01-01,7.4
1997-02-01,7.23
1997-03-01,7.48
1997-04-01,7.67
1997-05-01,7.51
1997-06-01,7.28
