"Date","HQMCB51YR"
1984-01-01,9.04
1984-02-01,10.59
1984-03-01,10.97
1984-04-01,11.27
1984-05-01,12.28
1984-06-01,12.54
1984-07-01,12.4
1984-08-01,11.89
1984-09-01,12.35
1984-10-01,10.3
1984-11-01,10.19
1984-12-01,11.19
1985-01-01,10.84
1985-02-01,9.79
1985-03-01,10.04
1985-04-01,9.92
1985-05-01,9.87
1985-06-01,9.46
1985-07-01,10.58
1985-08-01,10.96
1985-09-01,11.51
1985-10-01,11.4
1985-11-01,10.92
1985-12-01,10.3
1986-01-01,9.39
1986-02-01,9.54
1986-03-01,8.58
1986-04-01,8.28
1986-05-01,9.26
1986-06-01,10
1986-07-01,9.58
1986-08-01,9.8
1986-09-01,9.97
1986-10-01,10.08
1986-11-01,9.79
1986-12-01,9.51
1987-01-01,9.48
1987-02-01,9.42
1987-03-01,9.42
1987-04-01,10.26
1987-05-01,11
1987-06-01,10.5
1987-07-01,10.22
1987-08-01,10.28
1987-09-01,10.49
1987-10-01,10.49
1987-11-01,9.88
1987-12-01,10.01
1988-01-01,9.44
1988-02-01,9.28
1988-03-01,9.55
1988-04-01,10.18
1988-05-01,10.57
1988-06-01,10.22
1988-07-01,10.4
1988-08-01,10.28
1988-09-01,10.05
1988-10-01,9.9
1988-11-01,9.84
1988-12-01,9.78
1989-01-01,9.84
1989-02-01,9.94
1989-03-01,9.91
1989-04-01,9.72
1989-05-01,9.62
1989-06-01,9.25
1989-07-01,9.29
1989-08-01,9.27
1989-09-01,9.25
1989-10-01,9.14
1989-11-01,9.03
1989-12-01,8.96
1990-01-01,9.03
1990-02-01,9.28
1990-03-01,9.5
1990-04-01,9.62
1990-05-01,9.89
1990-06-01,9.71
1990-07-01,9.77
1990-08-01,10.49
1990-09-01,10.71
1990-10-01,10.79
1990-11-01,10.47
1990-12-01,10.11
1991-01-01,10.07
1991-02-01,9.69
1991-03-01,9.99
1991-04-01,9.79
1991-05-01,9.96
1991-06-01,10.21
1991-07-01,10.15
1991-08-01,9.85
1991-09-01,9.73
1991-10-01,9.99
1991-11-01,10.08
1991-12-01,10.13
1992-01-01,10.1
1992-02-01,10.04
1992-03-01,9.96
1992-04-01,9.9
1992-05-01,9.75
1992-06-01,9.73
1992-07-01,9.81
1992-08-01,9.78
1992-09-01,9.89
1992-10-01,10.28
1992-11-01,10.01
1992-12-01,9.55
1993-01-01,9.51
1993-02-01,9.26
1993-03-01,8.97
1993-04-01,9.15
1993-05-01,9.3
1993-06-01,9.11
1993-07-01,8.8
1993-08-01,8.26
1993-09-01,8.17
1993-10-01,8.2
1993-11-01,8.4
1993-12-01,8.32
1994-01-01,8.33
1994-02-01,8.38
1994-03-01,8.6
1994-04-01,8.84
1994-05-01,8.78
1994-06-01,8.9
1994-07-01,9
1994-08-01,8.94
1994-09-01,9.25
1994-10-01,9.32
1994-11-01,9.3
1994-12-01,8.85
1995-01-01,8.9
1995-02-01,8.89
1995-03-01,8.99
1995-04-01,9.01
1995-05-01,8.57
1995-06-01,8.27
1995-07-01,8.49
1995-08-01,8.59
1995-09-01,8.37
1995-10-01,8.07
1995-11-01,7.9
1995-12-01,7.7
1996-01-01,7.7
1996-02-01,8.06
1996-03-01,8.37
1996-04-01,8.49
1996-05-01,8.42
1996-06-01,8.48
1996-07-01,8.41
1996-08-01,8.22
1996-09-01,8.43
1996-10-01,8.23
1996-11-01,7.95
1996-12-01,7.99
1997-01-01,8.17
1997-02-01,8.08
1997-03-01,8.32
1997-04-01,8.51
1997-05-01,8.42
1997-06-01,8.3
1997-07-01,7.99
1997-08-01,8
1997-09-01,7.95
1997-10-01,7.81
1997-11-01,7.6
1997-12-01,7.4
1998-01-01,7.36
1998-02-01,7.43
1998-03-01,7.41
1998-04-01,7.35
1998-05-01,7.3
1998-06-01,7.06
1998-07-01,7.14
1998-08-01,7.18
1998-09-01,7.49
1998-10-01,7.7
1998-11-01,7.63
1998-12-01,7.38
1999-01-01,7.38
1999-02-01,7.37
1999-03-01,7.52
1999-04-01,7.52
1999-05-01,7.69
1999-06-01,7.89
1999-07-01,7.88
1999-08-01,8.09
1999-09-01,8.26
1999-10-01,8.39
1999-11-01,8.06
1999-12-01,8.14
2000-01-01,8.12
2000-02-01,7.98
2000-03-01,8.17
2000-04-01,8.24
2000-05-01,8.57
2000-06-01,8.17
2000-07-01,8.02
2000-08-01,8.07
2000-09-01,8.32
2000-10-01,8.45
2000-11-01,8.43
2000-12-01,8.42
2001-01-01,8.12
2001-02-01,8.06
2001-03-01,8.1
2001-04-01,8.36
2001-05-01,8.17
2001-06-01,7.99
2001-07-01,7.93
2001-08-01,7.91
2001-09-01,8.41
2001-10-01,8.06
2001-11-01,7.62
2001-12-01,7.49
2002-01-01,7.29
2002-02-01,7.22
2002-03-01,7.51
2002-04-01,7.59
2002-05-01,7.63
2002-06-01,7.62
2002-07-01,7.9
2002-08-01,7.87
2002-09-01,7.43
2002-10-01,7.89
2002-11-01,7.63
2002-12-01,7.42
2003-01-01,7.49
2003-02-01,7.24
2003-03-01,7.3
2003-04-01,7.24
2003-05-01,6.71
2003-06-01,6.65
2003-07-01,7.23
2003-08-01,7.66
2003-09-01,7.36
2003-10-01,7.32
2003-11-01,7.16
2003-12-01,7.13
2004-01-01,7.05
2004-02-01,7.05
2004-03-01,6.92
2004-04-01,7.19
2004-05-01,7.36
2004-06-01,7.23
2004-07-01,7.11
2004-08-01,7.03
2004-09-01,6.85
2004-10-01,6.79
2004-11-01,6.64
2004-12-01,6.5
2005-01-01,6.27
2005-02-01,6.01
2005-03-01,6.21
2005-04-01,6.24
2005-05-01,6.19
2005-06-01,5.96
2005-07-01,6.04
2005-08-01,6.04
2005-09-01,6.18
2005-10-01,6.39
2005-11-01,6.46
2005-12-01,6.35
2006-01-01,6.24
2006-02-01,6.16
2006-03-01,6.39
2006-04-01,6.76
2006-05-01,6.88
2006-06-01,6.87
2006-07-01,6.83
2006-08-01,6.69
2006-09-01,6.51
2006-10-01,6.44
2006-11-01,6.13
2006-12-01,6.16
2007-01-01,6.28
2007-02-01,6.17
2007-03-01,6.25
2007-04-01,6.41
2007-05-01,6.38
2007-06-01,6.66
2007-07-01,6.65
2007-08-01,6.72
2007-09-01,6.61
2007-10-01,6.41
2007-11-01,6.53
2007-12-01,6.76
2008-01-01,6.8
2008-02-01,7.16
2008-03-01,7.04
2008-04-01,7.03
2008-05-01,6.79
2008-06-01,6.95
2008-07-01,7.02
2008-08-01,6.87
2008-09-01,6.75
2008-10-01,6.98
2008-11-01,7.21
2008-12-01,6.18
2009-01-01,6.16
2009-02-01,7.05
2009-03-01,7.9
2009-04-01,6.83
2009-05-01,6.66
2009-06-01,6.48
2009-07-01,6.43
2009-08-01,6.18
2009-09-01,6.08
2009-10-01,6.09
2009-11-01,6.35
2009-12-01,6.52
2010-01-01,6.54
2010-02-01,6.71
2010-03-01,6.67
2010-04-01,6.55
2010-05-01,6.35
2010-06-01,6.4
2010-07-01,6.22
2010-08-01,5.99
2010-09-01,6.19
2010-10-01,6.4
2010-11-01,6.72
2010-12-01,6.69
2011-01-01,6.55
2011-02-01,6.69
2011-03-01,6.61
2011-04-01,6.59
2011-05-01,6.35
2011-06-01,6.49
2011-07-01,6.45
2011-08-01,6.21
2011-09-01,5.99
2011-10-01,5.61
2011-11-01,5.34
2011-12-01,5.32
2012-01-01,5.26
2012-02-01,5.13
2012-03-01,5.24
2012-04-01,5.2
2012-05-01,5.12
2012-06-01,5.02
2012-07-01,4.55
2012-08-01,4.56
2012-09-01,4.73
2012-10-01,4.66
2012-11-01,4.69
2012-12-01,4.88
2013-01-01,4.99
2013-02-01,5.13
2013-03-01,5.24
2013-04-01,5.01
2013-05-01,5.13
2013-06-01,5.54
2013-07-01,5.52
2013-08-01,5.65
2013-09-01,5.7
2013-10-01,5.61
2013-11-01,5.76
2013-12-01,5.68
2014-01-01,5.48
2014-02-01,5.47
2014-03-01,5.42
2014-04-01,5.26
2014-05-01,5.12
2014-06-01,5.21
2014-07-01,5.14
2014-08-01,5.09
2014-09-01,5.17
2014-10-01,5.01
2014-11-01,5.1
2014-12-01,4.92
2015-01-01,4.51
2015-02-01,4.58
2015-03-01,4.6
2015-04-01,4.57
2015-05-01,5.11
2015-06-01,5.32
2015-07-01,5.24
2015-08-01,5.08
2015-09-01,5.16
2015-10-01,5.14
2015-11-01,5.23
2015-12-01,5.09
2016-01-01,5.1
2016-02-01,5.13
2016-03-01,4.93
2016-04-01,4.7
2016-05-01,4.72
2016-06-01,4.58
2016-07-01,4.24
2016-08-01,4.26
2016-09-01,4.39
2016-10-01,4.49
2016-11-01,4.8
2016-12-01,4.9
2017-01-01,4.73
2017-02-01,4.77
2017-03-01,4.84
2017-04-01,4.76
2017-05-01,4.71
2017-06-01,4.48
2017-07-01,4.44
2017-08-01,4.45
2017-09-01,4.43
2017-10-01,4.33
2017-11-01,4.32
2017-12-01,4.18
2018-01-01,4.2
2018-02-01,4.37
2018-03-01,4.47
2018-04-01,4.47
2018-05-01,4.62
2018-06-01,4.64
2018-07-01,4.49
2018-08-01,4.47
2018-09-01,4.56
2018-10-01,4.74
2018-11-01,4.92
2018-12-01,4.73
2019-01-01,4.62
2019-02-01,4.41
2019-03-01,4.45
2019-04-01,4.36
2019-05-01,4.39
2019-06-01,4.23
2019-07-01,4.07
2019-08-01,3.68
2019-09-01,3.71
2019-10-01,3.71
2019-11-01,3.74
2019-12-01,3.64
2020-01-01,3.6
2020-02-01,3.42
2020-03-01,3.81
2020-04-01,3.25
2020-05-01,3.53
2020-06-01,3.37
2020-07-01,3.07
2020-08-01,3.1
2020-09-01,3.23
2020-10-01,3.36
2020-11-01,3.15
2020-12-01,3.07
2021-01-01,3.23
2021-02-01,3.54
2021-03-01,3.75
2021-04-01,3.51
2021-05-01,3.59
2021-06-01,3.36
2021-07-01,3.13
2021-08-01,3.17
2021-09-01,3.09
2021-10-01,3.18
2021-11-01,3.08
2021-12-01,3.11
2022-01-01,3.37
2022-02-01,3.71
2022-03-01,3.93
2022-04-01,4.11
2022-05-01,4.66
2022-06-01,4.73
2022-07-01,4.7
2022-08-01,4.66
2022-09-01,4.99
2022-10-01,5.61
2022-11-01,5.34
2022-12-01,4.77
2023-01-01,4.79
2023-02-01,4.9
2023-03-01,5.11
2023-04-01,5.14
2023-05-01,5.35
2023-06-01,5.12
2023-07-01,5.04
2023-08-01,5.39
2023-09-01,5.52
2023-10-01,6.17
2023-11-01,5.82
