"Date","HQMCB12Y6M"
1984-01-01,12.74
1984-02-01,12.59
1984-03-01,12.97
1984-04-01,12.99
1984-05-01,13.29
1984-06-01,13.24
1984-07-01,13.3
1984-08-01,12.93
1984-09-01,12.73
1984-10-01,13
1984-11-01,12.68
1984-12-01,12.45
1985-01-01,12.33
1985-02-01,12.44
1985-03-01,12.78
1985-04-01,12.45
1985-05-01,12.13
1985-06-01,11.77
1985-07-01,11.65
1985-08-01,11.52
1985-09-01,11.46
1985-10-01,11.23
1985-11-01,10.84
1985-12-01,10.62
1986-01-01,10.23
1986-02-01,10.04
1986-03-01,9.68
1986-04-01,9.33
1986-05-01,9.2
1986-06-01,9.29
1986-07-01,9.42
1986-08-01,9.23
1986-09-01,9.28
1986-10-01,9.4
1986-11-01,9.3
1986-12-01,9.07
1987-01-01,8.65
1987-02-01,8.7
1987-03-01,8.58
1987-04-01,9.14
1987-05-01,9.59
1987-06-01,9.68
1987-07-01,9.87
1987-08-01,10.13
1987-09-01,10.67
1987-10-01,10.86
1987-11-01,10.34
1987-12-01,10.36
1988-01-01,10.1
1988-02-01,9.62
1988-03-01,9.65
1988-04-01,9.86
1988-05-01,10.15
1988-06-01,10.07
1988-07-01,10.11
1988-08-01,10.23
1988-09-01,10.02
1988-10-01,9.82
1988-11-01,9.86
1988-12-01,9.91
1989-01-01,9.84
1989-02-01,9.87
1989-03-01,10.03
1989-04-01,9.89
1989-05-01,9.69
1989-06-01,9.23
1989-07-01,8.96
1989-08-01,8.96
1989-09-01,9.06
1989-10-01,8.95
1989-11-01,8.88
1989-12-01,8.94
1990-01-01,9.2
1990-02-01,9.45
1990-03-01,9.46
1990-04-01,9.6
1990-05-01,9.6
1990-06-01,9.41
1990-07-01,9.41
1990-08-01,9.67
1990-09-01,9.82
1990-10-01,9.85
1990-11-01,9.76
1990-12-01,9.55
1991-01-01,9.51
1991-02-01,9.3
1991-03-01,9.39
1991-04-01,9.24
1991-05-01,9.24
1991-06-01,9.33
1991-07-01,9.34
1991-08-01,9.1
1991-09-01,8.92
1991-10-01,8.85
1991-11-01,8.82
1991-12-01,8.46
1992-01-01,8.28
1992-02-01,8.55
1992-03-01,8.66
1992-04-01,8.6
1992-05-01,8.56
1992-06-01,8.41
1992-07-01,8.12
1992-08-01,7.87
1992-09-01,7.73
1992-10-01,7.88
1992-11-01,8.11
1992-12-01,8.01
1993-01-01,7.87
1993-02-01,7.52
1993-03-01,7.27
1993-04-01,7.24
1993-05-01,7.27
1993-06-01,7.19
1993-07-01,6.99
1993-08-01,6.84
1993-09-01,6.52
1993-10-01,6.48
1993-11-01,6.82
1993-12-01,6.84
1994-01-01,6.82
1994-02-01,7.02
1994-03-01,7.52
1994-04-01,8.03
1994-05-01,8.19
1994-06-01,8.12
1994-07-01,8.29
1994-08-01,8.2
1994-09-01,8.43
1994-10-01,8.7
1994-11-01,8.83
1994-12-01,8.63
1995-01-01,8.58
1995-02-01,8.31
1995-03-01,8.09
1995-04-01,7.97
1995-05-01,7.55
1995-06-01,7.14
1995-07-01,7.25
1995-08-01,7.45
1995-09-01,7.14
1995-10-01,6.96
1995-11-01,6.87
1995-12-01,6.63
1996-01-01,6.62
1996-02-01,6.83
1996-03-01,7.22
1996-04-01,7.42
1996-05-01,7.63
1996-06-01,7.78
1996-07-01,7.73
1996-08-01,7.51
1996-09-01,7.69
1996-10-01,7.4
1996-11-01,7.05
1996-12-01,7.16
1997-01-01,7.43
1997-02-01,7.26
1997-03-01,7.51
1997-04-01,7.69
1997-05-01,7.54
1997-06-01,7.31
1997-07-01,7.02
1997-08-01,7.11
1997-09-01,7
1997-10-01,6.85
1997-11-01,6.75
1997-12-01,6.66
1998-01-01,6.48
1998-02-01,6.56
1998-03-01,6.6
1998-04-01,6.58
1998-05-01,6.59
1998-06-01,6.42
