"Date","CROASTIER0"
2015-06-01,619.213332535373
2015-07-01,598.780021826642
2015-08-01,614.480814754315
2015-09-01,620.743423300652
2015-10-01,627.068711932605
2015-11-01,647.685289255066
2015-12-01,736.268399484453
2016-01-01,809.866162726804
2016-02-01,933.690301494659
2016-03-01,933.034352521391
2016-04-01,846.06626972169
2016-05-01,869.871132694943
2016-06-01,893.952129830539
2016-07-01,789.19311325695
2016-08-01,776.62565145301
2016-09-01,697.199658392771
2016-10-01,662.239055936672
2016-11-01,681.000097807373
2016-12-01,598.646224826518
2017-01-01,539.134427135556
2017-02-01,547.467085477013
2017-03-01,543.491965530496
2017-04-01,540.004095924825
2017-05-01,542.20688007602
2017-06-01,481.266658855576
2017-07-01,445.701383948723
2017-08-01,564.783110701093
2017-09-01,561.466606807505
2017-10-01,456.88444682292
2017-11-01,438.03800249559
2017-12-01,383.563952307853
2018-01-01,340.854657677529
2018-02-01,344.236454840293
2018-03-01,382.977368032099
2018-04-01,386.222844990706
2018-05-01,417.422585744488
2018-06-01,436.943658966566
2018-07-01,488.228407485282
2018-08-01,468.027654275404
2018-09-01,469.48827411188
2018-10-01,476.177703598972
2018-11-01,498.396408241652
2018-12-01,560.384902828035
2019-01-01,550.87743963953
2019-02-01,554.146940306637
2019-03-01,577.12003091353
2019-04-01,553.132029463482
2019-05-01,529.997421989739
2019-06-01,553.333988036954
2019-07-01,527.742562835805
2019-08-01,513.535523132074
2019-09-01,523.090256716329
2019-10-01,518.410643308814
2019-11-01,518.486967523701
2019-12-01,502.498815597389
2020-01-01,481.390430360009
2020-02-01,478.771730779139
2020-03-01,1944.48462250513
2020-04-01,1827.32323226606
2020-05-01,1497.97772916104
2020-06-01,945.186334776824
2020-07-01,938.165244886869
2020-08-01,656.645531166007
2020-09-01,697.776529978986
2020-10-01,757.309920663264
2020-11-01,783.647491814003
2020-12-01,636.654382964988
2021-01-01,617.232413670651
2021-02-01,574.076128382544
2021-03-01,610.017926934073
2021-04-01,592.87731287128
2021-05-01,518.143830986653
2021-06-01,553.675290180388
2021-07-01,583.697520417539
2021-08-01,601.076608938563
2021-09-01,618.414375472734
2021-10-01,568.557139083773
2021-11-01,527.28076129155
2021-12-01,564.480380066728
2022-01-01,602.373603528483
2022-02-01,663.315216956201
2022-03-01,720.341260020844
2022-04-01,708.025153112904
2022-05-01,824.756208835125
2022-06-01,860.112373518387
2022-07-01,826.189821756228
2022-08-01,790.755831223703
2022-09-01,845.293654803924
2022-10-01,874.372678002527
2022-11-01,825.213064537615
2022-12-01,805.793003792249
2023-01-01,763.994335614837
2023-02-01,727.776417993353
2023-03-01,760.926889386828
2023-04-01,735.301340138791
2023-05-01,699.912575496257
2023-06-01,678.81174502752
2023-07-01,618.001574029287
2023-08-01,658.970232709761
2023-09-01,633.674870879309
2023-10-01,636.681449533755
2023-11-01,635.543725653638
