"Date","HQMCB9YR"
1984-01-01,12.84
1984-02-01,12.73
1984-03-01,13.13
1984-04-01,13.26
1984-05-01,13.71
1984-06-01,13.85
1984-07-01,13.82
1984-08-01,13.31
1984-09-01,13.06
1984-10-01,13.15
1984-11-01,12.76
1984-12-01,12.44
1985-01-01,12.35
1985-02-01,12.35
1985-03-01,12.72
1985-04-01,12.39
1985-05-01,12.04
1985-06-01,11.63
1985-07-01,11.49
1985-08-01,11.53
1985-09-01,11.44
1985-10-01,11.29
1985-11-01,10.94
1985-12-01,10.63
1986-01-01,10.33
1986-02-01,10.07
1986-03-01,9.63
1986-04-01,9.32
1986-05-01,9.23
1986-06-01,9.33
1986-07-01,9.17
1986-08-01,8.95
1986-09-01,8.98
1986-10-01,8.99
1986-11-01,8.81
1986-12-01,8.61
1987-01-01,8.34
1987-02-01,8.38
1987-03-01,8.3
1987-04-01,8.85
1987-05-01,9.35
1987-06-01,9.39
1987-07-01,9.5
1987-08-01,9.77
1987-09-01,10.34
1987-10-01,10.6
1987-11-01,10.13
1987-12-01,10.17
1988-01-01,9.95
1988-02-01,9.45
1988-03-01,9.48
1988-04-01,9.7
1988-05-01,9.93
1988-06-01,9.88
1988-07-01,9.93
1988-08-01,10.05
1988-09-01,9.86
1988-10-01,9.7
1988-11-01,9.81
1988-12-01,9.91
1989-01-01,9.88
1989-02-01,9.92
1989-03-01,10.11
1989-04-01,10.02
1989-05-01,9.77
1989-06-01,9.26
1989-07-01,8.96
1989-08-01,8.98
1989-09-01,9.1
1989-10-01,8.96
1989-11-01,8.88
1989-12-01,8.92
1990-01-01,9.21
1990-02-01,9.47
1990-03-01,9.51
1990-04-01,9.65
1990-05-01,9.64
1990-06-01,9.41
1990-07-01,9.43
1990-08-01,9.61
1990-09-01,9.75
1990-10-01,9.86
1990-11-01,9.75
1990-12-01,9.51
1991-01-01,9.47
1991-02-01,9.21
1991-03-01,9.25
1991-04-01,9.1
1991-05-01,9.11
1991-06-01,9.22
1991-07-01,9.24
1991-08-01,8.94
1991-09-01,8.69
1991-10-01,8.51
1991-11-01,8.45
1991-12-01,8.16
1992-01-01,8.04
1992-02-01,8.32
1992-03-01,8.47
1992-04-01,8.4
1992-05-01,8.35
1992-06-01,8.16
1992-07-01,7.79
1992-08-01,7.53
1992-09-01,7.35
1992-10-01,7.52
1992-11-01,7.85
1992-12-01,7.76
1993-01-01,7.6
1993-02-01,7.19
1993-03-01,6.93
1993-04-01,6.87
1993-05-01,6.87
1993-06-01,6.8
1993-07-01,6.61
1993-08-01,6.49
1993-09-01,6.14
1993-10-01,6.1
1993-11-01,6.44
1993-12-01,6.47
1994-01-01,6.42
1994-02-01,6.64
1994-03-01,7.18
1994-04-01,7.81
1994-05-01,7.98
1994-06-01,7.88
1994-07-01,8.06
1994-08-01,7.98
1994-09-01,8.19
1994-10-01,8.48
1994-11-01,8.67
1994-12-01,8.54
1995-01-01,8.52
1995-02-01,8.2
1995-03-01,7.92
1995-04-01,7.77
1995-05-01,7.32
1995-06-01,6.89
1995-07-01,7
1995-08-01,7.21
1995-09-01,6.91
1995-10-01,6.73
1995-11-01,6.62
1995-12-01,6.41
1996-01-01,6.36
1996-02-01,6.5
1996-03-01,6.97
1996-04-01,7.21
1996-05-01,7.41
1996-06-01,7.57
1996-07-01,7.52
1996-08-01,7.28
1996-09-01,7.48
1996-10-01,7.17
1996-11-01,6.82
1996-12-01,6.95
1997-01-01,7.22
1997-02-01,7.04
1997-03-01,7.32
1997-04-01,7.51
1997-05-01,7.35
1997-06-01,7.11
1997-07-01,6.84
1997-08-01,6.93
1997-09-01,6.83
1997-10-01,6.69
1997-11-01,6.61
1997-12-01,6.54
1998-01-01,6.3
1998-02-01,6.37
1998-03-01,6.43
1998-04-01,6.41
1998-05-01,6.43
1998-06-01,6.29
1998-07-01,6.28
1998-08-01,6.27
1998-09-01,5.97
1998-10-01,5.93
1998-11-01,6.11
1998-12-01,5.88
1999-01-01,5.9
1999-02-01,6.15
1999-03-01,6.38
1999-04-01,6.33
1999-05-01,6.73
1999-06-01,7.17
1999-07-01,7.1
1999-08-01,7.35
1999-09-01,7.29
1999-10-01,7.45
1999-11-01,7.27
1999-12-01,7.49
2000-01-01,7.86
2000-02-01,7.86
2000-03-01,7.77
2000-04-01,7.69
2000-05-01,8.25
2000-06-01,7.9
2000-07-01,7.82
2000-08-01,7.64
2000-09-01,7.63
2000-10-01,7.62
2000-11-01,7.62
2000-12-01,7.2
2001-01-01,6.99
2001-02-01,6.89
2001-03-01,6.68
2001-04-01,6.89
2001-05-01,7.01
2001-06-01,6.87
2001-07-01,6.82
2001-08-01,6.59
2001-09-01,6.62
2001-10-01,6.37
2001-11-01,6.25
2001-12-01,6.61
2002-01-01,6.51
2002-02-01,6.42
2002-03-01,6.68
2002-04-01,6.62
