"Date","HQMCB24YR"
1984-01-01,10.61
1984-02-01,11.43
1984-03-01,11.8
1984-04-01,11.96
1984-05-01,12.65
1984-06-01,12.74
1984-07-01,12.7
1984-08-01,12.28
1984-09-01,12.46
1984-10-01,11.43
1984-11-01,11.24
1984-12-01,11.73
1985-01-01,11.48
1985-02-01,10.94
1985-03-01,11.22
1985-04-01,11.01
1985-05-01,10.85
1985-06-01,10.47
1985-07-01,11.06
1985-08-01,11.2
1985-09-01,11.48
1985-10-01,11.31
1985-11-01,10.87
1985-12-01,10.43
1986-01-01,9.73
1986-02-01,9.74
1986-03-01,9.06
1986-04-01,8.73
1986-05-01,9.23
1986-06-01,9.68
1986-07-01,9.54
1986-08-01,9.59
1986-09-01,9.71
1986-10-01,9.84
1986-11-01,9.65
1986-12-01,9.38
1987-01-01,9.16
1987-02-01,9.15
1987-03-01,9.1
1987-04-01,9.82
1987-05-01,10.42
1987-06-01,10.18
1987-07-01,10.12
1987-08-01,10.27
1987-09-01,10.61
1987-10-01,10.68
1987-11-01,10.1
1987-12-01,10.19
1988-01-01,9.74
1988-02-01,9.44
1988-03-01,9.61
1988-04-01,10.06
1988-05-01,10.42
1988-06-01,10.18
1988-07-01,10.3
1988-08-01,10.28
1988-09-01,10.06
1988-10-01,9.88
1988-11-01,9.85
1988-12-01,9.83
1989-01-01,9.83
1989-02-01,9.9
1989-03-01,9.95
1989-04-01,9.77
1989-05-01,9.64
1989-06-01,9.24
1989-07-01,9.15
1989-08-01,9.14
1989-09-01,9.16
1989-10-01,9.06
1989-11-01,8.96
1989-12-01,8.95
1990-01-01,9.1
1990-02-01,9.34
1990-03-01,9.48
1990-04-01,9.61
1990-05-01,9.76
1990-06-01,9.58
1990-07-01,9.61
1990-08-01,10.14
1990-09-01,10.33
1990-10-01,10.38
1990-11-01,10.16
1990-12-01,9.87
1991-01-01,9.83
1991-02-01,9.53
1991-03-01,9.75
1991-04-01,9.57
1991-05-01,9.66
1991-06-01,9.85
1991-07-01,9.81
1991-08-01,9.55
1991-09-01,9.41
1991-10-01,9.54
1991-11-01,9.58
1991-12-01,9.44
1992-01-01,9.34
1992-02-01,9.43
1992-03-01,9.42
1992-04-01,9.37
1992-05-01,9.26
1992-06-01,9.19
1992-07-01,9.12
1992-08-01,9
1992-09-01,9.01
1992-10-01,9.28
1992-11-01,9.22
1992-12-01,8.91
1993-01-01,8.84
1993-02-01,8.55
1993-03-01,8.28
1993-04-01,8.37
1993-05-01,8.48
1993-06-01,8.33
1993-07-01,8.07
1993-08-01,7.69
1993-09-01,7.51
1993-10-01,7.51
1993-11-01,7.77
1993-12-01,7.73
1994-01-01,7.74
1994-02-01,7.85
1994-03-01,8.18
1994-04-01,8.52
1994-05-01,8.55
1994-06-01,8.6
1994-07-01,8.73
1994-08-01,8.65
1994-09-01,8.93
1994-10-01,9.08
1994-11-01,9.12
1994-12-01,8.77
1995-01-01,8.77
1995-02-01,8.65
1995-03-01,8.62
1995-04-01,8.59
1995-05-01,8.16
1995-06-01,7.81
1995-07-01,7.99
1995-08-01,8.13
1995-09-01,7.87
1995-10-01,7.62
1995-11-01,7.49
1995-12-01,7.27
1996-01-01,7.27
1996-02-01,7.57
1996-03-01,7.91
1996-04-01,8.05
1996-05-01,8.11
1996-06-01,8.21
1996-07-01,8.15
1996-08-01,7.95
1996-09-01,8.14
1996-10-01,7.9
1996-11-01,7.59
1996-12-01,7.66
1997-01-01,7.88
1997-02-01,7.76
1997-03-01,8
1997-04-01,8.18
1997-05-01,8.07
1997-06-01,7.9
1997-07-01,7.59
1997-08-01,7.64
1997-09-01,7.56
1997-10-01,7.42
1997-11-01,7.25
1997-12-01,7.1
1998-01-01,7.01
1998-02-01,7.08
1998-03-01,7.09
1998-04-01,7.04
1998-05-01,7.02
1998-06-01,6.8
1998-07-01,6.86
1998-08-01,6.89
1998-09-01,6.99
1998-10-01,7.08
1998-11-01,7.12
1998-12-01,6.88
1999-01-01,6.88
1999-02-01,6.97
1999-03-01,7.15
1999-04-01,7.13
1999-05-01,7.4
1999-06-01,7.68
1999-07-01,7.66
1999-08-01,7.86
1999-09-01,7.94
1999-10-01,8.07
1999-11-01,7.81
1999-12-01,7.96
2000-01-01,8.09
2000-02-01,7.95
2000-03-01,8.03
2000-04-01,8.05
2000-05-01,8.46
2000-06-01,8.1
2000-07-01,7.98
2000-08-01,7.94
2000-09-01,8.13
2000-10-01,8.22
2000-11-01,8.18
2000-12-01,8.03
2001-01-01,7.79
2001-02-01,7.7
2001-03-01,7.66
2001-04-01,7.92
2001-05-01,7.84
2001-06-01,7.67
2001-07-01,7.62
2001-08-01,7.52
2001-09-01,7.9
2001-10-01,7.58
2001-11-01,7.22
2001-12-01,7.27
2002-01-01,7.11
2002-02-01,7.04
2002-03-01,7.31
2002-04-01,7.35
2002-05-01,7.38
2002-06-01,7.29
2002-07-01,7.46
2002-08-01,7.36
2002-09-01,6.97
2002-10-01,7.27
2002-11-01,7.05
2002-12-01,6.86
2003-01-01,6.84
2003-02-01,6.64
2003-03-01,6.65
2003-04-01,6.61
2003-05-01,6.12
2003-06-01,5.99
2003-07-01,6.57
2003-08-01,7.01
2003-09-01,6.76
2003-10-01,6.73
2003-11-01,6.62
2003-12-01,6.57
2004-01-01,6.47
2004-02-01,6.45
2004-03-01,6.28
2004-04-01,6.64
2004-05-01,6.91
2004-06-01,6.84
2004-07-01,6.67
2004-08-01,6.53
2004-09-01,6.35
2004-10-01,6.29
2004-11-01,6.22
2004-12-01,6.13
2005-01-01,5.97
2005-02-01,5.74
2005-03-01,5.97
2005-04-01,5.94
2005-05-01,5.84
2005-06-01,5.62
2005-07-01,5.72
2005-08-01,5.74
2005-09-01,5.81
2005-10-01,6.04
2005-11-01,6.12
2005-12-01,6.03
2006-01-01,5.95
2006-02-01,5.95
2006-03-01,6.15
2006-04-01,6.5
2006-05-01,6.62
2006-06-01,6.62
2006-07-01,6.59
2006-08-01,6.41
2006-09-01,6.24
2006-10-01,6.21
2006-11-01,5.96
2006-12-01,5.96
2007-01-01,6.1
2007-02-01,6.05
2007-03-01,6.06
2007-04-01,6.2
2007-05-01,6.2
2007-06-01,6.51
2007-07-01,6.51
2007-08-01,6.55
2007-09-01,6.45
2007-10-01,6.3
2007-11-01,6.37
2007-12-01,6.56
2008-01-01,6.57
2008-02-01,6.86
2008-03-01,6.89
2008-04-01,6.82
2008-05-01,6.74
2008-06-01,6.94
2008-07-01,7.07
2008-08-01,6.98
2008-09-01,7.12
2008-10-01,7.81
2008-11-01,7.82
2008-12-01,6.7
2009-01-01,6.59
2009-02-01,7.14
2009-03-01,7.75
2009-04-01,7.09
2009-05-01,6.98
2009-06-01,6.68
2009-07-01,6.54
2009-08-01,6.25
2009-09-01,6.06
2009-10-01,6.03
2009-11-01,6.19
2009-12-01,6.33
2010-01-01,6.34
2010-02-01,6.49
2010-03-01,6.4
2010-04-01,6.31
2010-05-01,6.09
2010-06-01,6.09
2010-07-01,5.9
2010-08-01,5.66
2010-09-01,5.73
2010-10-01,5.87
2010-11-01,6.13
2010-12-01,6.21
2011-01-01,6.16
2011-02-01,6.27
2011-03-01,6.18
2011-04-01,6.17
2011-05-01,5.94
2011-06-01,6.02
2011-07-01,5.98
2011-08-01,5.66
2011-09-01,5.46
2011-10-01,5.29
2011-11-01,5.12
2011-12-01,5.1
2012-01-01,5.05
2012-02-01,4.98
2012-03-01,5.08
2012-04-01,5.04
2012-05-01,4.89
2012-06-01,4.76
2012-07-01,4.4
2012-08-01,4.44
2012-09-01,4.55
2012-10-01,4.44
2012-11-01,4.42
2012-12-01,4.56
2013-01-01,4.7
2013-02-01,4.82
2013-03-01,4.88
2013-04-01,4.65
2013-05-01,4.79
2013-06-01,5.22
2013-07-01,5.3
2013-08-01,5.44
2013-09-01,5.48
2013-10-01,5.36
2013-11-01,5.48
2013-12-01,5.44
2014-01-01,5.25
2014-02-01,5.17
2014-03-01,5.1
2014-04-01,4.95
2014-05-01,4.81
2014-06-01,4.86
2014-07-01,4.78
2014-08-01,4.71
2014-09-01,4.81
2014-10-01,4.64
2014-11-01,4.71
2014-12-01,4.55
2015-01-01,4.2
2015-02-01,4.27
2015-03-01,4.31
2015-04-01,4.28
2015-05-01,4.75
2015-06-01,4.98
2015-07-01,4.93
2015-08-01,4.79
2015-09-01,4.89
2015-10-01,4.84
2015-11-01,4.95
2015-12-01,4.86
2016-01-01,4.87
2016-02-01,4.85
2016-03-01,4.68
2016-04-01,4.46
2016-05-01,4.42
2016-06-01,4.28
2016-07-01,4
2016-08-01,4.01
2016-09-01,4.12
2016-10-01,4.21
2016-11-01,4.54
2016-12-01,4.67
2017-01-01,4.51
2017-02-01,4.54
2017-03-01,4.59
2017-04-01,4.47
2017-05-01,4.45
2017-06-01,4.23
2017-07-01,4.24
2017-08-01,4.19
2017-09-01,4.19
2017-10-01,4.15
2017-11-01,4.1
2017-12-01,4
2018-01-01,4.05
2018-02-01,4.27
2018-03-01,4.33
2018-04-01,4.35
2018-05-01,4.51
2018-06-01,4.52
2018-07-01,4.45
2018-08-01,4.43
2018-09-01,4.53
2018-10-01,4.68
2018-11-01,4.8
2018-12-01,4.64
2019-01-01,4.57
2019-02-01,4.41
2019-03-01,4.39
2019-04-01,4.28
2019-05-01,4.22
2019-06-01,4.04
2019-07-01,3.88
2019-08-01,3.49
2019-09-01,3.54
2019-10-01,3.54
2019-11-01,3.57
2019-12-01,3.5
2020-01-01,3.42
2020-02-01,3.22
2020-03-01,3.58
2020-04-01,3.24
2020-05-01,3.38
2020-06-01,3.22
2020-07-01,2.89
2020-08-01,2.9
2020-09-01,3.02
2020-10-01,3.13
2020-11-01,2.97
2020-12-01,2.89
2021-01-01,3.05
2021-02-01,3.29
2021-03-01,3.57
2021-04-01,3.4
2021-05-01,3.45
2021-06-01,3.25
2021-07-01,3.03
2021-08-01,3.04
2021-09-01,3.01
2021-10-01,3.14
2021-11-01,3.06
2021-12-01,3.07
2022-01-01,3.35
2022-02-01,3.69
2022-03-01,3.96
2022-04-01,4.27
2022-05-01,4.75
2022-06-01,4.87
2022-07-01,4.79
2022-08-01,4.74
2022-09-01,5.21
2022-10-01,5.81
2022-11-01,5.55
2022-12-01,5.02
2023-01-01,4.95
2023-02-01,5.07
2023-03-01,5.21
2023-04-01,5.12
2023-05-01,5.33
2023-06-01,5.23
2023-07-01,5.21
2023-08-01,5.51
2023-09-01,5.64
2023-10-01,6.22
2023-11-01,5.85
