"Date","M1347AUSM156NNBR"
1948-01-01,2.97
1948-02-01,2.85
1948-03-01,2.99
1948-04-01,2.81
1948-05-01,2.86
1948-06-01,2.93
1948-07-01,2.8
1948-08-01,2.83
1948-09-01,2.86
1948-10-01,2.99
1948-11-01,2.96
1948-12-01,3.15
1949-01-01,2.66
1949-02-01,2.77
1949-03-01,2.75
1949-04-01,2.74
1949-05-01,2.69
1949-06-01,2.77
1949-07-01,2.68
1949-08-01,2.6
1949-09-01,2.4
1949-10-01,2.5
1949-11-01,2.54
1949-12-01,2.53
1950-01-01,2.6
1950-02-01,2.58
1950-03-01,2.57
1950-04-01,2.4
1950-05-01,2.58
1950-06-01,2.63
1950-07-01,2.55
1950-08-01,2.61
1950-09-01,2.7
1950-10-01,2.64
1950-11-01,2.63
1950-12-01,2.75
1951-01-01,2.74
1951-02-01,2.78
1951-03-01,2.9
1951-04-01,3.06
1951-05-01,2.98
1951-06-01,3.24
1951-07-01,3.2
1951-08-01,3.01
1951-09-01,2.91
1951-10-01,3.09
1951-11-01,3.36
1951-12-01,3.22
1952-01-01,3.08
1952-02-01,2.94
1952-03-01,3.14
1952-04-01,3.09
1952-05-01,3.25
1952-06-01,3.09
1952-07-01,3.11
1952-08-01,3.08
1952-09-01,3.14
1952-10-01,3.16
1952-11-01,3.07
1952-12-01,3.04
1953-01-01,3.17
1953-02-01,3.26
1953-03-01,3.41
1953-04-01,3.53
1953-05-01,3.8
1953-06-01,3.82
1953-07-01,3.59
1953-08-01,3.46
1953-09-01,3.6
1953-10-01,3.09
1953-11-01,3.13
1953-12-01,3.23
1954-01-01,3
1954-02-01,2.88
1954-03-01,2.74
1954-04-01,2.88
1954-05-01,2.9
1954-06-01,2.91
1954-07-01,2.94
1954-08-01,2.94
1954-09-01,3.01
1954-10-01,2.84
1954-11-01,2.94
1954-12-01,2.87
1955-01-01,2.99
1955-02-01,3.09
1955-03-01,3.14
1955-04-01,3.11
1955-05-01,3.15
1955-06-01,3.11
1955-07-01,3.14
1955-08-01,3.41
1955-09-01,3.27
1955-10-01,3.15
1955-11-01,3.17
1955-12-01,3.27
1956-01-01,3.2
1956-02-01,3.07
1956-03-01,3.25
1956-04-01,3.55
1956-05-01,3.48
1956-06-01,3.56
1956-07-01,3.56
1956-08-01,4.02
1956-09-01,3.96
1956-10-01,3.94
1956-11-01,4.29
1956-12-01,4.26
1957-01-01,4.28
1957-02-01,4.13
1957-03-01,4.18
1957-04-01,4.23
1957-05-01,4.41
1957-06-01,4.81
1957-07-01,4.59
1957-08-01,4.78
1957-09-01,4.68
1957-10-01,4.71
1957-11-01,4.56
1957-12-01,4.04
1958-01-01,3.62
1958-02-01,3.73
1958-03-01,3.88
1958-04-01,3.67
1958-05-01,3.66
1958-06-01,3.61
1958-07-01,3.85
1958-08-01,4.39
1958-09-01,4.56
1958-10-01,4.48
1958-11-01,4.35
1958-12-01,4.44
1959-01-01,4.36
1959-02-01,4.29
1959-03-01,4.3
1959-04-01,4.53
1959-05-01,4.81
1959-06-01,4.82
1959-07-01,4.8
1959-08-01,4.74
1959-09-01,5.29
1959-10-01,5.1
1959-11-01,5.07
1959-12-01,5.16
1960-01-01,4.95
1960-02-01,4.96
1960-03-01,4.66
1960-04-01,4.78
1960-05-01,4.86
1960-06-01,4.69
1960-07-01,4.49
1960-08-01,4.37
1960-09-01,4.45
1960-10-01,4.6
1960-11-01,4.59
1960-12-01,4.79
1961-01-01,4.35
1961-02-01,4.31
1961-03-01,4.26
1961-04-01,4.42
1961-05-01,4.51
1961-06-01,4.65
1961-07-01,4.62
1961-08-01,4.59
1961-09-01,4.38
1961-10-01,4.26
1961-11-01,4.32
1961-12-01,4.39
