"Date","CROASTIER2"
2015-06-01,330.167141433787
2015-07-01,356.99502924672
2015-08-01,382.523030162691
2015-09-01,396.726189955847
2015-10-01,414.57211008901
2015-11-01,421.035781199639
2015-12-01,433.266462168502
2016-01-01,527.155681026234
2016-02-01,614.593557772109
2016-03-01,501.892934856032
2016-04-01,416.025492097543
2016-05-01,437.113445582903
2016-06-01,439.661085548824
2016-07-01,336.762214669118
2016-08-01,321.270988583709
2016-09-01,305.720179231283
2016-10-01,347.366270814316
2016-11-01,373.987469963481
2016-12-01,328.911623204937
2017-01-01,302.517282992825
2017-02-01,307.08302474532
2017-03-01,303.278556597057
2017-04-01,254.325192681497
2017-05-01,230.781408754879
2017-06-01,222.664518958632
2017-07-01,186.239348845352
2017-08-01,215.941834717036
2017-09-01,220.614009573994
2017-10-01,201.693489643694
2017-11-01,196.069904406051
2017-12-01,156.773163259315
2018-01-01,170.03018308318
2018-02-01,168.59580856514
2018-03-01,178.890335007064
2018-04-01,182.639655876987
2018-05-01,176.881919071857
2018-06-01,186.50462725899
2018-07-01,184.217171919848
2018-08-01,172.828279368898
2018-09-01,181.565452297977
2018-10-01,202.711172767394
2018-11-01,221.40168343902
2018-12-01,243.358146645879
2019-01-01,203.531056204283
2019-02-01,197.277196477308
2019-03-01,187.540263090816
2019-04-01,187.72635544303
2019-05-01,173.997886147112
2019-06-01,183.787954366107
2019-07-01,178.805507035791
2019-08-01,185.143837183856
2019-09-01,181.181104802199
2019-10-01,180.437029832674
2019-11-01,176.940390979274
2019-12-01,166.241515423386
2020-01-01,122.736462718087
2020-02-01,150.215846073613
2020-03-01,1436.57890740877
2020-04-01,934.57667177906
2020-05-01,393.915406876862
2020-06-01,345.540738231169
2020-07-01,381.453575588299
2020-08-01,222.6824144021
2020-09-01,261.770956236173
2020-10-01,278.762787379614
2020-11-01,277.109945060093
2020-12-01,263.110314653954
2021-01-01,243.501815229152
2021-02-01,241.594665212979
2021-03-01,245.935923152489
2021-04-01,208.681832651497
2021-05-01,213.762380721503
2021-06-01,196.484650405888
2021-07-01,193.180608697992
2021-08-01,193.071281740793
2021-09-01,180.427593517277
2021-10-01,186.138604120907
2021-11-01,197.867400513861
2021-12-01,201.382470567602
2022-01-01,197.199183251025
2022-02-01,244.403638877908
2022-03-01,288.704179337543
2022-04-01,267.326767344816
2022-05-01,354.634587424323
2022-06-01,415.43709521379
2022-07-01,380.952494421259
2022-08-01,377.171751735508
2022-09-01,474.285216193431
2022-10-01,472.347844481129
2022-11-01,408.553364525676
2022-12-01,373.484290713149
2023-01-01,346.663761372376
2023-02-01,344.348588357234
2023-03-01,379.844693133835
2023-04-01,353.890419013009
2023-05-01,343.009895603137
2023-06-01,330.861785737686
2023-07-01,297.714136536435
2023-08-01,333.302078456105
2023-09-01,323.698515940593
2023-10-01,325.393575698549
2023-11-01,314.790087159332
