"Date","CROASTIER1"
2015-06-01,421.184009599691
2015-07-01,451.457870818006
2015-08-01,473.419110257025
2015-09-01,484.241586978901
2015-10-01,500.973686688889
2015-11-01,486.30604478118
2015-12-01,503.922129321531
2016-01-01,580.745816654636
2016-02-01,625.095396403063
2016-03-01,494.475710590374
2016-04-01,435.074005516612
2016-05-01,434.036912442711
2016-06-01,447.155826579198
2016-07-01,337.268680704662
2016-08-01,310.060590533898
2016-09-01,285.18616173045
2016-10-01,304.914319381271
2016-11-01,319.020842746364
2016-12-01,293.377284692988
2017-01-01,265.696400633741
2017-02-01,259.527038546872
2017-03-01,247.389581770074
2017-04-01,200.455729181147
2017-05-01,196.861654883757
2017-06-01,184.025264700927
2017-07-01,170.952389375702
2017-08-01,218.20377820028
2017-09-01,231.881352693904
2017-10-01,218.872329021426
2017-11-01,208.1358160216
2017-12-01,182.848326479447
2018-01-01,174.097719296308
2018-02-01,179.938107853468
2018-03-01,198.310093177552
2018-04-01,205.057614093397
2018-05-01,211.284897218614
2018-06-01,219.460677013264
2018-07-01,218.762688372225
2018-08-01,208.698674232464
2018-09-01,210.546940146791
2018-10-01,228.325067901193
2018-11-01,254.205525891859
2018-12-01,300.445826574721
2019-01-01,272.446169447456
2019-02-01,263.794625132244
2019-03-01,270.167382708087
2019-04-01,265.146061652496
2019-05-01,262.919283805653
2019-06-01,271.257086073801
2019-07-01,254.371549811408
2019-08-01,261.694627313315
2019-09-01,256.034660029667
2019-10-01,261.861066815101
2019-11-01,262.269528453392
2019-12-01,254.501326201954
2020-01-01,219.289937824624
2020-02-01,240.536866669242
2020-03-01,1396.74213183397
2020-04-01,1351.96123767178
2020-05-01,842.464728755045
2020-06-01,560.047889743951
2020-07-01,633.338389623896
2020-08-01,394.88695595305
2020-09-01,444.927795403146
2020-10-01,484.587467471306
2020-11-01,457.692378238768
2020-12-01,417.478678044396
2021-01-01,390.883368250003
2021-02-01,379.30750807695
2021-03-01,411.264902769139
2021-04-01,388.093563541762
2021-05-01,371.359027221883
2021-06-01,356.902314601578
2021-07-01,360.561013667212
2021-08-01,363.178593633056
2021-09-01,358.373842107575
2021-10-01,361.429060768784
2021-11-01,391.486932433057
2021-12-01,403.832250321235
2022-01-01,416.430055683235
2022-02-01,474.44425200415
2022-03-01,518.000209947188
2022-04-01,494.964989415888
2022-05-01,596.751951235295
2022-06-01,645.883291684126
2022-07-01,590.846228585048
2022-08-01,560.949700959883
2022-09-01,621.247139909587
2022-10-01,635.772350212907
2022-11-01,569.844680887888
2022-12-01,536.737182644473
2023-01-01,502.407313652633
2023-02-01,502.371913150083
2023-03-01,531.783753886333
2023-04-01,489.99263051924
2023-05-01,485.314268771263
2023-06-01,458.464201773114
2023-07-01,417.902162267897
2023-08-01,464.606705038314
2023-09-01,453.959430964094
2023-10-01,465.533214043514
2023-11-01,454.002259224041
