"Date","M13023USM156NNBR"
1900-01-01,3.12
1900-02-01,3.13
1900-03-01,3.12
1900-04-01,3.11
1900-05-01,3.11
1900-06-01,3.11
1900-07-01,3.13
1900-08-01,3.13
1900-09-01,3.13
1900-10-01,3.13
1900-11-01,3.12
1900-12-01,3.08
1901-01-01,3.09
1901-02-01,3.08
1901-03-01,3.09
1901-04-01,3.09
1901-05-01,3.1
1901-06-01,3.1
1901-07-01,3.15
1901-08-01,3.17
1901-09-01,3.19
1901-10-01,3.19
1901-11-01,3.17
1901-12-01,3.17
1902-01-01,3.17
1902-02-01,3.18
1902-03-01,3.19
1902-04-01,3.15
1902-05-01,3.15
1902-06-01,3.19
1902-07-01,3.21
1902-08-01,3.2
1902-09-01,3.21
1902-10-01,3.21
1902-11-01,3.25
1902-12-01,3.25
1903-01-01,3.26
1903-02-01,3.26
1903-03-01,3.29
1903-04-01,3.3
1903-05-01,3.31
1903-06-01,3.36
1903-07-01,3.4
1903-08-01,3.47
1903-09-01,3.49
1903-10-01,3.49
1903-11-01,3.49
1903-12-01,3.48
1904-01-01,3.48
1904-02-01,3.49
1904-03-01,3.52
1904-04-01,3.51
1904-05-01,3.49
1904-06-01,3.48
1904-07-01,3.42
1904-08-01,3.4
1904-09-01,3.4
1904-10-01,3.39
1904-11-01,3.39
1904-12-01,3.38
1905-01-01,3.38
1905-02-01,3.38
1905-03-01,3.37
1905-04-01,3.37
1905-05-01,3.38
1905-06-01,3.41
1905-07-01,3.41
1905-08-01,3.41
1905-09-01,3.4
1905-10-01,3.41
1905-11-01,3.43
1905-12-01,3.44
1906-01-01,3.44
1906-02-01,3.45
1906-03-01,3.48
1906-04-01,3.47
1906-05-01,3.51
1906-06-01,3.54
1906-07-01,3.57
1906-08-01,3.64
1906-09-01,3.7
1906-10-01,3.69
1906-11-01,3.67
1906-12-01,3.67
1907-01-01,3.68
1907-02-01,3.7
1907-03-01,3.73
1907-04-01,3.72
1907-05-01,3.76
1907-06-01,3.8
1907-07-01,3.8
1907-08-01,3.86
1907-09-01,3.93
1907-10-01,4
1907-11-01,4.11
1907-12-01,4.17
1908-01-01,4.17
1908-02-01,4
1908-03-01,3.97
1908-04-01,3.98
1908-05-01,3.95
1908-06-01,3.9
1908-07-01,3.93
1908-08-01,3.91
1908-09-01,3.89
1908-10-01,3.86
1908-11-01,3.82
1908-12-01,3.79
1909-01-01,3.75
1909-02-01,3.73
1909-03-01,3.72
1909-04-01,3.74
1909-05-01,3.75
1909-06-01,3.77
1909-07-01,3.78
1909-08-01,3.8
1909-09-01,3.79
1909-10-01,3.82
1909-11-01,3.83
1909-12-01,3.85
1910-01-01,3.87
1910-02-01,3.88
1910-03-01,3.91
1910-04-01,3.93
1910-05-01,3.97
1910-06-01,3.99
1910-07-01,4.04
1910-08-01,4.03
1910-09-01,4.02
1910-10-01,4
1910-11-01,3.97
1910-12-01,4.01
1911-01-01,3.99
1911-02-01,3.99
1911-03-01,3.98
1911-04-01,3.97
1911-05-01,3.96
1911-06-01,3.96
1911-07-01,3.97
1911-08-01,3.97
1911-09-01,4
1911-10-01,4
1911-11-01,4.01
1911-12-01,4
1912-01-01,4
1912-02-01,3.99
1912-03-01,4
1912-04-01,4.01
1912-05-01,4.01
1912-06-01,4.02
1912-07-01,4.01
1912-08-01,4.01
1912-09-01,4.03
1912-10-01,4.04
1912-11-01,4.08
1912-12-01,4.09
1913-01-01,4.09
1913-02-01,4.08
1913-03-01,4.12
1913-04-01,4.16
1913-05-01,4.2
1913-06-01,4.25
1913-07-01,4.35
1913-08-01,4.32
1913-09-01,4.36
1913-10-01,4.3
1913-11-01,4.21
1913-12-01,4.23
1914-01-01,4.17
1914-02-01,4.17
1914-03-01,4.11
1914-04-01,4.1
1914-05-01,4.1
1914-06-01,4.09
1914-07-01,4.1
