"Date","EXPINF20YR"
1982-01-01,5.5615722
1982-02-01,5.4474781
1982-03-01,5.0685297
1982-04-01,5.1320199
1982-05-01,5.1464192
1982-06-01,5.0639143
1982-07-01,5.3010887
1982-08-01,5.1277849
1982-09-01,5.1801584
1982-10-01,4.8890682
1982-11-01,4.3649314
1982-12-01,4.4965165
1983-01-01,4.3600709
1983-02-01,4.4965692
1983-03-01,4.3022872
1983-04-01,4.3857869
1983-05-01,4.2129663
1983-06-01,4.3920735
1983-07-01,4.4860238
1983-08-01,4.5961354
1983-09-01,4.6810607
1983-10-01,4.568442
1983-11-01,4.6478275
1983-12-01,4.6660696
1984-01-01,4.635175
1984-02-01,4.6218268
1984-03-01,4.7493397
1984-04-01,4.8416729
1984-05-01,4.9539619
1984-06-01,5.1968871
1984-07-01,5.1858239
1984-08-01,4.9459677
1984-09-01,4.9608705
1984-10-01,4.7474001
1984-11-01,4.6109842
1984-12-01,4.632298
1985-01-01,4.7022319
1985-02-01,4.6514845
1985-03-01,4.8261704
1985-04-01,4.6184968
1985-05-01,4.6008926
1985-06-01,4.2700136
1985-07-01,4.2517069
1985-08-01,4.3837743
1985-09-01,4.3034605
1985-10-01,4.2983367
1985-11-01,4.2034526
1985-12-01,4.0998361
1986-01-01,3.9165018
1986-02-01,3.8932921
1986-03-01,3.5803124
1986-04-01,3.445912
1986-05-01,3.5016523
1986-06-01,3.7496199
1986-07-01,3.5304157
1986-08-01,3.5073643
1986-09-01,3.3391481
1986-10-01,3.5096523
1986-11-01,3.4539885
1986-12-01,3.3693031
1987-01-01,3.4163514
1987-02-01,3.4103431
1987-03-01,3.3075196
1987-04-01,3.4951468
1987-05-01,3.7916354
1987-06-01,3.7164839
1987-07-01,3.7748544
1987-08-01,3.8376858
1987-09-01,3.9151138
1987-10-01,3.990524
1987-11-01,3.9575965
1987-12-01,4.0272066
1988-01-01,4.0113291
1988-02-01,3.678009
1988-03-01,3.6522483
1988-04-01,3.81546
1988-05-01,3.8388491
1988-06-01,3.908842
1988-07-01,3.8529089
1988-08-01,3.8514854
1988-09-01,3.918869
1988-10-01,3.8190293
1988-11-01,3.7841836
1988-12-01,3.8767602
1989-01-01,4.0205062
1989-02-01,3.9373133
1989-03-01,4.0497429
1989-04-01,3.9837534
1989-05-01,3.8293826
1989-06-01,3.7340922
1989-07-01,3.551821
1989-08-01,3.4210816
1989-09-01,3.6135277
1989-10-01,3.6281201
1989-11-01,3.5222291
1989-12-01,3.5166821
1990-01-01,3.6019259
1990-02-01,3.7475121
1990-03-01,3.7483172
1990-04-01,3.741282
1990-05-01,3.8929618
1990-06-01,3.7434298
1990-07-01,3.6661725
1990-08-01,3.633773
1990-09-01,3.8237606
1990-10-01,3.742022
1990-11-01,3.7386808
1990-12-01,3.6346793
1991-01-01,3.6291111
1991-02-01,3.5713715
1991-03-01,3.6947182
1991-04-01,3.6031069
1991-05-01,3.6279974
1991-06-01,3.7028664
1991-07-01,3.7103707
1991-08-01,3.6848804
1991-09-01,3.5521102
1991-10-01,3.4680459
1991-11-01,3.4430307
1991-12-01,3.3927399
1992-01-01,3.2986294
1992-02-01,3.4733956
1992-03-01,3.4908467
1992-04-01,3.5259722
1992-05-01,3.5536934
1992-06-01,3.4743807
1992-07-01,3.367257
1992-08-01,3.2635277
1992-09-01,3.176483
1992-10-01,3.0783636
1992-11-01,3.2895666
1992-12-01,3.3717096
1993-01-01,3.2791188
1993-02-01,3.1640994
1993-03-01,3.0107896
1993-04-01,3.0558953
1993-05-01,3.0142791
