"Date","HQMCB23YR"
1984-01-01,10.75
1984-02-01,11.5
1984-03-01,11.88
1984-04-01,12.03
1984-05-01,12.68
1984-06-01,12.76
1984-07-01,12.73
1984-08-01,12.31
1984-09-01,12.47
1984-10-01,11.54
1984-11-01,11.34
1984-12-01,11.78
1985-01-01,11.53
1985-02-01,11.05
1985-03-01,11.33
1985-04-01,11.11
1985-05-01,10.95
1985-06-01,10.56
1985-07-01,11.11
1985-08-01,11.22
1985-09-01,11.48
1985-10-01,11.3
1985-11-01,10.86
1985-12-01,10.44
1986-01-01,9.76
1986-02-01,9.76
1986-03-01,9.1
1986-04-01,8.77
1986-05-01,9.22
1986-06-01,9.65
1986-07-01,9.54
1986-08-01,9.57
1986-09-01,9.69
1986-10-01,9.82
1986-11-01,9.64
1986-12-01,9.38
1987-01-01,9.14
1987-02-01,9.13
1987-03-01,9.07
1987-04-01,9.78
1987-05-01,10.37
1987-06-01,10.16
1987-07-01,10.12
1987-08-01,10.27
1987-09-01,10.63
1987-10-01,10.7
1987-11-01,10.13
1987-12-01,10.21
1988-01-01,9.77
1988-02-01,9.46
1988-03-01,9.62
1988-04-01,10.05
1988-05-01,10.4
1988-06-01,10.18
1988-07-01,10.29
1988-08-01,10.28
1988-09-01,10.06
1988-10-01,9.88
1988-11-01,9.86
1988-12-01,9.84
1989-01-01,9.83
1989-02-01,9.9
1989-03-01,9.95
1989-04-01,9.78
1989-05-01,9.64
1989-06-01,9.24
1989-07-01,9.13
1989-08-01,9.12
1989-09-01,9.15
1989-10-01,9.05
1989-11-01,8.96
1989-12-01,8.95
1990-01-01,9.11
1990-02-01,9.35
1990-03-01,9.47
1990-04-01,9.61
1990-05-01,9.75
1990-06-01,9.56
1990-07-01,9.6
1990-08-01,10.11
1990-09-01,10.3
1990-10-01,10.35
1990-11-01,10.13
1990-12-01,9.85
1991-01-01,9.81
1991-02-01,9.51
1991-03-01,9.73
1991-04-01,9.56
1991-05-01,9.64
1991-06-01,9.81
1991-07-01,9.78
1991-08-01,9.52
1991-09-01,9.38
1991-10-01,9.5
1991-11-01,9.54
1991-12-01,9.38
1992-01-01,9.28
1992-02-01,9.37
1992-03-01,9.37
1992-04-01,9.32
1992-05-01,9.22
1992-06-01,9.14
1992-07-01,9.06
1992-08-01,8.93
1992-09-01,8.93
1992-10-01,9.2
1992-11-01,9.15
1992-12-01,8.86
1993-01-01,8.78
1993-02-01,8.49
1993-03-01,8.22
1993-04-01,8.31
1993-05-01,8.4
1993-06-01,8.26
1993-07-01,8
1993-08-01,7.65
1993-09-01,7.45
1993-10-01,7.45
1993-11-01,7.72
1993-12-01,7.68
1994-01-01,7.68
1994-02-01,7.8
1994-03-01,8.14
1994-04-01,8.49
1994-05-01,8.53
1994-06-01,8.57
1994-07-01,8.7
1994-08-01,8.63
1994-09-01,8.9
1994-10-01,9.06
1994-11-01,9.1
1994-12-01,8.76
1995-01-01,8.76
1995-02-01,8.63
1995-03-01,8.59
1995-04-01,8.55
1995-05-01,8.13
1995-06-01,7.77
1995-07-01,7.95
1995-08-01,8.09
1995-09-01,7.82
1995-10-01,7.58
1995-11-01,7.45
1995-12-01,7.23
1996-01-01,7.23
1996-02-01,7.53
1996-03-01,7.87
1996-04-01,8.01
1996-05-01,8.08
1996-06-01,8.18
1996-07-01,8.13
1996-08-01,7.92
1996-09-01,8.12
1996-10-01,7.88
1996-11-01,7.56
1996-12-01,7.63
1997-01-01,7.86
1997-02-01,7.73
1997-03-01,7.97
1997-04-01,8.15
1997-05-01,8.04
1997-06-01,7.86
1997-07-01,7.56
1997-08-01,7.61
1997-09-01,7.53
1997-10-01,7.39
1997-11-01,7.22
1997-12-01,7.07
1998-01-01,6.97
1998-02-01,7.05
1998-03-01,7.06
1998-04-01,7.02
1998-05-01,7
1998-06-01,6.78
1998-07-01,6.83
1998-08-01,6.87
1998-09-01,6.95
1998-10-01,7.03
1998-11-01,7.08
1998-12-01,6.83
1999-01-01,6.84
1999-02-01,6.94
1999-03-01,7.12
1999-04-01,7.1
1999-05-01,7.38
1999-06-01,7.67
1999-07-01,7.64
1999-08-01,7.84
1999-09-01,7.91
1999-10-01,8.04
1999-11-01,7.79
1999-12-01,7.94
2000-01-01,8.09
2000-02-01,7.95
2000-03-01,8.02
2000-04-01,8.04
2000-05-01,8.46
2000-06-01,8.09
2000-07-01,7.98
2000-08-01,7.93
2000-09-01,8.12
2000-10-01,8.2
2000-11-01,8.16
2000-12-01,7.99
2001-01-01,7.76
2001-02-01,7.67
2001-03-01,7.62
2001-04-01,7.89
2001-05-01,7.81
2001-06-01,7.64
2001-07-01,7.6
2001-08-01,7.48
2001-09-01,7.85
2001-10-01,7.54
2001-11-01,7.19
2001-12-01,7.26
2002-01-01,7.1
2002-02-01,7.02
2002-03-01,7.3
2002-04-01,7.33
2002-05-01,7.36
2002-06-01,7.26
2002-07-01,7.42
2002-08-01,7.32
2002-09-01,6.93
2002-10-01,7.21
2002-11-01,7
2002-12-01,6.81
2003-01-01,6.79
2003-02-01,6.59
2003-03-01,6.59
2003-04-01,6.55
2003-05-01,6.07
2003-06-01,5.93
2003-07-01,6.51
2003-08-01,6.95
2003-09-01,6.71
2003-10-01,6.68
2003-11-01,6.57
2003-12-01,6.53
2004-01-01,6.42
2004-02-01,6.4
2004-03-01,6.22
2004-04-01,6.59
2004-05-01,6.87
2004-06-01,6.8
2004-07-01,6.63
2004-08-01,6.49
2004-09-01,6.3
2004-10-01,6.25
2004-11-01,6.19
2004-12-01,6.1
2005-01-01,5.94
2005-02-01,5.72
2005-03-01,5.95
2005-04-01,5.91
2005-05-01,5.81
2005-06-01,5.59
2005-07-01,5.69
2005-08-01,5.71
2005-09-01,5.78
2005-10-01,6.01
2005-11-01,6.09
2005-12-01,6
2006-01-01,5.92
2006-02-01,5.93
2006-03-01,6.13
2006-04-01,6.47
2006-05-01,6.6
2006-06-01,6.6
2006-07-01,6.57
2006-08-01,6.39
2006-09-01,6.22
2006-10-01,6.19
2006-11-01,5.95
2006-12-01,5.94
2007-01-01,6.09
2007-02-01,6.04
2007-03-01,6.05
2007-04-01,6.19
2007-05-01,6.19
2007-06-01,6.49
2007-07-01,6.5
2007-08-01,6.53
2007-09-01,6.44
2007-10-01,6.3
2007-11-01,6.36
2007-12-01,6.54
2008-01-01,6.55
2008-02-01,6.83
2008-03-01,6.88
2008-04-01,6.81
2008-05-01,6.74
2008-06-01,6.94
2008-07-01,7.07
2008-08-01,6.99
2008-09-01,7.15
2008-10-01,7.89
2008-11-01,7.88
2008-12-01,6.76
2009-01-01,6.64
2009-02-01,7.15
2009-03-01,7.74
2009-04-01,7.11
2009-05-01,7.01
2009-06-01,6.7
2009-07-01,6.56
2009-08-01,6.27
2009-09-01,6.06
2009-10-01,6.03
2009-11-01,6.18
2009-12-01,6.32
2010-01-01,6.32
2010-02-01,6.47
2010-03-01,6.38
2010-04-01,6.29
2010-05-01,6.07
2010-06-01,6.06
2010-07-01,5.87
2010-08-01,5.64
2010-09-01,5.7
2010-10-01,5.83
2010-11-01,6.08
2010-12-01,6.17
2011-01-01,6.13
2011-02-01,6.24
2011-03-01,6.15
2011-04-01,6.13
2011-05-01,5.91
2011-06-01,5.98
2011-07-01,5.95
2011-08-01,5.61
2011-09-01,5.41
2011-10-01,5.27
2011-11-01,5.11
2011-12-01,5.08
2012-01-01,5.03
2012-02-01,4.97
2012-03-01,5.07
2012-04-01,5.03
2012-05-01,4.88
2012-06-01,4.74
2012-07-01,4.39
2012-08-01,4.44
2012-09-01,4.54
2012-10-01,4.43
2012-11-01,4.4
2012-12-01,4.54
2013-01-01,4.68
2013-02-01,4.8
2013-03-01,4.85
2013-04-01,4.63
2013-05-01,4.77
2013-06-01,5.2
2013-07-01,5.28
2013-08-01,5.42
2013-09-01,5.46
2013-10-01,5.34
2013-11-01,5.46
2013-12-01,5.43
2014-01-01,5.23
2014-02-01,5.15
2014-03-01,5.07
2014-04-01,4.92
2014-05-01,4.79
2014-06-01,4.84
2014-07-01,4.76
2014-08-01,4.68
2014-09-01,4.78
2014-10-01,4.61
2014-11-01,4.68
2014-12-01,4.52
2015-01-01,4.17
2015-02-01,4.24
2015-03-01,4.28
2015-04-01,4.26
2015-05-01,4.72
2015-06-01,4.95
2015-07-01,4.91
2015-08-01,4.77
2015-09-01,4.87
2015-10-01,4.82
2015-11-01,4.93
2015-12-01,4.85
2016-01-01,4.85
2016-02-01,4.83
2016-03-01,4.66
2016-04-01,4.44
2016-05-01,4.4
2016-06-01,4.25
2016-07-01,3.98
2016-08-01,4
2016-09-01,4.1
2016-10-01,4.19
2016-11-01,4.52
2016-12-01,4.65
2017-01-01,4.5
2017-02-01,4.52
2017-03-01,4.57
2017-04-01,4.45
2017-05-01,4.43
2017-06-01,4.21
2017-07-01,4.22
2017-08-01,4.17
2017-09-01,4.17
2017-10-01,4.13
2017-11-01,4.08
2017-12-01,3.98
2018-01-01,4.04
2018-02-01,4.27
2018-03-01,4.32
2018-04-01,4.34
2018-05-01,4.5
2018-06-01,4.52
2018-07-01,4.45
2018-08-01,4.43
2018-09-01,4.53
2018-10-01,4.68
2018-11-01,4.8
2018-12-01,4.63
2019-01-01,4.57
2019-02-01,4.42
2019-03-01,4.38
2019-04-01,4.27
2019-05-01,4.21
2019-06-01,4.02
2019-07-01,3.87
2019-08-01,3.47
2019-09-01,3.53
2019-10-01,3.53
2019-11-01,3.56
2019-12-01,3.49
2020-01-01,3.4
2020-02-01,3.2
2020-03-01,3.57
2020-04-01,3.24
2020-05-01,3.37
2020-06-01,3.22
2020-07-01,2.87
2020-08-01,2.89
2020-09-01,3.01
2020-10-01,3.11
2020-11-01,2.96
2020-12-01,2.88
2021-01-01,3.03
2021-02-01,3.27
2021-03-01,3.56
2021-04-01,3.39
2021-05-01,3.44
2021-06-01,3.25
2021-07-01,3.02
2021-08-01,3.03
2021-09-01,3.01
2021-10-01,3.14
2021-11-01,3.06
2021-12-01,3.07
2022-01-01,3.35
2022-02-01,3.69
2022-03-01,3.97
2022-04-01,4.29
2022-05-01,4.76
2022-06-01,4.88
2022-07-01,4.81
2022-08-01,4.75
2022-09-01,5.24
2022-10-01,5.83
2022-11-01,5.57
2022-12-01,5.04
2023-01-01,4.97
2023-02-01,5.08
2023-03-01,5.22
2023-04-01,5.12
2023-05-01,5.33
2023-06-01,5.24
2023-07-01,5.22
2023-08-01,5.52
2023-09-01,5.66
2023-10-01,6.22
2023-11-01,5.85
