"Date","HQMCB47Y6M"
1984-01-01,9.14
1984-02-01,10.64
1984-03-01,11.03
1984-04-01,11.31
1984-05-01,12.31
1984-06-01,12.55
1984-07-01,12.42
1984-08-01,11.92
1984-09-01,12.36
1984-10-01,10.38
1984-11-01,10.25
1984-12-01,11.22
1985-01-01,10.88
1985-02-01,9.86
1985-03-01,10.12
1985-04-01,9.99
1985-05-01,9.94
1985-06-01,9.52
1985-07-01,10.61
1985-08-01,10.98
1985-09-01,11.51
1985-10-01,11.4
1985-11-01,10.92
1985-12-01,10.31
1986-01-01,9.42
1986-02-01,9.55
1986-03-01,8.61
1986-04-01,8.31
1986-05-01,9.26
1986-06-01,9.98
1986-07-01,9.57
1986-08-01,9.78
1986-09-01,9.96
1986-10-01,10.06
1986-11-01,9.78
1986-12-01,9.5
1987-01-01,9.46
1987-02-01,9.4
1987-03-01,9.4
1987-04-01,10.23
1987-05-01,10.96
1987-06-01,10.47
1987-07-01,10.22
1987-08-01,10.28
1987-09-01,10.5
1987-10-01,10.5
1987-11-01,9.9
1987-12-01,10.02
1988-01-01,9.46
1988-02-01,9.29
1988-03-01,9.56
1988-04-01,10.17
1988-05-01,10.56
1988-06-01,10.22
1988-07-01,10.39
1988-08-01,10.28
1988-09-01,10.05
1988-10-01,9.9
1988-11-01,9.84
1988-12-01,9.79
1989-01-01,9.84
1989-02-01,9.94
1989-03-01,9.91
1989-04-01,9.72
1989-05-01,9.62
1989-06-01,9.25
1989-07-01,9.28
1989-08-01,9.26
1989-09-01,9.24
1989-10-01,9.14
1989-11-01,9.02
1989-12-01,8.96
1990-01-01,9.04
1990-02-01,9.28
1990-03-01,9.5
1990-04-01,9.62
1990-05-01,9.88
1990-06-01,9.7
1990-07-01,9.76
1990-08-01,10.47
1990-09-01,10.68
1990-10-01,10.77
1990-11-01,10.45
1990-12-01,10.1
1991-01-01,10.05
1991-02-01,9.68
1991-03-01,9.97
1991-04-01,9.78
1991-05-01,9.94
1991-06-01,10.19
1991-07-01,10.13
1991-08-01,9.83
1991-09-01,9.71
1991-10-01,9.96
1991-11-01,10.04
1991-12-01,10.09
1992-01-01,10.06
1992-02-01,10
1992-03-01,9.93
1992-04-01,9.87
1992-05-01,9.72
1992-06-01,9.69
1992-07-01,9.77
1992-08-01,9.73
1992-09-01,9.84
1992-10-01,10.21
1992-11-01,9.96
1992-12-01,9.51
1993-01-01,9.47
1993-02-01,9.21
1993-03-01,8.92
1993-04-01,9.1
1993-05-01,9.25
1993-06-01,9.06
1993-07-01,8.75
1993-08-01,8.22
1993-09-01,8.13
1993-10-01,8.15
1993-11-01,8.36
1993-12-01,8.28
1994-01-01,8.3
1994-02-01,8.35
1994-03-01,8.57
1994-04-01,8.82
1994-05-01,8.76
1994-06-01,8.88
1994-07-01,8.98
1994-08-01,8.92
1994-09-01,9.23
1994-10-01,9.3
1994-11-01,9.29
1994-12-01,8.85
1995-01-01,8.89
1995-02-01,8.87
1995-03-01,8.96
1995-04-01,8.98
1995-05-01,8.55
1995-06-01,8.24
1995-07-01,8.46
1995-08-01,8.56
1995-09-01,8.33
1995-10-01,8.04
1995-11-01,7.87
1995-12-01,7.67
1996-01-01,7.67
1996-02-01,8.03
1996-03-01,8.34
1996-04-01,8.46
1996-05-01,8.4
1996-06-01,8.46
1996-07-01,8.39
1996-08-01,8.21
1996-09-01,8.41
1996-10-01,8.21
1996-11-01,7.92
1996-12-01,7.97
1997-01-01,8.16
1997-02-01,8.06
1997-03-01,8.3
1997-04-01,8.49
1997-05-01,8.4
1997-06-01,8.27
1997-07-01,7.96
1997-08-01,7.98
1997-09-01,7.93
1997-10-01,7.79
1997-11-01,7.58
1997-12-01,7.38
1998-01-01,7.34
1998-02-01,7.41
1998-03-01,7.39
1998-04-01,7.33
1998-05-01,7.29
1998-06-01,7.05
1998-07-01,7.12
1998-08-01,7.16
1998-09-01,7.45
1998-10-01,7.66
1998-11-01,7.6
1998-12-01,7.35
1999-01-01,7.34
1999-02-01,7.34
1999-03-01,7.5
1999-04-01,7.5
1999-05-01,7.67
1999-06-01,7.87
1999-07-01,7.87
1999-08-01,8.07
1999-09-01,8.24
