"Date","HQMCB37YR"
1984-01-01,9.55
1984-02-01,10.86
1984-03-01,11.25
1984-04-01,11.5
1984-05-01,12.41
1984-06-01,12.61
1984-07-01,12.5
1984-08-01,12.02
1984-09-01,12.39
1984-10-01,10.67
1984-11-01,10.53
1984-12-01,11.37
1985-01-01,11.05
1985-02-01,10.16
1985-03-01,10.43
1985-04-01,10.28
1985-05-01,10.19
1985-06-01,9.79
1985-07-01,10.74
1985-08-01,11.04
1985-09-01,11.5
1985-10-01,11.37
1985-11-01,10.91
1985-12-01,10.34
1986-01-01,9.51
1986-02-01,9.61
1986-03-01,8.74
1986-04-01,8.42
1986-05-01,9.25
1986-06-01,9.9
1986-07-01,9.56
1986-08-01,9.73
1986-09-01,9.89
1986-10-01,10
1986-11-01,9.74
1986-12-01,9.47
1987-01-01,9.37
1987-02-01,9.33
1987-03-01,9.31
1987-04-01,10.12
1987-05-01,10.81
1987-06-01,10.39
1987-07-01,10.19
1987-08-01,10.27
1987-09-01,10.53
1987-10-01,10.55
1987-11-01,9.95
1987-12-01,10.07
1988-01-01,9.54
1988-02-01,9.33
1988-03-01,9.57
1988-04-01,10.14
1988-05-01,10.52
1988-06-01,10.21
1988-07-01,10.37
1988-08-01,10.28
1988-09-01,10.05
1988-10-01,9.89
1988-11-01,9.84
1988-12-01,9.8
1989-01-01,9.84
1989-02-01,9.93
1989-03-01,9.92
1989-04-01,9.74
1989-05-01,9.63
1989-06-01,9.25
1989-07-01,9.24
1989-08-01,9.23
1989-09-01,9.22
1989-10-01,9.11
1989-11-01,9.01
1989-12-01,8.95
1990-01-01,9.05
1990-02-01,9.3
1990-03-01,9.49
1990-04-01,9.62
1990-05-01,9.85
1990-06-01,9.67
1990-07-01,9.72
1990-08-01,10.38
1990-09-01,10.58
1990-10-01,10.66
1990-11-01,10.37
1990-12-01,10.03
1991-01-01,9.99
1991-02-01,9.64
1991-03-01,9.91
1991-04-01,9.72
1991-05-01,9.86
1991-06-01,10.09
1991-07-01,10.04
1991-08-01,9.75
1991-09-01,9.62
1991-10-01,9.84
1991-11-01,9.91
1991-12-01,9.91
1992-01-01,9.85
1992-02-01,9.84
1992-03-01,9.78
1992-04-01,9.73
1992-05-01,9.59
1992-06-01,9.55
1992-07-01,9.58
1992-08-01,9.53
1992-09-01,9.6
1992-10-01,9.95
1992-11-01,9.75
1992-12-01,9.34
1993-01-01,9.29
1993-02-01,9.02
1993-03-01,8.74
1993-04-01,8.89
1993-05-01,9.03
1993-06-01,8.86
1993-07-01,8.56
1993-08-01,8.07
1993-09-01,7.95
1993-10-01,7.97
1993-11-01,8.19
1993-12-01,8.12
1994-01-01,8.14
1994-02-01,8.21
1994-03-01,8.46
1994-04-01,8.73
1994-05-01,8.7
1994-06-01,8.8
1994-07-01,8.91
1994-08-01,8.84
1994-09-01,9.14
1994-10-01,9.24
1994-11-01,9.24
1994-12-01,8.82
1995-01-01,8.86
