"Date","M1319BUSM156NNBR"
1857-01-01,98.9
1857-02-01,98.2
1857-03-01,98.3
1857-04-01,98.7
1857-05-01,99.8
1857-06-01,102.1
1857-07-01,102.7
1857-08-01,103.8
1857-09-01,114.6
1857-10-01,123
1857-11-01,114.8
1857-12-01,110.4
1858-01-01,107.7
1858-02-01,102.5
1858-03-01,99.3
1858-04-01,99
1858-05-01,98.2
1858-06-01,97.9
1858-07-01,97.4
1858-08-01,97.6
1858-09-01,96.7
1858-10-01,94.4
1858-11-01,93.5
1858-12-01,93.4
1859-01-01,93.6
1859-02-01,93.7
1859-03-01,94
1859-04-01,93.8
1859-05-01,95.9
1859-06-01,98.7
1859-07-01,98.8
1859-08-01,98.5
1859-09-01,96.8
1859-10-01,97.7
1859-11-01,98.5
1859-12-01,98.5
1860-01-01,98.8
1860-02-01,98.4
1860-03-01,98
1860-04-01,97.2
1860-05-01,95.9
1860-06-01,94.6
1860-07-01,94.3
1860-08-01,94.5
1860-09-01,95.2
1860-10-01,96.4
1860-11-01,101.7
1860-12-01,106.8
1861-01-01,103.6
1861-02-01,103.2
1861-03-01,102.9
1861-04-01,104.5
1861-05-01,110.9
1861-06-01,110.8
1861-07-01,108.7
1861-08-01,109.8
1861-09-01,112.4
1861-10-01,114.2
1861-11-01,114.3
1861-12-01,115
1862-01-01,110.3
1862-02-01,106.8
1862-03-01,108.5
1862-04-01,108.5
1862-05-01,103.6
1862-06-01,101.6
1862-07-01,103.1
1862-08-01,101.6
1862-09-01,98.9
1862-10-01,95.6
1862-11-01,94
1862-12-01,95.3
1863-01-01,88
1863-02-01,85.5
1863-03-01,87.2
1863-04-01,91.5
1863-05-01,92
1863-06-01,93.2
1863-07-01,94.3
1863-08-01,95
1863-09-01,95
1863-10-01,94.3
1863-11-01,96.3
1863-12-01,98.1
1864-01-01,99.5
1864-02-01,98.7
1864-03-01,95.4
1864-04-01,91.6
1864-05-01,91.1
1864-06-01,89.2
1864-07-01,83.6
1864-08-01,83.5
1864-09-01,89.3
1864-10-01,96
1864-11-01,94.6
1864-12-01,96.9
1865-01-01,100.1
1865-02-01,102.4
1865-03-01,107.2
1865-04-01,108.2
1865-05-01,107.1
1865-06-01,110.9
1865-07-01,108.2
1865-08-01,108
1865-09-01,108
1865-10-01,108.6
1865-11-01,109.6
1865-12-01,109.7
1866-01-01,110.3
1866-02-01,110.2
1866-03-01,110.7
1866-04-01,109.1
1866-05-01,106.4
1866-06-01,105.2
1866-07-01,103.1
1866-08-01,101.6
1866-09-01,100.5
1866-10-01,99.6
1866-11-01,98.6
1866-12-01,99.7
1867-01-01,99.8
1867-02-01,99.8
1867-03-01,99.6
1867-04-01,100
1867-05-01,100
1867-06-01,99.7
1867-07-01,97.6
1867-08-01,97.2
1867-09-01,97.3
1867-10-01,98.3
1867-11-01,99.1
1867-12-01,99.4
1868-01-01,97.8
1868-02-01,96.6
1868-03-01,96.2
1868-04-01,96.7
1868-05-01,96
1868-06-01,95.7
1868-07-01,95.5
1868-08-01,95.8
1868-09-01,96.8
1868-10-01,97.9
1868-11-01,99
1868-12-01,100
1869-01-01,100.1
1869-02-01,100.3
1869-03-01,101
1869-04-01,101.5
1869-05-01,100.1
1869-06-01,100
1869-07-01,101.1
1869-08-01,100.9
1869-09-01,102.1
1869-10-01,103.5
1869-11-01,104.1
1869-12-01,104.8
1870-01-01,103.8
1870-02-01,100.6
1870-03-01,99.4
1870-04-01,99.9
1870-05-01,99.1
1870-06-01,98.4
1870-07-01,98.3
1870-08-01,99.5
1870-09-01,99.9
1870-10-01,100.2
1870-11-01,100.5
1870-12-01,101.1
1871-01-01,100.4
1871-02-01,99.9
1871-03-01,99.7
1871-04-01,99.5
1871-05-01,98.9
1871-06-01,98.9
1871-07-01,98.9
1871-08-01,98.5
1871-09-01,98.2
1871-10-01,100.2
1871-11-01,101
1871-12-01,100.3
1872-01-01,97.5
1872-02-01,97
1872-03-01,98.4
1872-04-01,98.3
1872-05-01,98.4
1872-06-01,97.9
1872-07-01,96.8
1872-08-01,97.9
1872-09-01,99
1872-10-01,99.8
1872-11-01,100.6
1872-12-01,100.9
1873-01-01,100
1873-02-01,99.8
1873-03-01,100.2
1873-04-01,100.8
1873-05-01,100.6
1873-06-01,100.2
1873-07-01,99.6
1873-08-01,99.9
1873-09-01,102
1873-10-01,107.7
1873-11-01,108.2
1873-12-01,105.4
1874-01-01,102.1
1874-02-01,100.8
1874-03-01,101
1874-04-01,101
1874-05-01,102.1
1874-06-01,101.6
1874-07-01,101.9
1874-08-01,102.1
1874-09-01,101.9
1874-10-01,101.2
1874-11-01,100.1
1874-12-01,100.2
1875-01-01,99.4
1875-02-01,99.1
1875-03-01,99.1
1875-04-01,98.2
1875-05-01,97.9
1875-06-01,98.7
1875-07-01,98.1
1875-08-01,98.2
1875-09-01,97.8
1875-10-01,98.8
1875-11-01,98.4
1875-12-01,97.7
1876-01-01,97
1876-02-01,96.2
1876-03-01,95.9
1876-04-01,96.7
1876-05-01,97.5
1876-06-01,97.3
1876-07-01,96.5
1876-08-01,96.2
1876-09-01,98
1876-10-01,98.4
1876-11-01,98.5
1876-12-01,98.7
1877-01-01,98.4
1877-02-01,99.4
1877-03-01,101
1877-04-01,101.6
