"Date","CRTINDEXTIER0"
2015-06-01,100
2015-07-01,99.6428539584216
2015-08-01,99.7191564079563
2015-09-01,99.8889001443475
2015-10-01,100.130718253145
2015-11-01,99.5623772239171
2015-12-01,95.9177027385624
2016-01-01,93.9780858957726
2016-02-01,90.0949139261046
2016-03-01,91.3896464205806
2016-04-01,97.3599465840496
2016-05-01,98.3540253376349
2016-06-01,98.6052577924376
2016-07-01,102.601586597276
2016-08-01,106.039465502121
2016-09-01,112.27982344513
2016-10-01,113.645894143772
2016-11-01,114.66975762311
2016-12-01,117.894712019012
2017-01-01,122.731784789195
2017-02-01,124.065538238042
2017-03-01,127.528448881553
2017-04-01,129.675601734238
2017-05-01,131.164314584547
2017-06-01,136.448896143404
2017-07-01,139.758141699554
2017-08-01,135.050084399241
2017-09-01,136.387901732403
2017-10-01,145.858438462052
2017-11-01,146.998936665882
2017-12-01,152.963955765002
2018-01-01,157.132463014233
2018-02-01,157.077575889216
2018-03-01,156.425035987331
2018-04-01,156.522250446171
2018-05-01,155.473970434686
2018-06-01,156.654537231069
2018-07-01,157.973338383837
2018-08-01,160.10849981625
2018-09-01,161.816094729495
2018-10-01,163.264553329476
2018-11-01,163.954314155853
2018-12-01,160.620056869679
2019-01-01,163.553111625296
2019-02-01,165.41960616757
2019-03-01,166.68593895629
2019-04-01,171.398594741971
2019-05-01,174.845835617197
2019-06-01,177.044175395309
2019-07-01,181.325115932617
2019-08-01,184.119721130203
2019-09-01,185.38530624683
2019-10-01,188.019904558399
2019-11-01,189.976796847947
2019-12-01,193.397555517767
2020-01-01,199.751786143124
2020-02-01,200.07029052352
2020-03-01,93.8241818765229
2020-04-01,93.6416069516592
2020-05-01,109.251037193509
2020-06-01,149.778318476411
2020-07-01,148.188882932445
2020-08-01,148.990350429068
2020-09-01,157.092747778682
2020-10-01,162.484430729804
2020-11-01,174.763694231009
2020-12-01,193.027331731858
2021-01-01,197.450668070736
2021-02-01,198.467055809336
2021-03-01,197.18191371155
2021-04-01,202.061280837978
2021-05-01,204.037441590111
2021-06-01,208.012166644477
2021-07-01,209.474886069729
2021-08-01,210.081186851655
2021-09-01,212.200717621628
2021-10-01,212.249351496276
2021-11-01,212.484631031755
2021-12-01,213.796693513209
2022-01-01,213.251594744696
2022-02-01,209.492372639655
2022-03-01,205.862745061773
2022-04-01,210.093315257536
2022-05-01,202.808252791479
2022-06-01,201.951353492478
2022-07-01,207.793397847754
2022-08-01,213.750224935362
2022-09-01,208.872767906017
2022-10-01,208.179363758967
2022-11-01,209.613403625533
2022-12-01,214.626376432778
2023-01-01,223.988505666848
2023-02-01,231.530271326512
2023-03-01,231.022917317668
2023-04-01,236.371477392871
2023-05-01,243.602075478863
2023-06-01,248.975464992202
2023-07-01,259.221722321154
2023-08-01,261.370269692502
2023-09-01,266.386803713362
2023-10-01,268.440545588157
2023-11-01,272.093524566915
