"Date","HQMCB15Y6M"
1984-01-01,12.21
1984-02-01,12.28
1984-03-01,12.65
1984-04-01,12.68
1984-05-01,13.03
1984-06-01,12.97
1984-07-01,13.03
1984-08-01,12.68
1984-09-01,12.58
1984-10-01,12.59
1984-11-01,12.32
1984-12-01,12.29
1985-01-01,12.12
1985-02-01,12.11
1985-03-01,12.43
1985-04-01,12.13
1985-05-01,11.85
1985-06-01,11.49
1985-07-01,11.55
1985-08-01,11.43
1985-09-01,11.46
1985-10-01,11.23
1985-11-01,10.81
1985-12-01,10.57
1986-01-01,10.08
1986-02-01,9.95
1986-03-01,9.54
1986-04-01,9.19
1986-05-01,9.19
1986-06-01,9.36
1986-07-01,9.5
1986-08-01,9.38
1986-09-01,9.45
1986-10-01,9.6
1986-11-01,9.5
1986-12-01,9.25
1987-01-01,8.84
1987-02-01,8.87
1987-03-01,8.77
1987-04-01,9.37
1987-05-01,9.83
1987-06-01,9.86
1987-07-01,10.01
1987-08-01,10.25
1987-09-01,10.73
1987-10-01,10.87
1987-11-01,10.33
1987-12-01,10.36
1988-01-01,10.05
1988-02-01,9.61
1988-03-01,9.67
1988-04-01,9.94
1988-05-01,10.26
1988-06-01,10.13
1988-07-01,10.2
1988-08-01,10.28
1988-09-01,10.06
1988-10-01,9.86
1988-11-01,9.87
1988-12-01,9.89
1989-01-01,9.82
1989-02-01,9.86
1989-03-01,9.99
1989-04-01,9.83
1989-05-01,9.66
1989-06-01,9.23
1989-07-01,9.01
1989-08-01,9
1989-09-01,9.07
1989-10-01,8.97
1989-11-01,8.9
1989-12-01,8.95
1990-01-01,9.18
1990-02-01,9.41
1990-03-01,9.45
1990-04-01,9.59
1990-05-01,9.63
1990-06-01,9.44
1990-07-01,9.45
1990-08-01,9.79
1990-09-01,9.95
1990-10-01,9.97
1990-11-01,9.85
1990-12-01,9.62
1991-01-01,9.59
1991-02-01,9.37
1991-03-01,9.51
1991-04-01,9.35
1991-05-01,9.36
1991-06-01,9.48
1991-07-01,9.47
1991-08-01,9.24
1991-09-01,9.09
1991-10-01,9.09
1991-11-01,9.08
1991-12-01,8.75
1992-01-01,8.57
1992-02-01,8.8
1992-03-01,8.87
1992-04-01,8.82
1992-05-01,8.76
1992-06-01,8.64
1992-07-01,8.42
1992-08-01,8.21
1992-09-01,8.11
1992-10-01,8.28
1992-11-01,8.42
1992-12-01,8.27
1993-01-01,8.15
1993-02-01,7.83
1993-03-01,7.58
1993-04-01,7.59
1993-05-01,7.64
1993-06-01,7.54
1993-07-01,7.33
1993-08-01,7.12
1993-09-01,6.84
1993-10-01,6.81
1993-11-01,7.13
1993-12-01,7.13
1994-01-01,7.12
1994-02-01,7.3
1994-03-01,7.75
1994-04-01,8.18
1994-05-01,8.32
1994-06-01,8.28
1994-07-01,8.44
1994-08-01,8.36
1994-09-01,8.6
1994-10-01,8.83
1994-11-01,8.93
1994-12-01,8.69
1995-01-01,8.64
1995-02-01,8.41
1995-03-01,8.25
1995-04-01,8.16
1995-05-01,7.74
1995-06-01,7.35
1995-07-01,7.48
1995-08-01,7.66
1995-09-01,7.36
