"Date","EXPINF13YR"
1982-01-01,5.9960508
1982-02-01,5.8745499
1982-03-01,5.4523049
1982-04-01,5.5195279
1982-05-01,5.5160834
1982-06-01,5.4272412
1982-07-01,5.71307
1982-08-01,5.5090461
1982-09-01,5.556019
1982-10-01,5.2016534
1982-11-01,4.6041085
1982-12-01,4.7484644
1983-01-01,4.6015083
1983-02-01,4.7477564
1983-03-01,4.5165506
1983-04-01,4.6258388
1983-05-01,4.4317786
1983-06-01,4.6209076
1983-07-01,4.7454362
1983-08-01,4.880218
1983-09-01,4.9716299
1983-10-01,4.8433514
1983-11-01,4.9342012
1983-12-01,4.954155
1984-01-01,4.9245784
1984-02-01,4.9024983
1984-03-01,5.0418259
1984-04-01,5.1619717
1984-05-01,5.2894592
1984-06-01,5.5662668
1984-07-01,5.5602779
1984-08-01,5.2755117
1984-09-01,5.2909791
1984-10-01,5.0609772
1984-11-01,4.8874982
1984-12-01,4.9083021
1985-01-01,4.9864706
1985-02-01,4.9227996
1985-03-01,5.1281853
1985-04-01,4.8935384
1985-05-01,4.8663189
1985-06-01,4.4894536
1985-07-01,4.4650416
1985-08-01,4.6135251
1985-09-01,4.5240436
1985-10-01,4.5169265
1985-11-01,4.4070466
1985-12-01,4.2839845
1986-01-01,4.0707453
1986-02-01,4.0477391
1986-03-01,3.6865196
1986-04-01,3.5218983
1986-05-01,3.5794046
1986-06-01,3.874139
1986-07-01,3.6265861
1986-08-01,3.5947275
1986-09-01,3.4047293
1986-10-01,3.5969638
1986-11-01,3.5272964
1986-12-01,3.4431882
1987-01-01,3.4909316
1987-02-01,3.486481
1987-03-01,3.3624322
1987-04-01,3.5843496
1987-05-01,3.9238134
1987-06-01,3.8448027
1987-07-01,3.9076906
1987-08-01,3.9839022
1987-09-01,4.0749812
1987-10-01,4.1674284
1987-11-01,4.1112302
1987-12-01,4.1913382
1988-01-01,4.163487
1988-02-01,3.7950392
1988-03-01,3.7629123
1988-04-01,3.9562006
1988-05-01,3.9866442
1988-06-01,4.0617111
1988-07-01,4.0057891
1988-08-01,4.0092985
1988-09-01,4.0872926
1988-10-01,3.9728586
1988-11-01,3.9294867
1988-12-01,4.0409004
1989-01-01,4.2020952
1989-02-01,4.1074596
1989-03-01,4.2381754
1989-04-01,4.170756
1989-05-01,4.0030515
1989-06-01,3.8817361
1989-07-01,3.6732612
1989-08-01,3.520338
1989-09-01,3.7348235
1989-10-01,3.7570287
1989-11-01,3.6301874
1989-12-01,3.6150607
1990-01-01,3.7250918
1990-02-01,3.8950476
1990-03-01,3.8881903
1990-04-01,3.8843565
1990-05-01,4.0566553
1990-06-01,3.8840021
1990-07-01,3.7966399
1990-08-01,3.7599186
1990-09-01,3.9871632
1990-10-01,3.902056
1990-11-01,3.8939667
1990-12-01,3.7756314
1991-01-01,3.7469358
1991-02-01,3.6762041
1991-03-01,3.8145988
1991-04-01,3.713335
1991-05-01,3.735575
1991-06-01,3.8177149
1991-07-01,3.8343566
1991-08-01,3.8027783
1991-09-01,3.6480526
1991-10-01,3.5519537
1991-11-01,3.5200428
1991-12-01,3.4638189
1992-01-01,3.3492382
1992-02-01,3.547663
1992-03-01,3.5745161
1992-04-01,3.6093796
1992-05-01,3.6394543
1992-06-01,3.5541365
1992-07-01,3.42569
1992-08-01,3.3035208
1992-09-01,3.2024232
1992-10-01,3.0895121
1992-11-01,3.3316762
1992-12-01,3.4230121
1993-01-01,3.3190469
1993-02-01,3.1853024
1993-03-01,3.0140741
1993-04-01,3.0630678
1993-05-01,3.013226
1993-06-01,3.0045151
1993-07-01,2.9541368
1993-08-01,2.9989424
1993-09-01,2.8615581
1993-10-01,2.8604583
1993-11-01,2.9228369
1993-12-01,2.9917964
1994-01-01,3.0261793
1994-02-01,2.9764007
1994-03-01,3.1894761
