"Date","M1333AUSM156NNBR"
1942-10-01,2.05
1942-11-01,2.06
1942-12-01,2.09
1943-01-01,2.06
1943-02-01,2.06
1943-03-01,2.08
1943-04-01,2.02
1943-05-01,1.92
1943-06-01,1.85
1943-07-01,1.82
1943-08-01,1.83
1943-09-01,1.8
1943-10-01,1.81
1943-11-01,1.85
1943-12-01,1.86
1944-01-01,1.86
1944-02-01,1.84
