"Date","M1347BUSM156NNBR"
1959-01-01,4.58
1959-02-01,4.6
1959-03-01,4.53
1959-04-01,4.6
1959-05-01,4.92
1959-06-01,5
1959-07-01,4.95
1959-08-01,4.9
1959-09-01,5.28
1959-10-01,5.37
1959-11-01,5.14
1959-12-01,5.27
1960-01-01,5.34
1960-02-01,5.24
1960-03-01,4.98
1960-04-01,4.97
1960-05-01,4.95
1960-06-01,4.91
1960-07-01,4.79
1960-08-01,4.65
1960-09-01,4.64
1960-10-01,4.75
1960-11-01,4.82
1960-12-01,4.94
1961-01-01,4.63
1961-02-01,4.43
1961-03-01,4.37
1961-04-01,4.57
1961-05-01,4.67
1961-06-01,4.82
1961-07-01,4.81
1961-08-01,4.79
1961-09-01,4.72
1961-10-01,4.6
1961-11-01,4.52
1961-12-01,4.58
1962-01-01,4.56
1962-02-01,4.53
1962-03-01,4.41
1962-04-01,4.37
1962-05-01,4.32
1962-06-01,4.3
1962-07-01,4.41
1962-08-01,4.39
1962-09-01,4.28
1962-10-01,4.26
1962-11-01,4.23
1962-12-01,4.28
1963-01-01,4.22
1963-02-01,4.25
1963-03-01,4.28
1963-04-01,4.35
1963-05-01,4.36
1963-06-01,4.32
1963-07-01,4.34
1963-08-01,4.34
1963-09-01,4.4
1963-10-01,4.37
1963-11-01,4.42
1963-12-01,4.49
1964-01-01,4.5
1964-02-01,4.39
1964-03-01,4.45
1964-04-01,4.48
1964-05-01,4.48
1964-06-01,4.5
1964-07-01,4.44
1964-08-01,4.44
1964-09-01,4.49
1964-10-01,4.49
1964-11-01,4.48
1964-12-01,4.49
1965-01-01,4.45
1965-02-01,4.45
1965-03-01,4.49
1965-04-01,4.48
1965-05-01,4.52
1965-06-01,4.57
1965-07-01,4.57
1965-08-01,4.66
1965-09-01,4.71
1965-10-01,4.7
1965-11-01,4.75
1965-12-01,4.92
1966-01-01,4.93
1966-02-01,5.09
1966-03-01,5.33
1966-04-01,5.38
1966-05-01,5.55
1966-06-01,5.67
1966-07-01,5.81
1966-08-01,6.04
1966-09-01,6.14
1966-10-01,6.04
1966-11-01,6.11
1966-12-01,5.98
1967-01-01,5.53
1967-02-01,5.35
1967-03-01,5.55
1967-04-01,5.59
1967-05-01,5.9
1967-06-01,6.06
1967-07-01,6.06
1967-08-01,6.3
1967-09-01,6.33
1967-10-01,6.53
1967-11-01,6.87
1967-12-01,6.93
1968-01-01,6.57
1968-02-01,6.57
1968-03-01,6.8
1968-04-01,6.79
