"Date","TP10J20"
2010-01-01,1.335
2010-02-01,1.416
2010-03-01,1.504
2010-04-01,1.494
2010-05-01,1.279
2010-06-01,1.224
2010-07-01,1.187
2010-08-01,0.96
2010-09-01,0.828
2010-10-01,0.437
2010-11-01,0.55
2010-12-01,0.939
2011-01-01,0.911
2011-02-01,1.044
2011-03-01,0.756
2011-04-01,0.64
2011-05-01,0.522
2011-06-01,0.476
2011-07-01,0.332
2011-08-01,-0.14
2011-09-01,-0.156
2011-10-01,-0.021
2011-11-01,-0.258
2011-12-01,-0.323
2012-01-01,-0.436
2012-02-01,-0.637
2012-03-01,-0.547
2012-04-01,-0.639
2012-05-01,-0.76
2012-06-01,-0.811
2012-07-01,-0.884
2012-08-01,-0.892
2012-09-01,-1.127
2012-10-01,-1.194
2012-11-01,-1.174
2012-12-01,-1.21
2013-01-01,-1.149
2013-02-01,-1.2
2013-03-01,-1.267
2013-04-01,-1.305
2013-05-01,-0.955
2013-06-01,-0.294
2013-07-01,-0.11
2013-08-01,-0.02
2013-09-01,0.055
2013-10-01,-0.225
2013-11-01,-0.176
2013-12-01,0.044
2014-01-01,-0.058
2014-02-01,-0.219
2014-03-01,-0.157
2014-04-01,-0.1
2014-05-01,-0.255
2014-06-01,-0.246
2014-07-01,-0.296
2014-08-01,-0.257
2014-09-01,0.043
2014-10-01,-0.017
2014-11-01,0.032
2014-12-01,0.26
2015-01-01,0.024
2015-02-01,-0.147
2015-03-01,-0.173
2015-04-01,-0.459
2015-05-01,-0.273
2015-06-01,-0.139
2015-07-01,-0.062
2015-08-01,0.14
2015-09-01,0.184
2015-10-01,0.081
2015-11-01,0.266
2015-12-01,0.328
2016-01-01,0.195
2016-02-01,0.004
2016-03-01,-0.219
2016-04-01,-0.418
2016-05-01,-0.394
2016-06-01,-0.449
2016-07-01,-0.473
2016-08-01,-0.317
2016-09-01,-0.34
2016-10-01,-0.488
2016-11-01,-0.337
2016-12-01,-0.226
2017-01-01,-0.455
2017-02-01,-0.617
2017-03-01,-0.519
2017-04-01,-0.496
2017-05-01,-0.318
2017-06-01,-0.179
2017-07-01,-0.077
2017-08-01,-0.151
2017-09-01,-0.244
2017-10-01,-0.148
2017-11-01,-0.042
2017-12-01,0.153
2018-01-01,0.073
2018-02-01,0.125
2018-03-01,0.099
2018-04-01,0.259
2018-05-01,0.397
2018-06-01,0.589
2018-07-01,0.784
2018-08-01,0.871
2018-09-01,0.823
2018-10-01,0.928
2018-11-01,1.286
2018-12-01,1.78
2019-01-01,1.548
2019-02-01,0.797
2019-03-01,0.265
2019-04-01,0.195
2019-05-01,0.671
2019-06-01,1.479
2019-07-01,1.862
2019-08-01,2.297
2019-09-01,2.097
2019-10-01,1.527
2019-11-01,0.588
2019-12-01,0.585
