"Date","M13061USM156NNBR"
1945-01-01,2.88
1945-02-01,2.82
1945-03-01,2.76
1945-04-01,2.72
1945-05-01,2.71
1945-06-01,2.72
1945-07-01,2.71
1945-08-01,2.73
1945-09-01,2.78
1945-10-01,2.79
1945-11-01,2.77
1945-12-01,2.75
1946-01-01,2.68
1946-02-01,2.64
1946-03-01,2.58
1946-04-01,2.51
1946-05-01,2.57
1946-06-01,2.58
1946-07-01,2.58
1946-08-01,2.6
1946-09-01,2.67
1946-10-01,2.71
1946-11-01,2.72
1946-12-01,2.71
1947-01-01,2.68
1947-02-01,2.65
1947-03-01,2.63
1947-04-01,2.62
1947-05-01,2.62
1947-06-01,2.66
1947-07-01,2.67
1947-08-01,2.67
1947-09-01,2.71
1947-10-01,2.83
1947-11-01,2.89
1947-12-01,2.99
1948-01-01,2.99
1948-02-01,2.99
1948-03-01,2.96
1948-04-01,2.92
1948-05-01,2.9
1948-06-01,2.88
1948-07-01,2.91
1948-08-01,2.92
1948-09-01,2.93
1948-10-01,2.94
1948-11-01,2.93
1948-12-01,2.89
1949-01-01,2.8
1949-02-01,2.79
1949-03-01,2.79
1949-04-01,2.77
1949-05-01,2.78
1949-06-01,2.78
1949-07-01,2.74
1949-08-01,2.7
1949-09-01,2.68
1949-10-01,2.69
1949-11-01,2.69
1949-12-01,2.66
1950-01-01,2.65
1950-02-01,2.67
1950-03-01,2.66
1950-04-01,2.67
1950-05-01,2.69
1950-06-01,2.71
1950-07-01,2.74
1950-08-01,2.69
1950-09-01,2.71
1950-10-01,2.74
1950-11-01,2.74
1950-12-01,2.74
1951-01-01,2.73
1951-02-01,2.71
1951-03-01,2.8
1951-04-01,2.9
1951-05-01,2.94
1951-06-01,2.96
1951-07-01,2.98
1951-08-01,2.93
1951-09-01,2.9
1951-10-01,2.93
1951-11-01,3.03
1951-12-01,3.11
1952-01-01,3.07
1952-02-01,3.01
1952-03-01,3.03
1952-04-01,2.99
1952-05-01,2.96
1952-06-01,2.97
1952-07-01,2.98
1952-08-01,2.97
1952-09-01,2.99
1952-10-01,3.05
1952-11-01,3.04
1952-12-01,3.02
1953-01-01,3.05
1953-02-01,3.08
1953-03-01,3.14
1953-04-01,3.22
1953-05-01,3.34
1953-06-01,3.43
1953-07-01,3.34
1953-08-01,3.3
1953-09-01,3.35
1953-10-01,3.22
1953-11-01,3.18
1953-12-01,3.18
1954-01-01,3.12
1954-02-01,3.03
1954-03-01,2.92
1954-04-01,2.9
1954-05-01,2.92
1954-06-01,2.94
1954-07-01,2.94
1954-08-01,2.92
1954-09-01,2.93
1954-10-01,2.93
1954-11-01,2.94
1954-12-01,2.93
1955-01-01,2.97
1955-02-01,3.03
1955-03-01,3.05
1955-04-01,3.04
1955-05-01,3.06
1955-06-01,3.06
1955-07-01,3.09
1955-08-01,3.11
1955-09-01,3.13
1955-10-01,3.12
1955-11-01,3.13
1955-12-01,3.19
1956-01-01,3.15
1956-02-01,3.12
1956-03-01,3.11
1956-04-01,3.26
1956-05-01,3.31
1956-06-01,3.32
1956-07-01,3.34
1956-08-01,3.48
1956-09-01,3.59
1956-10-01,3.63
1956-11-01,3.75
1956-12-01,3.76
1957-01-01,3.82
1957-02-01,3.75
1957-03-01,3.74
1957-04-01,3.78
1957-05-01,3.83
1957-06-01,3.94
1957-07-01,4.02
1957-08-01,4.07
1957-09-01,4.13
1957-10-01,4.12
1957-11-01,4.09
1957-12-01,3.93
1958-01-01,3.71
1958-02-01,3.71
1958-03-01,3.75
1958-04-01,3.75
1958-05-01,3.74
1958-06-01,3.76
1958-07-01,3.81
1958-08-01,3.93
1958-09-01,4.06
1958-10-01,4.11
1958-11-01,4.12
1958-12-01,4.11
1959-01-01,4.13
1959-02-01,4.14
1959-03-01,4.14
1959-04-01,4.24
1959-05-01,4.36
1959-06-01,4.44
1959-07-01,4.45
1959-08-01,4.44
1959-09-01,4.5
1959-10-01,4.52
1959-11-01,4.6
1959-12-01,4.64
1960-01-01,4.65
1960-02-01,4.61
1960-03-01,4.55
1960-04-01,4.52
1960-05-01,4.51
1960-06-01,4.46
1960-07-01,4.45
1960-08-01,4.39
1960-09-01,4.35
1960-10-01,4.37
1960-11-01,4.4
1960-12-01,4.45
1961-01-01,4.45
1961-02-01,4.42
1961-03-01,4.38
1961-04-01,4.38
1961-05-01,4.41
1961-06-01,4.48
1961-07-01,4.54
1961-08-01,4.57
1961-09-01,4.57
1961-10-01,4.51
1961-11-01,4.47
1961-12-01,4.49
1962-01-01,4.52
1962-02-01,4.51
1962-03-01,4.47
1962-04-01,4.43
1962-05-01,4.4
1962-06-01,4.39
1962-07-01,4.45
1962-08-01,4.46
1962-09-01,4.45
1962-10-01,4.44
1962-11-01,4.43
1962-12-01,4.42
1963-01-01,4.37
1963-02-01,4.35
1963-03-01,4.34
1963-04-01,4.34
1963-05-01,4.35
1963-06-01,4.35
1963-07-01,4.35
1963-08-01,4.37
1963-09-01,4.39
1963-10-01,4.4
1963-11-01,4.41
1963-12-01,4.42
1964-01-01,4.44
1964-02-01,4.46
1964-03-01,4.47
1964-04-01,4.48
1964-05-01,4.48
1964-06-01,4.48
1964-07-01,4.46
1964-08-01,4.45
1964-09-01,4.46
1964-10-01,4.47
1964-11-01,4.49
1964-12-01,4.51
1965-01-01,4.52
1965-02-01,4.47
1965-03-01,4.47
1965-04-01,4.5
1965-05-01,4.48
1965-06-01,4.48
1965-07-01,4.5
1965-08-01,4.5
1965-09-01,4.52
1965-10-01,4.6
1965-11-01,4.61
1965-12-01,4.64
1966-01-01,4.73
