"Date","M13045USM156NNBR"
1949-01-01,4.35
1949-02-01,4.35
1949-03-01,4.35
1949-04-01,4.35
1949-05-01,4.34
1949-06-01,4.35
1949-07-01,4.34
1949-08-01,4.34
1949-09-01,4.32
1949-10-01,4.32
1949-11-01,4.32
1949-12-01,4.32
1950-01-01,4.31
1950-02-01,4.31
1950-03-01,4.3
1950-04-01,4.23
1950-05-01,4.16
1950-06-01,4.09
1950-07-01,4.08
1950-08-01,4.08
1950-09-01,4.08
1950-10-01,4.08
1950-11-01,4.08
1950-12-01,4.08
1951-01-01,4.08
1951-02-01,4.08
1951-03-01,4.12
1951-04-01,4.19
1951-05-01,4.27
1951-06-01,4.29
1951-07-01,4.31
1951-08-01,4.31
1951-09-01,4.3
1951-10-01,4.27
1951-11-01,4.27
1951-12-01,4.26
1952-01-01,4.26
1952-02-01,4.27
1952-03-01,4.29
1952-04-01,4.29
1952-05-01,4.29
1952-06-01,4.3
1952-07-01,4.3
1952-08-01,4.3
1952-09-01,4.3
1952-10-01,4.31
1952-11-01,4.32
1952-12-01,4.32
1953-01-01,4.34
1953-02-01,4.34
1953-03-01,4.34
1953-04-01,4.45
1953-05-01,4.56
1953-06-01,4.67
1953-07-01,4.74
1953-08-01,4.82
1953-09-01,4.86
1953-10-01,4.82
1953-11-01,4.81
1953-12-01,4.78
1954-01-01,4.75
1954-02-01,4.69
1954-03-01,4.64
1954-04-01,4.62
1954-05-01,4.59
1954-06-01,4.57
1954-07-01,4.56
1954-08-01,4.56
1954-09-01,4.56
1954-10-01,4.56
1954-11-01,4.56
1954-12-01,4.56
1955-01-01,4.56
1955-02-01,4.56
1955-03-01,4.59
1955-04-01,4.6
1955-05-01,4.63
1955-06-01,4.63
1955-07-01,4.64
1955-08-01,4.67
1955-09-01,4.7
1955-10-01,4.73
1955-11-01,4.75
1955-12-01,4.73
1956-01-01,4.73
1956-02-01,4.7
1956-03-01,4.68
1956-04-01,4.71
1956-05-01,4.78
1956-06-01,4.81
1956-07-01,4.81
1956-08-01,4.87
1956-09-01,4.92
1956-10-01,4.95
1956-11-01,5.05
1956-12-01,5.15
1957-01-01,5.25
1957-02-01,5.36
1957-03-01,5.35
1957-04-01,5.35
1957-05-01,5.32
1957-06-01,5.35
1957-07-01,5.38
1957-08-01,5.46
1957-09-01,5.54
1957-10-01,5.63
1957-11-01,5.63
1957-12-01,5.61
1958-01-01,5.58
1958-02-01,5.56
1958-03-01,5.51
1958-04-01,5.43
1958-05-01,5.39
1958-06-01,5.37
1958-07-01,5.35
1958-08-01,5.37
1958-09-01,5.5
1958-10-01,5.57
1958-11-01,5.6
1958-12-01,5.6
1959-01-01,5.6
1959-02-01,5.58
1959-03-01,5.57
1959-04-01,5.58
1959-05-01,5.64
1959-06-01,5.71
1959-07-01,5.75
1959-08-01,5.8
1959-09-01,5.94
1959-10-01,6.08
1959-11-01,6.23
1959-12-01,6.23
1960-01-01,6.24
1960-02-01,6.23
1960-03-01,6.22
1960-04-01,6.21
1960-05-01,6.21
1960-06-01,6.19
1960-07-01,6.18
1960-08-01,6.14
1960-09-01,6.11
1960-10-01,6.09
1960-11-01,6.05
1960-12-01,6.04
1961-01-01,6
1961-02-01,5.89
1961-03-01,5.82
1961-04-01,5.77
1961-05-01,5.74
1961-06-01,5.72
1961-07-01,5.68
1961-08-01,5.68
1961-09-01,5.69
1961-10-01,5.7
1961-11-01,5.7
1961-12-01,5.69
1962-01-01,5.69
1962-02-01,5.68
1962-03-01,5.65
1962-04-01,5.64
1962-05-01,5.6
1962-06-01,5.59
1962-07-01,5.58
1962-08-01,5.57
1962-09-01,5.56
1962-10-01,5.55
1962-11-01,5.54
1962-12-01,5.53
1963-01-01,5.52
1963-02-01,5.48
1963-03-01,5.47
1963-04-01,5.46
1963-05-01,5.45
1963-06-01,5.45
1963-07-01,5.45
1963-08-01,5.45
1963-09-01,5.45
1963-10-01,5.45
1963-11-01,5.45
1963-12-01,5.45
1964-01-01,5.45
1964-02-01,5.45
1964-03-01,5.45
1964-04-01,5.45
1964-05-01,5.45
1964-06-01,5.45
1964-07-01,5.46
1964-08-01,5.46
1964-09-01,5.46
1964-10-01,5.45
1964-11-01,5.45
1964-12-01,5.45
1965-01-01,5.45
1965-02-01,5.45
1965-03-01,5.45
1965-04-01,5.45
1965-05-01,5.45
1965-06-01,5.44
1965-07-01,5.44
1965-08-01,5.45
1965-09-01,5.46
1965-10-01,5.49
1965-11-01,5.51
1965-12-01,5.62
