"Date","HQMCB16YR"
1984-01-01,12.11
1984-02-01,12.22
1984-03-01,12.59
1984-04-01,12.63
1984-05-01,13
1984-06-01,12.94
1984-07-01,13
1984-08-01,12.64
1984-09-01,12.57
1984-10-01,12.51
1984-11-01,12.25
1984-12-01,12.25
1985-01-01,12.08
1985-02-01,12.04
1985-03-01,12.35
1985-04-01,12.06
1985-05-01,11.79
1985-06-01,11.43
1985-07-01,11.52
1985-08-01,11.42
1985-09-01,11.46
1985-10-01,11.23
1985-11-01,10.81
1985-12-01,10.56
1986-01-01,10.05
1986-02-01,9.94
1986-03-01,9.51
1986-04-01,9.16
1986-05-01,9.2
1986-06-01,9.38
1986-07-01,9.51
1986-08-01,9.39
1986-09-01,9.47
1986-10-01,9.62
1986-11-01,9.52
1986-12-01,9.27
1987-01-01,8.87
1987-02-01,8.9
1987-03-01,8.8
1987-04-01,9.4
1987-05-01,9.87
1987-06-01,9.89
1987-07-01,10.03
1987-08-01,10.26
1987-09-01,10.73
1987-10-01,10.86
1987-11-01,10.32
1987-12-01,10.36
1988-01-01,10.03
1988-02-01,9.6
1988-03-01,9.67
1988-04-01,9.95
1988-05-01,10.27
1988-06-01,10.14
1988-07-01,10.21
1988-08-01,10.28
1988-09-01,10.06
1988-10-01,9.87
1988-11-01,9.87
1988-12-01,9.88
1989-01-01,9.82
1989-02-01,9.86
1989-03-01,9.98
1989-04-01,9.83
1989-05-01,9.65
1989-06-01,9.23
1989-07-01,9.02
1989-08-01,9.01
1989-09-01,9.08
1989-10-01,8.97
1989-11-01,8.9
1989-12-01,8.95
1990-01-01,9.17
1990-02-01,9.41
1990-03-01,9.45
1990-04-01,9.59
1990-05-01,9.64
1990-06-01,9.45
1990-07-01,9.46
1990-08-01,9.81
1990-09-01,9.97
1990-10-01,10
1990-11-01,9.87
1990-12-01,9.64
1991-01-01,9.61
1991-02-01,9.38
1991-03-01,9.53
1991-04-01,9.37
1991-05-01,9.38
1991-06-01,9.5
1991-07-01,9.49
1991-08-01,9.26
1991-09-01,9.11
1991-10-01,9.12
1991-11-01,9.11
1991-12-01,8.8
1992-01-01,8.63
1992-02-01,8.85
1992-03-01,8.91
1992-04-01,8.86
1992-05-01,8.8
1992-06-01,8.67
1992-07-01,8.47
1992-08-01,8.26
1992-09-01,8.17
1992-10-01,8.35
1992-11-01,8.48
1992-12-01,8.32
1993-01-01,8.2
1993-02-01,7.88
1993-03-01,7.63
1993-04-01,7.64
1993-05-01,7.7
1993-06-01,7.6
1993-07-01,7.38
1993-08-01,7.16
1993-09-01,6.89
