"Date","HQMCB70YR"
1984-01-01,8.68
1984-02-01,10.39
1984-03-01,10.78
1984-04-01,11.1
1984-05-01,12.2
1984-06-01,12.48
1984-07-01,12.32
1984-08-01,11.8
1984-09-01,12.32
1984-10-01,10.04
1984-11-01,9.94
1984-12-01,11.06
1985-01-01,10.69
1985-02-01,9.52
1985-03-01,9.76
1985-04-01,9.66
1985-05-01,9.64
1985-06-01,9.23
1985-07-01,10.47
1985-08-01,10.91
1985-09-01,11.51
1985-10-01,11.42
1985-11-01,10.94
1985-12-01,10.27
1986-01-01,9.31
1986-02-01,9.49
1986-03-01,8.47
1986-04-01,8.17
1986-05-01,9.27
1986-06-01,10.07
1986-07-01,9.59
1986-08-01,9.85
1986-09-01,10.04
1986-10-01,10.13
1986-11-01,9.83
1986-12-01,9.54
1987-01-01,9.55
1987-02-01,9.48
1987-03-01,9.49
1987-04-01,10.37
1987-05-01,11.13
1987-06-01,10.57
1987-07-01,10.25
1987-08-01,10.28
1987-09-01,10.46
1987-10-01,10.45
1987-11-01,9.83
1987-12-01,9.97
1988-01-01,9.38
1988-02-01,9.24
1988-03-01,9.54
1988-04-01,10.2
1988-05-01,10.61
1988-06-01,10.23
1988-07-01,10.43
1988-08-01,10.28
1988-09-01,10.05
1988-10-01,9.91
1988-11-01,9.84
1988-12-01,9.77
1989-01-01,9.84
1989-02-01,9.95
1989-03-01,9.9
1989-04-01,9.71
1989-05-01,9.62
1989-06-01,9.25
1989-07-01,9.32
1989-08-01,9.3
1989-09-01,9.27
1989-10-01,9.16
1989-11-01,9.04
1989-12-01,8.96
1990-01-01,9.01
1990-02-01,9.26
1990-03-01,9.51
1990-04-01,9.63
1990-05-01,9.92
1990-06-01,9.74
1990-07-01,9.8
1990-08-01,10.57
1990-09-01,10.8
1990-10-01,10.89
1990-11-01,10.54
1990-12-01,10.17
1991-01-01,10.12
1991-02-01,9.73
1991-03-01,10.04
1991-04-01,9.84
1991-05-01,10.03
1991-06-01,10.3
1991-07-01,10.23
1991-08-01,9.92
1991-09-01,9.8
1991-10-01,10.09
1991-11-01,10.2
1991-12-01,10.3
1992-01-01,10.28
1992-02-01,10.18
1992-03-01,10.09
1992-04-01,10.03
1992-05-01,9.87
1992-06-01,9.86
1992-07-01,9.98
1992-08-01,9.97
1992-09-01,10.1
1992-10-01,10.51
1992-11-01,10.2
1992-12-01,9.7
1993-01-01,9.67
1993-02-01,9.42
1993-03-01,9.13
1993-04-01,9.33
1993-05-01,9.5
1993-06-01,9.3
1993-07-01,8.97
1993-08-01,8.39
1993-09-01,8.33
1993-10-01,8.36
1993-11-01,8.55
1993-12-01,8.46
1994-01-01,8.48
1994-02-01,8.51
1994-03-01,8.7
1994-04-01,8.92
1994-05-01,8.83
1994-06-01,8.98
1994-07-01,9.07
1994-08-01,9
1994-09-01,9.33
1994-10-01,9.38
1994-11-01,9.34
1994-12-01,8.87
1995-01-01,8.93
1995-02-01,8.94
1995-03-01,9.07
1995-04-01,9.11
1995-05-01,8.67
1995-06-01,8.38
1995-07-01,8.61
1995-08-01,8.7
1995-09-01,8.48
1995-10-01,8.17
1995-11-01,8
1995-12-01,7.8
1996-01-01,7.8
1996-02-01,8.18
1996-03-01,8.48
1996-04-01,8.59
1996-05-01,8.49
1996-06-01,8.54
1996-07-01,8.47
1996-08-01,8.29
1996-09-01,8.5
1996-10-01,8.31
1996-11-01,8.03
1996-12-01,8.07
1997-01-01,8.24
1997-02-01,8.16
1997-03-01,8.4
1997-04-01,8.59
1997-05-01,8.51
1997-06-01,8.39
1997-07-01,8.08
1997-08-01,8.09
1997-09-01,8.04
1997-10-01,7.91
1997-11-01,7.68
1997-12-01,7.47
1998-01-01,7.44
1998-02-01,7.52
1998-03-01,7.49
1998-04-01,7.43
1998-05-01,7.37
1998-06-01,7.13
1998-07-01,7.2
1998-08-01,7.24
1998-09-01,7.6
1998-10-01,7.85
1998-11-01,7.75
1998-12-01,7.5
1999-01-01,7.49
1999-02-01,7.46
1999-03-01,7.61
1999-04-01,7.61
1999-05-01,7.76
1999-06-01,7.94
1999-07-01,7.94
1999-08-01,8.15
1999-09-01,8.33
1999-10-01,8.47
1999-11-01,8.12
1999-12-01,8.18
2000-01-01,8.13
2000-02-01,7.98
2000-03-01,8.2
2000-04-01,8.28
2000-05-01,8.6
2000-06-01,8.18
2000-07-01,8.03
2000-08-01,8.11
2000-09-01,8.36
2000-10-01,8.5
2000-11-01,8.48
2000-12-01,8.51
2001-01-01,8.2
2001-02-01,8.14
2001-03-01,8.2
2001-04-01,8.46
2001-05-01,8.25
2001-06-01,8.06
2001-07-01,8.01
2001-08-01,8
2001-09-01,8.53
2001-10-01,8.18
2001-11-01,7.71
2001-12-01,7.55
2002-01-01,7.33
2002-02-01,7.26
2002-03-01,7.55
2002-04-01,7.65
2002-05-01,7.69
2002-06-01,7.7
2002-07-01,8.01
2002-08-01,7.99
2002-09-01,7.54
2002-10-01,8.03
2002-11-01,7.77
2002-12-01,7.55
2003-01-01,7.65
2003-02-01,7.38
2003-03-01,7.46
2003-04-01,7.39
2003-05-01,6.85
2003-06-01,6.8
2003-07-01,7.39
2003-08-01,7.81
2003-09-01,7.51
2003-10-01,7.46
2003-11-01,7.29
2003-12-01,7.26
2004-01-01,7.18
2004-02-01,7.2
2004-03-01,7.08
2004-04-01,7.32
2004-05-01,7.47
2004-06-01,7.33
2004-07-01,7.22
2004-08-01,7.16
2004-09-01,6.98
2004-10-01,6.91
2004-11-01,6.75
2004-12-01,6.59
2005-01-01,6.35
2005-02-01,6.07
2005-03-01,6.27
2005-04-01,6.31
2005-05-01,6.28
2005-06-01,6.04
2005-07-01,6.12
2005-08-01,6.11
2005-09-01,6.26
2005-10-01,6.47
2005-11-01,6.54
2005-12-01,6.43
2006-01-01,6.32
2006-02-01,6.21
2006-03-01,6.45
2006-04-01,6.83
2006-05-01,6.94
2006-06-01,6.93
2006-07-01,6.89
2006-08-01,6.75
2006-09-01,6.57
2006-10-01,6.5
2006-11-01,6.17
2006-12-01,6.2
2007-01-01,6.32
2007-02-01,6.2
2007-03-01,6.3
2007-04-01,6.46
2007-05-01,6.43
2007-06-01,6.7
2007-07-01,6.69
2007-08-01,6.77
2007-09-01,6.65
2007-10-01,6.44
2007-11-01,6.57
2007-12-01,6.81
2008-01-01,6.85
2008-02-01,7.23
2008-03-01,7.08
2008-04-01,7.09
2008-05-01,6.8
2008-06-01,6.96
2008-07-01,7.02
2008-08-01,6.85
2008-09-01,6.67
2008-10-01,6.79
2008-11-01,7.07
2008-12-01,6.06
2009-01-01,6.07
2009-02-01,7.03
2009-03-01,7.94
2009-04-01,6.77
2009-05-01,6.58
2009-06-01,6.44
2009-07-01,6.4
2009-08-01,6.17
2009-09-01,6.09
2009-10-01,6.1
2009-11-01,6.39
2009-12-01,6.57
2010-01-01,6.59
2010-02-01,6.77
2010-03-01,6.74
2010-04-01,6.61
