"Date","EXPINF8YR"
1982-01-01,6.3278409
1982-02-01,6.2175607
1982-03-01,5.7912091
1982-04-01,5.851158
1982-05-01,5.8043748
1982-06-01,5.7214289
1982-07-01,6.0580716
1982-08-01,5.8280893
1982-09-01,5.8504868
1982-10-01,5.4258503
1982-11-01,4.792473
1982-12-01,4.9331868
1983-01-01,4.796192
1983-02-01,4.9308066
1983-03-01,4.6646182
1983-04-01,4.8110815
1983-05-01,4.6118598
1983-06-01,4.7795124
1983-07-01,4.9494553
1983-08-01,5.1122689
1983-09-01,5.1974298
1983-10-01,5.061789
1983-11-01,5.1588405
1983-12-01,5.1781647
1984-01-01,5.1589889
1984-02-01,5.1207247
1984-03-01,5.2551697
1984-04-01,5.4148434
1984-05-01,5.5487927
1984-06-01,5.8418278
1984-07-01,5.8497831
1984-08-01,5.5234626
1984-09-01,5.5364877
1984-10-01,5.3217644
1984-11-01,5.0990742
1984-12-01,5.1135433
1985-01-01,5.1930253
1985-02-01,5.1129186
1985-03-01,5.344131
1985-04-01,5.0999272
1985-05-01,5.0556896
1985-06-01,4.657228
1985-07-01,4.6235287
1985-08-01,4.7763749
1985-09-01,4.6860738
1985-10-01,4.675758
1985-11-01,4.5555861
1985-12-01,4.4144231
1986-01-01,4.1794285
1986-02-01,4.1624687
1986-03-01,3.7699769
1986-04-01,3.5707636
1986-05-01,3.6185884
1986-06-01,3.9571261
1986-07-01,3.7000124
1986-08-01,3.6541453
1986-09-01,3.4566972
1986-10-01,3.6557786
1986-11-01,3.5684584
1986-12-01,3.5063776
1987-01-01,3.5441781
1987-02-01,3.5446852
1987-03-01,3.3982606
1987-04-01,3.6509661
1987-05-01,4.0138971
1987-06-01,3.944563
1987-07-01,4.0033508
1987-08-01,4.0940105
1987-09-01,4.1966362
1987-10-01,4.3085536
1987-11-01,4.2086481
1987-12-01,4.2952034
1988-01-01,4.2444467
1988-02-01,3.8790314
1988-03-01,3.8389956
1988-04-01,4.0594815
1988-05-01,4.0999341
1988-06-01,4.1691895
1988-07-01,4.1270348
1988-08-01,4.1418412
1988-09-01,4.2270225
1988-10-01,4.1044517
1988-11-01,4.0505858
1988-12-01,4.1813776
1989-01-01,4.3463934
1989-02-01,4.2465287
1989-03-01,4.390555
1989-04-01,4.3360368
1989-05-01,4.1762822
1989-06-01,4.0201895
1989-07-01,3.7978458
1989-08-01,3.6273793
1989-09-01,3.843966
1989-10-01,3.8795993
1989-11-01,3.7319198
1989-12-01,3.6967394
1990-01-01,3.8412588
1990-02-01,4.0300594
1990-03-01,4.0057685
1990-04-01,4.0108038
1990-05-01,4.1920737
1990-06-01,4.0044534
1990-07-01,3.9133508
1990-08-01,3.8749553
1990-09-01,4.1390094
1990-10-01,4.0664027
1990-11-01,4.0486104
1990-12-01,3.9236949
1991-01-01,3.8446991
1991-02-01,3.7590239
1991-03-01,3.900849
1991-04-01,3.8003735
1991-05-01,3.810672
1991-06-01,3.8907354
1991-07-01,3.9259327
1991-08-01,3.8870151
1991-09-01,3.7157501
1991-10-01,3.6133961
1991-11-01,3.5722236
1991-12-01,3.515097
1992-01-01,3.3778521
1992-02-01,3.58635
1992-03-01,3.6299219
1992-04-01,3.6555645
1992-05-01,3.6841733
1992-06-01,3.604857
1992-07-01,3.4550101
1992-08-01,3.3170643
1992-09-01,3.2058868
1992-10-01,3.0839805
1992-11-01,3.3435823
1992-12-01,3.4353228
1993-01-01,3.3286335
1993-02-01,3.1812338
1993-03-01,3.0075176
1993-04-01,3.0541517
1993-05-01,2.9961409
1993-06-01,2.9923852
1993-07-01,2.9369254
1993-08-01,2.9850446
1993-09-01,2.8330804
1993-10-01,2.8351192
1993-11-01,2.9038788
1993-12-01,2.9674239
1994-01-01,3.0151476
1994-02-01,2.9571621
1994-03-01,3.2043215
1994-04-01,3.482835
1994-05-01,3.4602754
1994-06-01,3.5067218
1994-07-01,3.6125237
1994-08-01,3.459491
1994-09-01,3.4917252
1994-10-01,3.6895513
1994-11-01,3.8022033
1994-12-01,3.8489843
1995-01-01,3.8946087
1995-02-01,3.7918932
1995-03-01,3.5956528
1995-04-01,3.5435653
1995-05-01,3.3523867
1995-06-01,3.0221269
1995-07-01,3.0934367
1995-08-01,3.1841158
1995-09-01,3.1278499
1995-10-01,3.0804698
1995-11-01,3.0233621
1995-12-01,2.8357373
1996-01-01,2.8856324
1996-02-01,2.8670871
1996-03-01,2.9559108
1996-04-01,3.1198191
1996-05-01,3.283399
1996-06-01,3.3761575
1996-07-01,3.2695536
1996-08-01,3.2717132
1996-09-01,3.362509
1996-10-01,3.284492
1996-11-01,3.20155
1996-12-01,3.0438918
1997-01-01,3.2502707
1997-02-01,3.2434713
1997-03-01,3.2699294
1997-04-01,3.3866561
1997-05-01,3.315732
1997-06-01,3.305558
1997-07-01,3.2048219
1997-08-01,3.1413331
1997-09-01,3.1465099
1997-10-01,3.1168031
1997-11-01,3.0906659
1997-12-01,2.9976478
1998-01-01,2.9492246
1998-02-01,2.9052268
1998-03-01,2.9458001
1998-04-01,2.9236133
1998-05-01,2.966589
1998-06-01,2.9042565
1998-07-01,2.9222734
1998-08-01,2.9099423
1998-09-01,2.7272227
1998-10-01,2.3858568
1998-11-01,2.5227445
1998-12-01,2.4803065
1999-01-01,2.5683567
1999-02-01,2.6074075
1999-03-01,2.7830012
1999-04-01,2.7910398
1999-05-01,2.8432712
1999-06-01,2.9246213
1999-07-01,3.0082356
1999-08-01,3.0545902
1999-09-01,3.0891422
1999-10-01,3.1342489
1999-11-01,3.1522056
1999-12-01,3.2249321
2000-01-01,3.2826849
2000-02-01,3.359848
2000-03-01,3.3428429
2000-04-01,3.1901504
2000-05-01,3.2893805
2000-06-01,3.3505916
2000-07-01,3.0981419
2000-08-01,3.0767911
2000-09-01,3.0015358
2000-10-01,2.9719768
2000-11-01,2.9651143
2000-12-01,2.8859
2001-01-01,2.5293437
2001-02-01,2.6309737
2001-03-01,2.4772198
2001-04-01,2.5743503
2001-05-01,2.7528331
2001-06-01,2.8354791
2001-07-01,2.7970521
2001-08-01,2.6729134
2001-09-01,2.7482023
2001-10-01,2.5020933
2001-11-01,2.3635602
2001-12-01,2.6230529
2002-01-01,2.7629669
2002-02-01,2.6805598
2002-03-01,2.6696021
2002-04-01,2.9340147
2002-05-01,2.7737017
2002-06-01,2.7035474
2002-07-01,2.619686
2002-08-01,2.357095
2002-09-01,2.1780006
2002-10-01,2.078379
2002-11-01,2.1522893
2002-12-01,2.2845589
2003-01-01,2.2051611
2003-02-01,2.2074333
2003-03-01,2.0334477
2003-04-01,2.0753081
2003-05-01,2.0714199
2003-06-01,1.9428949
2003-07-01,1.9195132
2003-08-01,2.2440938
2003-09-01,2.355402
2003-10-01,2.0574496
2003-11-01,2.247432
2003-12-01,2.3294241
2004-01-01,2.2721702
2004-02-01,2.2322646
2004-03-01,2.1206889
2004-04-01,2.1003969
2004-05-01,2.4189535
2004-06-01,2.5419439
2004-07-01,2.4681057
2004-08-01,2.4406104
2004-09-01,2.3326699
2004-10-01,2.3143762
2004-11-01,2.2734361
2004-12-01,2.3032763
2005-01-01,2.3342724
2005-02-01,2.3370776
2005-03-01,2.4484104
2005-04-01,2.4990408
2005-05-01,2.3838182
2005-06-01,2.2692254
2005-07-01,2.334859
2005-08-01,2.4518013
2005-09-01,2.3351848
2005-10-01,2.5429029
2005-11-01,2.5768748
2005-12-01,2.5756646
2006-01-01,2.4319352
2006-02-01,2.5002207
2006-03-01,2.4417509
2006-04-01,2.6186663
2006-05-01,2.6610546
2006-06-01,2.6600157
2006-07-01,2.7175124
2006-08-01,2.6177189
2006-09-01,2.5110998
2006-10-01,2.4715911
2006-11-01,2.3523507
2006-12-01,2.3225566
2007-01-01,2.5216031
2007-02-01,2.5676639
2007-03-01,2.4552429
2007-04-01,2.4717158
2007-05-01,2.521231
2007-06-01,2.6773844
2007-07-01,2.6291111
2007-08-01,2.4806014
2007-09-01,2.3978817
2007-10-01,2.4275062
2007-11-01,2.3743354
2007-12-01,2.1309276
2008-01-01,2.1538378
2008-02-01,2.0409431
2008-03-01,1.8999648
2008-04-01,1.9600551
2008-05-01,2.1863506
2008-06-01,2.285596
2008-07-01,2.3306156
2008-08-01,2.3356995
2008-09-01,2.1893805
2008-10-01,2.0576078
2008-11-01,1.9378624
2008-12-01,1.4933889
2009-01-01,1.53763
2009-02-01,1.5841306
2009-03-01,1.5236275
2009-04-01,1.6299494
2009-05-01,1.7925503
2009-06-01,1.9443336
2009-07-01,1.9855031
2009-08-01,2.048969
2009-09-01,2.0317108
2009-10-01,1.8991105
2009-11-01,1.971271
2009-12-01,1.8526714
2010-01-01,2.0362505
2010-02-01,1.9618353
2010-03-01,1.9579362
2010-04-01,2.0061695
2010-05-01,1.9655093
2010-06-01,1.8167435
2010-07-01,1.6550317
2010-08-01,1.6425034
2010-09-01,1.5023577
2010-10-01,1.5072832
2010-11-01,1.479312
2010-12-01,1.6323274
2011-01-01,1.9227532
2011-02-01,1.9504608
2011-03-01,2.013348
2011-04-01,2.0638362
2011-05-01,2.0010068
2011-06-01,1.8563497
2011-07-01,1.9600883
2011-08-01,1.6760877
2011-09-01,1.4875638
2011-10-01,1.5290977
2011-11-01,1.5504999
2011-12-01,1.5899191
2012-01-01,1.5421589
2012-02-01,1.4870789
2012-03-01,1.518594
2012-04-01,1.5971665
2012-05-01,1.500072
2012-06-01,1.3380054
2012-07-01,1.4210087
2012-08-01,1.4187564
2012-09-01,1.4824205
2012-10-01,1.4470204
2012-11-01,1.4643383
2012-12-01,1.4834775
2013-01-01,1.4261332
2013-02-01,1.4778395
2013-03-01,1.3406873
2013-04-01,1.402525
2013-05-01,1.3463258
2013-06-01,1.4894116
2013-07-01,1.5658442
2013-08-01,1.7105142
2013-09-01,1.832666
2013-10-01,1.6713597
2013-11-01,1.6597002
2013-12-01,1.7409328
2014-01-01,1.7983354
2014-02-01,1.7158191
2014-03-01,1.6824098
2014-04-01,1.8248509
2014-05-01,1.8216275
2014-06-01,1.7762711
2014-07-01,1.8373888
2014-08-01,1.8339821
2014-09-01,1.8758483
2014-10-01,1.8221255
2014-11-01,1.7581374
2014-12-01,1.816433
2015-01-01,1.6279164
2015-02-01,1.4509387
2015-03-01,1.6328004
2015-04-01,1.6605138
2015-05-01,1.7455843
2015-06-01,1.7777006
2015-07-01,1.8377201
2015-08-01,1.7696785
