"Date","HQMCB33YR"
1984-01-01,9.78
1984-02-01,10.99
1984-03-01,11.37
1984-04-01,11.6
1984-05-01,12.46
1984-06-01,12.64
1984-07-01,12.55
1984-08-01,12.08
1984-09-01,12.41
1984-10-01,10.84
1984-11-01,10.68
1984-12-01,11.44
1985-01-01,11.14
1985-02-01,10.33
1985-03-01,10.6
1985-04-01,10.43
1985-05-01,10.34
1985-06-01,9.93
1985-07-01,10.81
1985-08-01,11.07
1985-09-01,11.5
1985-10-01,11.36
1985-11-01,10.9
1985-12-01,10.36
1986-01-01,9.55
1986-02-01,9.64
1986-03-01,8.8
1986-04-01,8.49
1986-05-01,9.25
1986-06-01,9.85
1986-07-01,9.56
1986-08-01,9.7
1986-09-01,9.85
1986-10-01,9.96
1986-11-01,9.72
1986-12-01,9.45
1987-01-01,9.33
1987-02-01,9.29
1987-03-01,9.26
1987-04-01,10.05
1987-05-01,10.72
1987-06-01,10.34
1987-07-01,10.17
1987-08-01,10.27
1987-09-01,10.55
1987-10-01,10.58
1987-11-01,9.99
1987-12-01,10.09
1988-01-01,9.58
1988-02-01,9.36
1988-03-01,9.58
1988-04-01,10.12
1988-05-01,10.5
1988-06-01,10.2
1988-07-01,10.35
1988-08-01,10.28
1988-09-01,10.05
1988-10-01,9.89
1988-11-01,9.85
1988-12-01,9.81
1989-01-01,9.84
1989-02-01,9.92
1989-03-01,9.93
1989-04-01,9.75
1989-05-01,9.63
1989-06-01,9.25
1989-07-01,9.22
1989-08-01,9.21
1989-09-01,9.21
1989-10-01,9.1
1989-11-01,9
1989-12-01,8.95
1990-01-01,9.07
1990-02-01,9.31
1990-03-01,9.49
1990-04-01,9.62
1990-05-01,9.83
1990-06-01,9.65
1990-07-01,9.69
1990-08-01,10.33
1990-09-01,10.53
1990-10-01,10.6
1990-11-01,10.32
1990-12-01,10
1991-01-01,9.96
1991-02-01,9.61
1991-03-01,9.87
1991-04-01,9.69
1991-05-01,9.82
1991-06-01,10.04
1991-07-01,9.99
1991-08-01,9.7
1991-09-01,9.58
1991-10-01,9.77
1991-11-01,9.84
1991-12-01,9.8
1992-01-01,9.74
1992-02-01,9.75
