"Date","EXPINF23YR"
1982-01-01,5.3980013
1982-02-01,5.2889496
1982-03-01,4.9301552
1982-04-01,4.9909098
1982-05-01,5.0080929
1982-06-01,4.9294129
1982-07-01,5.1500477
1982-08-01,4.9879506
1982-09-01,5.039613
1982-10-01,4.7694709
1982-11-01,4.2756729
1982-12-01,4.4006719
1983-01-01,4.2705584
1983-02-01,4.4008616
1983-03-01,4.2195944
1983-04-01,4.2956939
1983-05-01,4.1323369
1983-06-01,4.30382
1983-07-01,4.3891596
1983-08-01,4.4912128
1983-09-01,4.5722072
1983-10-01,4.4660869
1983-11-01,4.5408143
1983-12-01,4.5581541
1984-01-01,4.5280194
1984-02-01,4.5166938
1984-03-01,4.6379264
1984-04-01,4.7222048
1984-05-01,4.8280901
1984-06-01,5.0569794
1984-07-01,5.0453499
1984-08-01,4.8214389
1984-09-01,4.8357562
1984-10-01,4.6322079
1984-11-01,4.5069594
1984-12-01,4.5276762
1985-01-01,4.5938462
1985-02-01,4.5470955
1985-03-01,4.7105345
1985-04-01,4.5144968
1985-05-01,4.4992142
1985-06-01,4.1874237
1985-07-01,4.1708213
1985-08-01,4.295623
1985-09-01,4.2195791
1985-10-01,4.2149842
1985-11-01,4.1259033
1985-12-01,4.0291829
1986-01-01,3.8572315
1986-02-01,3.8347358
1986-03-01,3.5406747
1986-04-01,3.4161298
1986-05-01,3.4697438
1986-06-01,3.7011658
1986-07-01,3.4942219
1986-08-01,3.473521
1986-09-01,3.3147183
1986-10-01,3.4757445
1986-11-01,3.4244334
1986-12-01,3.3423847
1987-01-01,3.3877832
1987-02-01,3.3816857
1987-03-01,3.2860566
1987-04-01,3.4613643
1987-05-01,3.7404269
1987-06-01,3.668411
1987-07-01,3.7240693
1987-08-01,3.7824293
1987-09-01,3.8548643
1987-10-01,3.9247296
1987-11-01,3.8971072
1987-12-01,3.9625517
1988-01-01,3.9493689
1988-02-01,3.6332379
1988-03-01,3.6094707
1988-04-01,3.7619203
1988-05-01,3.7832673
1988-06-01,3.8500699
1988-07-01,3.7959459
1988-08-01,3.7936698
1988-09-01,3.8569392
1988-10-01,3.7629901
1988-11-01,3.7308255
1988-12-01,3.816974
1989-01-01,3.9528882
1989-02-01,3.8744727
1989-03-01,3.9799317
1989-04-01,3.9163389
1989-05-01,3.7693944
1989-06-01,3.6819291
1989-07-01,3.5103317
1989-08-01,3.3878655
1989-09-01,3.5700668
1989-10-01,3.5828003
1989-11-01,3.4841535
1989-12-01,3.4805307
1990-01-01,3.5585001
1990-02-01,3.6949345
1990-03-01,3.6971087
1990-04-01,3.6897183
1990-05-01,3.8327321
1990-06-01,3.6922526
1990-07-01,3.6193367
1990-08-01,3.5887735
1990-09-01,3.7658247
1990-10-01,3.687346
1990-11-01,3.684978
1990-12-01,3.5869542
1991-01-01,3.5857784
1991-02-01,3.5322744
1991-03-01,3.6488869
1991-04-01,3.5619994
1991-05-01,3.586567
1991-06-01,3.6576878
1991-07-01,3.6632849
1991-08-01,3.6397287
1991-09-01,3.5152559
1991-10-01,3.4361052
1991-11-01,3.4131559
1991-12-01,3.365574
1992-01-01,3.2782388
1992-02-01,3.4430378
1992-03-01,3.4582116
1992-04-01,3.4922474
1992-05-01,3.5186426
1992-06-01,3.4429915
1992-07-01,3.3432196
1992-08-01,3.2462072
1992-09-01,3.16454
1992-10-01,3.0722915
1992-11-01,3.2710175
1992-12-01,3.3488267
1993-01-01,3.2613053
1993-02-01,3.1534203
1993-03-01,3.0083374
1993-04-01,3.0512748
1993-05-01,3.012504
1993-06-01,3.0027303
1993-07-01,2.9620849
1993-08-01,2.9988076
1993-09-01,2.888243
1993-10-01,2.8858591
1993-11-01,2.9361619
1993-12-01,2.9975633
1994-01-01,3.0207371
1994-02-01,2.9820506
1994-03-01,3.1482286
1994-04-01,3.3682356
1994-05-01,3.3450533
1994-06-01,3.3725084
1994-07-01,3.4688854
1994-08-01,3.3371783
1994-09-01,3.3655721
1994-10-01,3.5060562
1994-11-01,3.5932649
1994-12-01,3.6036858
1995-01-01,3.6548917
1995-02-01,3.5832471
1995-03-01,3.4309029
1995-04-01,3.3864565
1995-05-01,3.225158
1995-06-01,2.9929708
1995-07-01,3.039924
1995-08-01,3.1102145
1995-09-01,3.0717999
1995-10-01,3.0349315
1995-11-01,3.0041653
1995-12-01,2.8604636
1996-01-01,2.8883738
1996-02-01,2.8832734
1996-03-01,2.9718158
1996-04-01,3.0653512
1996-05-01,3.1956027
1996-06-01,3.2709084
1996-07-01,3.1861891
1996-08-01,3.1941166
1996-09-01,3.2622512
1996-10-01,3.1989307
1996-11-01,3.1410803
1996-12-01,3.0191453
1997-01-01,3.1762135
1997-02-01,3.1746746
1997-03-01,3.1824347
1997-04-01,3.2751482
1997-05-01,3.2246041
1997-06-01,3.218655
1997-07-01,3.1395121
1997-08-01,3.099001
1997-09-01,3.0955833
1997-10-01,3.0806399
1997-11-01,3.0643395
1997-12-01,2.9807979
1998-01-01,2.9572693
1998-02-01,2.9335054
1998-03-01,2.9444238
1998-04-01,2.9373533
1998-05-01,2.9817314
1998-06-01,2.9407225
1998-07-01,2.9403857
1998-08-01,2.930815
1998-09-01,2.7972338
1998-10-01,2.5414455
1998-11-01,2.6525413
1998-12-01,2.6178072
1999-01-01,2.6836046
1999-02-01,2.7133662
1999-03-01,2.8289139
1999-04-01,2.8334292
1999-05-01,2.8771366
1999-06-01,2.9590275
1999-07-01,3.0034672
1999-08-01,3.0384289
1999-09-01,3.0751295
1999-10-01,3.1022026
1999-11-01,3.1084371
1999-12-01,3.1569755
2000-01-01,3.2021988
2000-02-01,3.2587359
2000-03-01,3.2374627
2000-04-01,3.1183253
2000-05-01,3.1873728
2000-06-01,3.2202339
2000-07-01,3.0486863
2000-08-01,3.0272194
2000-09-01,2.9631686
2000-10-01,2.9430397
2000-11-01,2.9411942
2000-12-01,2.8754166
2001-01-01,2.6168994
2001-02-01,2.7160544
2001-03-01,2.6154956
2001-04-01,2.6736366
2001-05-01,2.8113162
2001-06-01,2.88043
2001-07-01,2.8493027
2001-08-01,2.7565537
2001-09-01,2.7882789
2001-10-01,2.6462515
2001-11-01,2.5500938
2001-12-01,2.7226119
2002-01-01,2.861567
2002-02-01,2.8057661
2002-03-01,2.8043896
2002-04-01,2.9800242
2002-05-01,2.8519097
2002-06-01,2.8128316
2002-07-01,2.7466019
2002-08-01,2.5508878
2002-09-01,2.4143459
2002-10-01,2.3381341
2002-11-01,2.397408
2002-12-01,2.5089981
2003-01-01,2.4347458
2003-02-01,2.4350872
2003-03-01,2.3092435
2003-04-01,2.3350049
2003-05-01,2.3418389
2003-06-01,2.2143953
2003-07-01,2.2374724
2003-08-01,2.481921
2003-09-01,2.5628852
2003-10-01,2.3380392
2003-11-01,2.4807468
2003-12-01,2.5294597
2004-01-01,2.5029626
2004-02-01,2.467221
2004-03-01,2.3945337
2004-04-01,2.3702636
2004-05-01,2.601901
2004-06-01,2.6780148
2004-07-01,2.6372933
2004-08-01,2.6085345
2004-09-01,2.5022573
2004-10-01,2.5176477
2004-11-01,2.4783592
2004-12-01,2.5260099
2005-01-01,2.5298366
2005-02-01,2.5299786
2005-03-01,2.604103
2005-04-01,2.6361415
2005-05-01,2.5356562
2005-06-01,2.4562892
2005-07-01,2.5078997
2005-08-01,2.5895858
2005-09-01,2.4928174
2005-10-01,2.6338356
2005-11-01,2.644257
2005-12-01,2.6329646
2006-01-01,2.5680783
2006-02-01,2.6153062
2006-03-01,2.6121136
2006-04-01,2.6971385
2006-05-01,2.7211016
2006-06-01,2.7279008
2006-07-01,2.7714873
2006-08-01,2.6837489
2006-09-01,2.6077915
2006-10-01,2.5938164
2006-11-01,2.5257331
2006-12-01,2.4958737
2007-01-01,2.6195302
2007-02-01,2.6576431
2007-03-01,2.5572236
2007-04-01,2.5769516
2007-05-01,2.6088702
2007-06-01,2.7154998
2007-07-01,2.7144635
2007-08-01,2.5896592
2007-09-01,2.5326586
2007-10-01,2.5824149
2007-11-01,2.5042243
2007-12-01,2.3209232
2008-01-01,2.3507017
2008-02-01,2.2841499
2008-03-01,2.1919281
2008-04-01,2.2403174
2008-05-01,2.4078093
2008-06-01,2.4513079
2008-07-01,2.475377
2008-08-01,2.4771531
2008-09-01,2.3786899
2008-10-01,2.3384754
2008-11-01,2.2882101
2008-12-01,1.9680908
2009-01-01,1.9956999
2009-02-01,2.0389658
2009-03-01,2.0438108
2009-04-01,2.0304618
2009-05-01,2.1588476
2009-06-01,2.2788576
2009-07-01,2.2973149
2009-08-01,2.3210165
2009-09-01,2.2896657
2009-10-01,2.2282127
2009-11-01,2.2754409
2009-12-01,2.1826616
2010-01-01,2.3349182
2010-02-01,2.2739093
2010-03-01,2.25697
2010-04-01,2.3152263
2010-05-01,2.2842897
2010-06-01,2.1782463
2010-07-01,2.0722988
2010-08-01,2.0404665
2010-09-01,1.9548451
2010-10-01,1.9321186
2010-11-01,1.9088708
2010-12-01,2.0228587
2011-01-01,2.1809767
2011-02-01,2.1927712
2011-03-01,2.2320651
2011-04-01,2.2728661
2011-05-01,2.2141456
2011-06-01,2.1141571
2011-07-01,2.1765007
2011-08-01,2.0104219
2011-09-01,1.89567
2011-10-01,1.9030286
2011-11-01,1.9173986
2011-12-01,1.9357268
2012-01-01,1.9128662
2012-02-01,1.8688468
2012-03-01,1.8998337
2012-04-01,1.9420204
2012-05-01,1.8712277
2012-06-01,1.7926477
2012-07-01,1.8286881
2012-08-01,1.8210661
2012-09-01,1.8385539
2012-10-01,1.8300878
