"Date","HQMCB4YR"
1984-01-01,11.85
1984-02-01,12.04
1984-03-01,12.33
1984-04-01,12.69
1984-05-01,13.42
1984-06-01,13.85
1984-07-01,13.8
1984-08-01,13.14
1984-09-01,13.04
1984-10-01,12.66
1984-11-01,12.11
1984-12-01,11.9
1985-01-01,11.81
1985-02-01,11.47
1985-03-01,11.76
1985-04-01,11.37
1985-05-01,10.89
1985-06-01,10.34
1985-07-01,10.39
1985-08-01,10.6
1985-09-01,10.61
1985-10-01,10.51
1985-11-01,10.17
1985-12-01,9.69
1986-01-01,9.56
1986-02-01,9.3
1986-03-01,8.71
1986-04-01,8.42
1986-05-01,8.56
1986-06-01,8.79
1986-07-01,8.32
1986-08-01,8.18
1986-09-01,8.12
1986-10-01,8.02
1986-11-01,7.75
1986-12-01,7.59
1987-01-01,7.51
1987-02-01,7.57
1987-03-01,7.54
1987-04-01,8.09
1987-05-01,8.68
1987-06-01,8.63
1987-07-01,8.6
1987-08-01,8.82
1987-09-01,9.41
1987-10-01,9.67
1987-11-01,9.11
1987-12-01,9.18
1988-01-01,8.96
1988-02-01,8.59
1988-03-01,8.63
1988-04-01,8.86
1988-05-01,9.04
1988-06-01,9.07
1988-07-01,9.2
1988-08-01,9.4
1988-09-01,9.31
1988-10-01,9.21
1988-11-01,9.44
1988-12-01,9.74
1989-01-01,9.85
1989-02-01,9.9
1989-03-01,10.2
1989-04-01,10.22
1989-05-01,9.9
1989-06-01,9.32
1989-07-01,8.97
1989-08-01,8.98
1989-09-01,9.14
1989-10-01,8.95
1989-11-01,8.79
1989-12-01,8.79
1990-01-01,9.08
1990-02-01,9.34
1990-03-01,9.44
1990-04-01,9.62
1990-05-01,9.64
1990-06-01,9.34
1990-07-01,9.32
1990-08-01,9.37
1990-09-01,9.43
1990-10-01,9.52
1990-11-01,9.42
1990-12-01,9.15
1991-01-01,9.14
1991-02-01,8.9
1991-03-01,8.9
1991-04-01,8.65
1991-05-01,8.56
1991-06-01,8.67
1991-07-01,8.72
1991-08-01,8.28
1991-09-01,7.98
1991-10-01,7.5
1991-11-01,7.33
1991-12-01,7.01
1992-01-01,6.89
1992-02-01,7.28
1992-03-01,7.53
1992-04-01,7.36
1992-05-01,7.24
1992-06-01,7.05
1992-07-01,6.48
1992-08-01,6.23
1992-09-01,6
1992-10-01,6.2
1992-11-01,6.64
1992-12-01,6.66
1993-01-01,6.46
1993-02-01,6.01
1993-03-01,5.74
1993-04-01,5.63
1993-05-01,5.69
1993-06-01,5.74
1993-07-01,5.58
1993-08-01,5.5
1993-09-01,5.25
1993-10-01,5.22
1993-11-01,5.51
1993-12-01,5.53
1994-01-01,5.4
1994-02-01,5.71
1994-03-01,6.27
1994-04-01,6.95
1994-05-01,7.24
1994-06-01,7.19
1994-07-01,7.36
1994-08-01,7.34
1994-09-01,7.54
1994-10-01,7.86
1994-11-01,8.22
1994-12-01,8.38
1995-01-01,8.38
1995-02-01,7.98
1995-03-01,7.59
1995-04-01,7.34
1995-05-01,6.89
1995-06-01,6.42
1995-07-01,6.52
1995-08-01,6.75
1995-09-01,6.5
1995-10-01,6.34
1995-11-01,6.15
1995-12-01,5.98
1996-01-01,5.82
1996-02-01,5.79
1996-03-01,6.42
1996-04-01,6.74
1996-05-01,6.89
1996-06-01,7.09
1996-07-01,7.02
1996-08-01,6.78
1996-09-01,7
1996-10-01,6.64
1996-11-01,6.36
1996-12-01,6.48
1997-01-01,6.73
1997-02-01,6.58
1997-03-01,6.91
1997-04-01,7.15
1997-05-01,6.96
1997-06-01,6.75
1997-07-01,6.49
1997-08-01,6.56
1997-09-01,6.5
1997-10-01,6.36
1997-11-01,6.33
1997-12-01,6.3
1998-01-01,5.95
1998-02-01,6.03
1998-03-01,6.14
1998-04-01,6.14
1998-05-01,6.15
