"Date","MSWP1"
2000-07-01,7.05
2000-08-01,6.95
2000-09-01,6.8
2000-10-01,6.7
2000-11-01,6.65
2000-12-01,6.18
2001-01-01,5.38
2001-02-01,5.14
2001-03-01,4.77
2001-04-01,4.51
2001-05-01,4.29
2001-06-01,4.06
2001-07-01,3.99
2001-08-01,3.73
2001-09-01,3.05
2001-10-01,2.52
2001-11-01,2.4
2001-12-01,2.44
2002-01-01,2.37
2002-02-01,2.45
2002-03-01,2.88
2002-04-01,2.8
2002-05-01,2.66
2002-06-01,2.45
2002-07-01,2.14
2002-08-01,1.9
2002-09-01,1.86
2002-10-01,1.81
2002-11-01,1.64
2002-12-01,1.57
2003-01-01,1.48
2003-02-01,1.4
2003-03-01,1.32
2003-04-01,1.36
2003-05-01,1.26
2003-06-01,1.09
2003-07-01,1.21
2003-08-01,1.42
2003-09-01,1.34
2003-10-01,1.42
2003-11-01,1.52
2003-12-01,1.5
2004-01-01,1.42
2004-02-01,1.41
2004-03-01,1.33
2004-04-01,1.63
2004-05-01,2.03
2004-06-01,2.36
2004-07-01,2.34
2004-08-01,2.28
2004-09-01,2.38
2004-10-01,2.48
2004-11-01,2.82
2004-12-01,3.02
2005-01-01,3.22
2005-02-01,3.39
2005-03-01,3.7
2005-04-01,3.74
2005-05-01,3.76
2005-06-01,3.82
2005-07-01,4.08
2005-08-01,4.27
2005-09-01,4.23
2005-10-01,4.58
2005-11-01,4.79
2005-12-01,4.84
2006-01-01,4.85
2006-02-01,5.08
2006-03-01,5.19
2006-04-01,5.33
2006-05-01,5.4
2006-06-01,5.6
2006-07-01,5.66
2006-08-01,5.49
2006-09-01,5.38
2006-10-01,5.37
2006-11-01,5.3
2006-12-01,5.25
2007-01-01,5.38
2007-02-01,5.38
2007-03-01,5.22
2007-04-01,5.3
2007-05-01,5.36
2007-06-01,5.46
2007-07-01,5.4
2007-08-01,5.09
2007-09-01,4.91
2007-10-01,4.79
2007-11-01,4.42
2007-12-01,4.29
2008-01-01,3.33
2008-02-01,2.69
2008-03-01,2.41
2008-04-01,2.71
2008-05-01,2.88
2008-06-01,3.22
2008-07-01,3.09
2008-08-01,3.03
2008-09-01,3.03
2008-10-01,2.86
2008-11-01,2.11
2008-12-01,1.62
2009-01-01,1.15
2009-02-01,1.33
2009-03-01,1.36
2009-04-01,1.19
2009-05-01,0.94
2009-06-01,0.95
2009-07-01,0.78
2009-08-01,0.77
2009-09-01,0.61
2009-10-01,0.62
2009-11-01,0.5
2009-12-01,0.57
2010-01-01,0.53
2010-02-01,0.51
2010-03-01,0.53
2010-04-01,0.59
2010-05-01,0.78
2010-06-01,0.78
2010-07-01,0.6
2010-08-01,0.46
2010-09-01,0.44
2010-10-01,0.38
2010-11-01,0.44
2010-12-01,0.5
2011-01-01,0.46
2011-02-01,0.47
2011-03-01,0.44
2011-04-01,0.41
2011-05-01,0.37
2011-06-01,0.39
2011-07-01,0.43
2011-08-01,0.44
2011-09-01,0.49
2011-10-01,0.57
2011-11-01,0.66
2011-12-01,0.67
2012-01-01,0.58
2012-02-01,0.5
2012-03-01,0.5
2012-04-01,0.52
2012-05-01,0.55
2012-06-01,0.52
2012-07-01,0.45
2012-08-01,0.42
2012-09-01,0.36
2012-10-01,0.33
2012-11-01,0.33
2012-12-01,0.33
2013-01-01,0.33
2013-02-01,0.33
2013-03-01,0.33
2013-04-01,0.32
2013-05-01,0.31
2013-06-01,0.35
2013-07-01,0.35
2013-08-01,0.34
2013-09-01,0.33
2013-10-01,0.31
2013-11-01,0.28
2013-12-01,0.29
2014-01-01,0.3
2014-02-01,0.27
2014-03-01,0.28
2014-04-01,0.26
2014-05-01,0.26
2014-06-01,0.28
2014-07-01,0.31
2014-08-01,0.32
2014-09-01,0.36
2014-10-01,0.32
2014-11-01,0.34
2014-12-01,0.41
2015-01-01,0.41
2015-02-01,0.47
2015-03-01,0.5
2015-04-01,0.46
2015-05-01,0.48
2015-06-01,0.53
2015-07-01,0.53
2015-08-01,0.56
2015-09-01,0.53
2015-10-01,0.49
2015-11-01,0.64
2015-12-01,0.78
2016-01-01,0.78
2016-02-01,0.7
2016-03-01,0.8
2016-04-01,0.77
2016-05-01,0.81
2016-06-01,0.77
2016-07-01,0.79
2016-08-01,0.91
2016-09-01,0.95
