"Date","HQMCB42Y6M"
1984-01-01,9.31
1984-02-01,10.73
1984-03-01,11.12
1984-04-01,11.39
1984-05-01,12.35
1984-06-01,12.57
1984-07-01,12.45
1984-08-01,11.96
1984-09-01,12.37
1984-10-01,10.5
1984-11-01,10.37
1984-12-01,11.28
1985-01-01,10.95
1985-02-01,9.99
1985-03-01,10.24
1985-04-01,10.11
1985-05-01,10.04
1985-06-01,9.63
1985-07-01,10.67
1985-08-01,11
1985-09-01,11.5
1985-10-01,11.39
1985-11-01,10.91
1985-12-01,10.32
1986-01-01,9.45
1986-02-01,9.58
1986-03-01,8.66
1986-04-01,8.35
1986-05-01,9.26
1986-06-01,9.94
1986-07-01,9.57
1986-08-01,9.76
1986-09-01,9.93
1986-10-01,10.03
1986-11-01,9.76
1986-12-01,9.49
1987-01-01,9.42
1987-02-01,9.37
1987-03-01,9.36
1987-04-01,10.18
1987-05-01,10.9
1987-06-01,10.44
1987-07-01,10.2
1987-08-01,10.28
1987-09-01,10.51
1987-10-01,10.52
1987-11-01,9.92
1987-12-01,10.04
1988-01-01,9.5
1988-02-01,9.31
1988-03-01,9.56
1988-04-01,10.16
1988-05-01,10.54
1988-06-01,10.21
1988-07-01,10.38
1988-08-01,10.28
1988-09-01,10.05
1988-10-01,9.9
1988-11-01,9.84
1988-12-01,9.79
1989-01-01,9.84
1989-02-01,9.93
1989-03-01,9.92
1989-04-01,9.73
1989-05-01,9.63
1989-06-01,9.25
1989-07-01,9.26
1989-08-01,9.25
1989-09-01,9.23
1989-10-01,9.13
1989-11-01,9.02
1989-12-01,8.95
1990-01-01,9.04
1990-02-01,9.29
1990-03-01,9.5
1990-04-01,9.62
1990-05-01,9.87
1990-06-01,9.69
1990-07-01,9.74
1990-08-01,10.43
1990-09-01,10.64
1990-10-01,10.72
1990-11-01,10.41
1990-12-01,10.07
1991-01-01,10.03
1991-02-01,9.66
1991-03-01,9.94
1991-04-01,9.75
1991-05-01,9.91
1991-06-01,10.15
1991-07-01,10.09
1991-08-01,9.8
1991-09-01,9.67
1991-10-01,9.91
1991-11-01,9.99
1991-12-01,10.01
1992-01-01,9.97
1992-02-01,9.93
1992-03-01,9.87
1992-04-01,9.81
1992-05-01,9.66
1992-06-01,9.64
1992-07-01,9.69
1992-08-01,9.65
1992-09-01,9.74
1992-10-01,10.1
1992-11-01,9.87
1992-12-01,9.44
1993-01-01,9.4
1993-02-01,9.13
1993-03-01,8.85
1993-04-01,9.01
1993-05-01,9.16
1993-06-01,8.98
1993-07-01,8.67
1993-08-01,8.16
1993-09-01,8.05
1993-10-01,8.08
1993-11-01,8.29
1993-12-01,8.21
1994-01-01,8.23
1994-02-01,8.29
1994-03-01,8.53
1994-04-01,8.78
1994-05-01,8.74
