"Date","EXPINF26YR"
1982-01-01,5.2480047
1982-02-01,5.1441786
1982-03-01,4.804894
1982-04-01,4.8627851
1982-05-01,4.8814715
1982-06-01,4.8066832
1982-07-01,5.0126249
1982-08-01,4.8607084
1982-09-01,4.9109861
1982-10-01,4.6592875
1982-11-01,4.1940319
1982-12-01,4.3125169
1983-01-01,4.1888434
1983-02-01,4.3127923
1983-03-01,4.1432236
1983-04-01,4.2131528
1983-05-01,4.0588655
1983-06-01,4.2223298
1983-07-01,4.3005472
1983-08-01,4.3955386
1983-09-01,4.4725313
1983-10-01,4.3725308
1983-11-01,4.4428954
1983-12-01,4.4593389
1984-01-01,4.4302363
1984-02-01,4.4204281
1984-03-01,4.5354127
1984-04-01,4.6129491
1984-05-01,4.7127805
1984-06-01,4.9284572
1984-07-01,4.916667
1984-08-01,4.7071212
1984-09-01,4.7208022
1984-10-01,4.5273392
1984-11-01,4.411588
1984-12-01,4.4315467
1985-01-01,4.4940881
1985-02-01,4.4507708
1985-03-01,4.603979
1985-04-01,4.4190069
1985-05-01,4.4055067
1985-06-01,4.111694
1985-07-01,4.0964962
1985-08-01,4.2143457
1985-09-01,4.1424358
1985-10-01,4.1382668
1985-11-01,4.0545494
1985-12-01,3.9640398
1986-01-01,3.8025594
1986-02-01,3.7809296
1986-03-01,3.5044194
1986-04-01,3.3885061
1986-05-01,3.4397805
1986-06-01,3.6563127
1986-07-01,3.4610353
1986-08-01,3.4422322
1986-09-01,3.2923852
1986-10-01,3.4443741
1986-11-01,3.3968091
1986-12-01,3.3179396
1987-01-01,3.361455
1987-02-01,3.3554084
1987-03-01,3.2661644
1987-04-01,3.4303321
1987-05-01,3.693082
1987-06-01,3.6243906
1987-07-01,3.6772917
1987-08-01,3.7317025
1987-09-01,3.7995978
1987-10-01,3.8646105
1987-11-01,3.8409306
1987-12-01,3.9024982
1988-01-01,3.8913029
1988-02-01,3.5919923
1988-03-01,3.5699456
1988-04-01,3.7126759
1988-05-01,3.732314
1988-06-01,3.7958496
1988-07-01,3.7438681
1988-08-01,3.7410783
1988-09-01,3.8005432
1988-10-01,3.7121014
1988-11-01,3.6822543
1988-12-01,3.7626851
1989-01-01,3.8910805
1989-02-01,3.8171713
1989-03-01,3.9162153
1989-04-01,3.8553161
1989-05-01,3.7158236
1989-06-01,3.6350078
1989-07-01,3.4734142
1989-08-01,3.3585136
1989-09-01,3.5308009
1989-10-01,3.5420984
1989-11-01,3.4499229
1989-12-01,3.447616
1990-01-01,3.5194635
1990-02-01,3.6475116
1990-03-01,3.6505372
1990-04-01,3.6430476
1990-05-01,3.7778735
1990-06-01,3.645788
1990-07-01,3.5769968
1990-08-01,3.5481732
1990-09-01,3.7136521
1990-10-01,3.6386942
1990-11-01,3.6370012
1990-12-01,3.5446142
1991-01-01,3.5463155
1991-02-01,3.4965205
1991-03-01,3.6066726
1991-04-01,3.5244077
1991-05-01,3.5483267
1991-06-01,3.6157408
1991-07-01,3.6199978
1991-08-01,3.5981198
1991-09-01,3.4812642
1991-10-01,3.4067215
1991-11-01,3.3855252
1991-12-01,3.3405541
1992-01-01,3.2591834
1992-02-01,3.4145596
1992-03-01,3.4279816
1992-04-01,3.4607013
1992-05-01,3.4857632
1992-06-01,3.4138434
1992-07-01,3.3206329
1992-08-01,3.2297198
1992-09-01,3.1530072
1992-10-01,3.0662229
1992-11-01,3.2532885
1992-12-01,3.3268906
1993-01-01,3.2442278
1993-02-01,3.1429077
1993-03-01,3.0057644
1993-04-01,3.0465252
1993-05-01,3.0102968
1993-06-01,3.0007669
1993-07-01,2.9625939
1993-08-01,2.9971561
1993-09-01,2.8933522
