"Date","HQMCB24Y6M"
1984-01-01,10.54
1984-02-01,11.39
1984-03-01,11.77
1984-04-01,11.94
1984-05-01,12.64
1984-06-01,12.74
1984-07-01,12.69
1984-08-01,12.26
1984-09-01,12.46
1984-10-01,11.39
1984-11-01,11.2
1984-12-01,11.71
1985-01-01,11.45
1985-02-01,10.89
1985-03-01,11.17
1985-04-01,10.97
1985-05-01,10.81
1985-06-01,10.42
1985-07-01,11.04
1985-08-01,11.19
1985-09-01,11.49
1985-10-01,11.32
1985-11-01,10.87
1985-12-01,10.43
1986-01-01,9.72
1986-02-01,9.74
1986-03-01,9.04
1986-04-01,8.71
1986-05-01,9.23
1986-06-01,9.7
1986-07-01,9.54
1986-08-01,9.6
1986-09-01,9.72
1986-10-01,9.85
1986-11-01,9.65
1986-12-01,9.39
1987-01-01,9.18
1987-02-01,9.16
1987-03-01,9.11
1987-04-01,9.84
1987-05-01,10.44
1987-06-01,10.19
1987-07-01,10.13
1987-08-01,10.27
1987-09-01,10.61
1987-10-01,10.67
1987-11-01,10.09
1987-12-01,10.18
1988-01-01,9.73
1988-02-01,9.44
1988-03-01,9.61
1988-04-01,10.06
1988-05-01,10.42
1988-06-01,10.18
1988-07-01,10.3
1988-08-01,10.28
1988-09-01,10.06
1988-10-01,9.88
1988-11-01,9.85
1988-12-01,9.83
1989-01-01,9.83
1989-02-01,9.9
1989-03-01,9.95
1989-04-01,9.77
1989-05-01,9.64
1989-06-01,9.24
1989-07-01,9.15
1989-08-01,9.14
1989-09-01,9.16
1989-10-01,9.06
1989-11-01,8.97
1989-12-01,8.95
1990-01-01,9.1
1990-02-01,9.34
1990-03-01,9.48
1990-04-01,9.61
1990-05-01,9.77
1990-06-01,9.58
1990-07-01,9.62
1990-08-01,10.16
1990-09-01,10.35
1990-10-01,10.4
1990-11-01,10.17
1990-12-01,9.88
1991-01-01,9.84
1991-02-01,9.54
1991-03-01,9.76
1991-04-01,9.58
1991-05-01,9.67
1991-06-01,9.86
1991-07-01,9.83
1991-08-01,9.56
1991-09-01,9.42
1991-10-01,9.56
1991-11-01,9.6
1991-12-01,9.47
1992-01-01,9.38
1992-02-01,9.45
1992-03-01,9.44
1992-04-01,9.39
1992-05-01,9.28
1992-06-01,9.21
1992-07-01,9.15
1992-08-01,9.03
1992-09-01,9.04
1992-10-01,9.33
1992-11-01,9.26
1992-12-01,8.94
1993-01-01,8.87
1993-02-01,8.58
1993-03-01,8.31
1993-04-01,8.41
1993-05-01,8.51
1993-06-01,8.37
1993-07-01,8.1
1993-08-01,7.72
1993-09-01,7.54
1993-10-01,7.54
1993-11-01,7.8
1993-12-01,7.76
