"Date","M13050USM156NNBR"
1948-01-01,2.36
1948-02-01,2.47
1948-03-01,2.45
1948-04-01,2.37
1948-05-01,2.31
1948-06-01,2.24
1948-07-01,2.27
1948-08-01,2.37
1948-09-01,2.41
1948-10-01,2.42
1948-11-01,2.38
1948-12-01,2.26
1949-01-01,2.16
1949-02-01,2.2
1949-03-01,2.18
1949-04-01,2.14
1949-05-01,2.14
1949-06-01,2.2
1949-07-01,2.16
1949-08-01,2.12
1949-09-01,2.14
1949-10-01,2.16
1949-11-01,2.12
1949-12-01,2.09
1950-01-01,2.06
1950-02-01,2.03
1950-03-01,2.01
1950-04-01,2.03
1950-05-01,2
1950-06-01,1.99
1950-07-01,2.01
1950-08-01,1.83
1950-09-01,1.84
1950-10-01,1.79
1950-11-01,1.74
1950-12-01,1.72
1951-01-01,1.61
1951-02-01,1.58
1951-03-01,1.74
1951-04-01,1.94
1951-05-01,2
1951-06-01,2.19
1951-07-01,2.15
1951-08-01,2.02
1951-09-01,2.01
1951-10-01,2.06
1951-11-01,2.05
1951-12-01,2.09
1952-01-01,2.09
1952-02-01,2.07
1952-03-01,2.08
1952-04-01,2.04
1952-05-01,2.06
1952-06-01,2.13
1952-07-01,2.15
1952-08-01,2.24
1952-09-01,2.3
1952-10-01,2.38
1952-11-01,2.38
1952-12-01,2.38
1953-01-01,2.43
1953-02-01,2.55
1953-03-01,2.65
1953-04-01,2.65
1953-05-01,2.78
1953-06-01,2.99
1953-07-01,2.98
1953-08-01,2.9
1953-09-01,2.9
1953-10-01,2.75
1953-11-01,2.62
1953-12-01,2.6
1954-01-01,2.5
1954-02-01,2.42
1954-03-01,2.4
1954-04-01,2.47
1954-05-01,2.5
1954-06-01,2.48
1954-07-01,2.32
1954-08-01,2.26
1954-09-01,2.31
1954-10-01,2.34
1954-11-01,2.32
1954-12-01,2.36
1955-01-01,2.4
1955-02-01,2.44
1955-03-01,2.44
1955-04-01,2.41
1955-05-01,2.38
1955-06-01,2.41
1955-07-01,2.54
1955-08-01,2.6
1955-09-01,2.58
1955-10-01,2.51
1955-11-01,2.46
1955-12-01,2.57
1956-01-01,2.5
1956-02-01,2.44
1956-03-01,2.57
1956-04-01,2.7
1956-05-01,2.68
1956-06-01,2.54
1956-07-01,2.65
1956-08-01,2.8
1956-09-01,2.94
1956-10-01,2.95
1956-11-01,3.16
1956-12-01,3.22
1957-01-01,3.18
1957-02-01,3
1957-03-01,3.1
1957-04-01,3.13
1957-05-01,3.27
1957-06-01,3.41
1957-07-01,3.4
1957-08-01,3.54
1957-09-01,3.54
1957-10-01,3.42
1957-11-01,3.37
1957-12-01,3.04
1958-01-01,2.91
1958-02-01,3.02
1958-03-01,3.06
1958-04-01,2.96
1958-05-01,2.92
1958-06-01,2.97
1958-07-01,3.09
1958-08-01,3.36
1958-09-01,3.54
1958-10-01,3.45
1958-11-01,3.32
1958-12-01,3.34
1959-01-01,3.42
1959-02-01,3.36
1959-03-01,3.3
1959-04-01,3.39
1959-05-01,3.58
1959-06-01,3.72
1959-07-01,3.71
1959-08-01,3.58
1959-09-01,3.78
1959-10-01,3.62
1959-11-01,3.55
1959-12-01,3.68
1960-01-01,3.72
1960-02-01,3.6
1960-03-01,3.56
1960-04-01,3.56
1960-05-01,3.6
1960-06-01,3.55
1960-07-01,3.5
1960-08-01,3.34
1960-09-01,3.42
1960-10-01,3.53
1960-11-01,3.4
1960-12-01,3.4
1961-01-01,3.4
1961-02-01,3.31
1961-03-01,3.45
1961-04-01,3.5
1961-05-01,3.43
1961-06-01,3.52
1961-07-01,3.52
1961-08-01,3.52
1961-09-01,3.53
1961-10-01,3.42
1961-11-01,3.41
1961-12-01,3.47
1962-01-01,3.34
1962-02-01,3.21
1962-03-01,3.14
1962-04-01,3.06
1962-05-01,3.11
1962-06-01,3.26
1962-07-01,3.28
1962-08-01,3.23
1962-09-01,3.11
1962-10-01,3.02
1962-11-01,3.04
1962-12-01,3.07
1963-01-01,3.1
1963-02-01,3.15
1963-03-01,3.05
1963-04-01,3.1
1963-05-01,3.11
1963-06-01,3.21
1963-07-01,3.22
1963-08-01,3.13
1963-09-01,3.2
1963-10-01,3.2
1963-11-01,3.3
1963-12-01,3.27
1964-01-01,3.22
1964-02-01,3.14
1964-03-01,3.28
1964-04-01,3.28
1964-05-01,3.2
1964-06-01,3.2
1964-07-01,3.18
1964-08-01,3.19
1964-09-01,3.23
1964-10-01,3.25
1964-11-01,3.18
1964-12-01,3.13
1965-01-01,3.06
1965-02-01,3.09
1965-03-01,3.18
1965-04-01,3.15
1965-05-01,3.17
1965-06-01,3.24
1965-07-01,3.27
1965-08-01,3.24
1965-09-01,3.35
1965-10-01,3.4
1965-11-01,3.46
1965-12-01,3.54
1966-01-01,3.52
1966-02-01,3.64
1966-03-01,3.72
1966-04-01,3.56
1966-05-01,3.65
1966-06-01,3.77
1966-07-01,3.95
1966-08-01,4.12
1966-09-01,4.12
1966-10-01,3.94
1966-11-01,3.86
1966-12-01,3.86
1967-01-01,3.54
