"Date","EXPINF4YR"
1982-01-01,6.5031205
1982-02-01,6.4501521
1982-03-01,6.1132595
1982-04-01,6.1328495
1982-05-01,5.9638286
1982-06-01,5.9152775
1982-07-01,6.3324733
1982-08-01,6.0876831
1982-09-01,6.0382389
1982-10-01,5.4945677
1982-11-01,4.90351
1982-12-01,4.9987189
1983-01-01,4.9288483
1983-02-01,4.9930939
1983-03-01,4.6825275
1983-04-01,4.9086636
1983-05-01,4.7428505
1983-06-01,4.8002823
1983-07-01,5.0731491
1983-08-01,5.2783475
1983-09-01,5.3241141
1983-10-01,5.2014278
1983-11-01,5.294271
1983-12-01,5.3071765
1984-01-01,5.3217165
1984-02-01,5.2443251
1984-03-01,5.3274536
1984-04-01,5.5705958
1984-05-01,5.6909021
1984-06-01,5.9609815
1984-07-01,6.0071249
1984-08-01,5.6349222
1984-09-01,5.6350996
1984-10-01,5.5207004
1984-11-01,5.2067115
1984-12-01,5.198466
1985-01-01,5.2633117
1985-02-01,5.1523566
1985-03-01,5.4063971
1985-04-01,5.1890689
1985-05-01,5.1079881
1985-06-01,4.7471125
1985-07-01,4.6883368
1985-08-01,4.8169757
1985-09-01,4.74688
1985-10-01,4.7291435
1985-11-01,4.6063722
1985-12-01,4.4432342
1986-01-01,4.2053131
1986-02-01,4.2084454
1986-03-01,3.8127191
1986-04-01,3.5560812
1986-05-01,3.562163
1986-06-01,3.9535603
1986-07-01,3.7350952
1986-08-01,3.6577306
1986-09-01,3.487833
1986-10-01,3.6595902
1986-11-01,3.5391479
1986-12-01,3.561955
1987-01-01,3.5598393
1987-02-01,3.5759822
1987-03-01,3.3918899
1987-04-01,3.6813132
1987-05-01,4.0276824
1987-06-01,4.0026956
1987-07-01,4.037192
1987-08-01,4.1480928
1987-09-01,4.2611781
1987-10-01,4.4013465
1987-11-01,4.1973319
1987-12-01,4.2834834
1988-01-01,4.1722967
1988-02-01,3.9054114
1988-03-01,3.8509315
1988-04-01,4.0996597
1988-05-01,4.160394
1988-06-01,4.1935465
1988-07-01,4.2068843
1988-08-01,4.2508624
1988-09-01,4.3363401
1988-10-01,4.2200935
1988-11-01,4.1477425
1988-12-01,4.3048343
1989-01-01,4.4412424
1989-02-01,4.3490698
1989-03-01,4.4978402
1989-04-01,4.4954377
1989-05-01,4.3990379
1989-06-01,4.1745912
1989-07-01,3.9666107
1989-08-01,3.7845184
1989-09-01,3.9522587
1989-10-01,4.0207423
1989-11-01,3.846499
1989-12-01,3.7570062
1990-01-01,3.9724714
1990-02-01,4.174173
1990-03-01,4.0972858
1990-04-01,4.1286534
1990-05-01,4.2937
1990-06-01,4.1092779
1990-07-01,4.0266952
1990-08-01,3.9944464
1990-09-01,4.3102237
1990-10-01,4.2956433
1990-11-01,4.2549349
1990-12-01,4.1402753
1991-01-01,3.9237597
1991-02-01,3.8110103
1991-03-01,3.9281186
1991-04-01,3.8528589
1991-05-01,3.8256877
1991-06-01,3.8793546
1991-07-01,3.9630946
1991-08-01,3.9117325
1991-09-01,3.7320915
1991-10-01,3.6377212
1991-11-01,3.5786056
1991-12-01,3.5344549
1992-01-01,3.3618026
1992-02-01,3.5493788
1992-03-01,3.6338723
1992-04-01,3.6228887
1992-05-01,3.6418594
1992-06-01,3.6013848
1992-07-01,3.4226628
1992-08-01,3.2709453
1992-09-01,3.1564149
1992-10-01,3.0381104
1992-11-01,3.2859415
1992-12-01,3.3550009
1993-01-01,3.2673673
1993-02-01,3.1150554
1993-03-01,2.9777401
1993-04-01,3.0051219
1993-05-01,2.9368062
1993-06-01,2.9468788
1993-07-01,2.8913065
1993-08-01,2.9370992
1993-09-01,2.7784813
1993-10-01,2.7906707
1993-11-01,2.8610697
1993-12-01,2.891136
1994-01-01,2.9683277
1994-02-01,2.9008628
1994-03-01,3.1928073
1994-04-01,3.4396716
1994-05-01,3.4310491
1994-06-01,3.4960483
1994-07-01,3.5607253
1994-08-01,3.4462388
1994-09-01,3.4680493
1994-10-01,3.6831029
1994-11-01,3.78921
1994-12-01,3.8936866
1995-01-01,3.8980354
1995-02-01,3.7835251
1995-03-01,3.600698
1995-04-01,3.5606595
1995-05-01,3.4110267
1995-06-01,3.0473523
1995-07-01,3.1353617
1995-08-01,3.2192139
1995-09-01,3.1552771
1995-10-01,3.1097369
1995-11-01,3.0257797
1995-12-01,2.8430254
1996-01-01,2.9176733
1996-02-01,2.8795342
1996-03-01,2.913277
1996-04-01,3.1462244
1996-05-01,3.2931257
1996-06-01,3.3711262
1996-07-01,3.274876
1996-08-01,3.2631999
1996-09-01,3.352156
1996-10-01,3.2872732
1996-11-01,3.1955822
1996-12-01,3.046032
1997-01-01,3.2474082
1997-02-01,3.2328747
1997-03-01,3.2858572
1997-04-01,3.3888592
1997-05-01,3.3118389
1997-06-01,3.3003891
1997-07-01,3.2066583
1997-08-01,3.1272469
1997-09-01,3.1482465
1997-10-01,3.1038439
1997-11-01,3.0702373
1997-12-01,3.0077097
1998-01-01,2.9298879
1998-02-01,2.8646251
1998-03-01,2.9504671
1998-04-01,2.9055844
1998-05-01,2.9205781
1998-06-01,2.8434355
1998-07-01,2.8963841
1998-08-01,2.8843942
1998-09-01,2.694841
1998-10-01,2.3576981
1998-11-01,2.4733634
1998-12-01,2.435903
1999-01-01,2.5254341
1999-02-01,2.5630667
1999-03-01,2.7744695
1999-04-01,2.7850491
1999-05-01,2.8278295
1999-06-01,2.8538586
1999-07-01,2.9845455
1999-08-01,3.0295526
1999-09-01,3.0379257
1999-10-01,3.1006014
1999-11-01,3.135687
1999-12-01,3.2234258
2000-01-01,3.2734206
2000-02-01,3.3532506
2000-03-01,3.3561753
2000-04-01,3.2148991
2000-05-01,3.3264128
2000-06-01,3.4245841
2000-07-01,3.1246768
2000-08-01,3.1159591
2000-09-01,3.0595553
2000-10-01,3.0248284
2000-11-01,3.011288
2000-12-01,2.9490114
2001-01-01,2.5702467
2001-02-01,2.6221351
2001-03-01,2.4293705
2001-04-01,2.5649782
2001-05-01,2.7353216
2001-06-01,2.8020226
2001-07-01,2.7675806
2001-08-01,2.6433679
2001-09-01,2.7810991
2001-10-01,2.4331959
2001-11-01,2.2770953
2001-12-01,2.5919065
2002-01-01,2.6470882
2002-02-01,2.5508666
2002-03-01,2.5227656
2002-04-01,2.8414272
2002-05-01,2.7023275
2002-06-01,2.5991641
2002-07-01,2.5245335
2002-08-01,2.2607885
2002-09-01,2.0886663
2002-10-01,1.9938461
2002-11-01,2.0586402
2002-12-01,2.1600312
2003-01-01,2.1160522
2003-02-01,2.1217709
2003-03-01,1.9376421
2003-04-01,1.9920898
2003-05-01,1.9644621
2003-06-01,1.9144949
2003-07-01,1.7916172
2003-08-01,2.1113672
2003-09-01,2.2281885
2003-10-01,1.9360158
2003-11-01,2.1241931
2003-12-01,2.2377759
2004-01-01,2.1401916
2004-02-01,2.1153408
2004-03-01,1.9768729
2004-04-01,1.9795104
2004-05-01,2.3138686
2004-06-01,2.4759263
2004-07-01,2.3657789
2004-08-01,2.3578225
2004-09-01,2.3132652
2004-10-01,2.2220758
2004-11-01,2.2012878
2004-12-01,2.166762
2005-01-01,2.2467984
2005-02-01,2.2533913
2005-03-01,2.3859976
2005-04-01,2.4507318
2005-05-01,2.3703073
2005-06-01,2.2396638
2005-07-01,2.2978311
2005-08-01,2.4273208
2005-09-01,2.3297099
2005-10-01,2.5750759
2005-11-01,2.6441209
2005-12-01,2.6687669
2006-01-01,2.419677
2006-02-01,2.4970228
2006-03-01,2.3377038
2006-04-01,2.6311328
2006-05-01,2.6936573
2006-06-01,2.6735376
2006-07-01,2.730035
2006-08-01,2.6608869
2006-09-01,2.5431967
2006-10-01,2.4662653
2006-11-01,2.2931549
2006-12-01,2.2821088
2007-01-01,2.5465025
2007-02-01,2.5828659
2007-03-01,2.5104404
2007-04-01,2.5093837
2007-05-01,2.5737243
2007-06-01,2.7547092
2007-07-01,2.6202285
2007-08-01,2.5040275
2007-09-01,2.4112391
2007-10-01,2.3766564
2007-11-01,2.4116976
2007-12-01,2.1741233
2008-01-01,2.1688312
2008-02-01,2.0178213
2008-03-01,1.8434497
2008-04-01,1.8974669
2008-05-01,2.1293928
2008-06-01,2.3005207
2008-07-01,2.3699402
2008-08-01,2.3818429
2008-09-01,2.2079624
2008-10-01,1.930537
2008-11-01,1.7116093
2008-12-01,1.2389406
2009-01-01,1.2984509
2009-02-01,1.3241858
2009-03-01,1.1402005
2009-04-01,1.4786279
2009-05-01,1.6255966
2009-06-01,1.7600744
2009-07-01,1.8328273
2009-08-01,1.9557938
2009-09-01,1.9854444
2009-10-01,1.759628
2009-11-01,1.8486216
2009-12-01,1.7404875
2010-01-01,1.8870386
2010-02-01,1.8261734
2010-03-01,1.8572519
2010-04-01,1.8490121
2010-05-01,1.809705
2010-06-01,1.6481268
2010-07-01,1.4491869
2010-08-01,1.4927304
2010-09-01,1.3051741
2010-10-01,1.3759305
2010-11-01,1.3541715
2010-12-01,1.5071883
2011-01-01,1.8234526
2011-02-01,1.8727028
