"Date","HQMCB18Y6M"
1984-01-01,11.57
1984-02-01,11.93
1984-03-01,12.31
1984-04-01,12.38
1984-05-01,12.86
1984-06-01,12.85
1984-07-01,12.87
1984-08-01,12.5
1984-09-01,12.51
1984-10-01,12.12
1984-11-01,11.89
1984-12-01,12.07
1985-01-01,11.87
1985-02-01,11.65
1985-03-01,11.96
1985-04-01,11.69
1985-05-01,11.46
1985-06-01,11.09
1985-07-01,11.37
1985-08-01,11.34
1985-09-01,11.47
1985-10-01,11.25
1985-11-01,10.83
1985-12-01,10.51
1986-01-01,9.93
1986-02-01,9.87
1986-03-01,9.35
1986-04-01,9
1986-05-01,9.2
1986-06-01,9.49
1986-07-01,9.53
1986-08-01,9.47
1986-09-01,9.57
1986-10-01,9.72
1986-11-01,9.58
1986-12-01,9.33
1987-01-01,8.98
1987-02-01,9
1987-03-01,8.91
1987-04-01,9.56
1987-05-01,10.07
1987-06-01,10
1987-07-01,10.08
1987-08-01,10.28
1987-09-01,10.7
1987-10-01,10.81
1987-11-01,10.25
1987-12-01,10.3
1988-01-01,9.93
1988-02-01,9.55
1988-03-01,9.66
1988-04-01,9.99
1988-05-01,10.33
1988-06-01,10.16
1988-07-01,10.25
1988-08-01,10.29
1988-09-01,10.07
1988-10-01,9.88
1988-11-01,9.86
1988-12-01,9.87
1989-01-01,9.82
1989-02-01,9.87
1989-03-01,9.97
1989-04-01,9.8
1989-05-01,9.65
1989-06-01,9.23
1989-07-01,9.06
1989-08-01,9.05
1989-09-01,9.11
1989-10-01,9
1989-11-01,8.92
1989-12-01,8.95
1990-01-01,9.15
1990-02-01,9.38
1990-03-01,9.46
1990-04-01,9.59
1990-05-01,9.68
1990-06-01,9.5
1990-07-01,9.51
1990-08-01,9.93
1990-09-01,10.1
1990-10-01,10.13
1990-11-01,9.97
1990-12-01,9.72
1991-01-01,9.69
1991-02-01,9.43
1991-03-01,9.61
1991-04-01,9.45
1991-05-01,9.48
1991-06-01,9.63
1991-07-01,9.61
1991-08-01,9.37
1991-09-01,9.23
1991-10-01,9.28
1991-11-01,9.29
1991-12-01,9.03
1992-01-01,8.89
1992-02-01,9.06
1992-03-01,9.1
1992-04-01,9.04
1992-05-01,8.97
1992-06-01,8.86
1992-07-01,8.71
1992-08-01,8.54
1992-09-01,8.48
1992-10-01,8.69
1992-11-01,8.75
1992-12-01,8.54
1993-01-01,8.43
1993-02-01,8.13
1993-03-01,7.87
1993-04-01,7.91
1993-05-01,7.99
1993-06-01,7.87
1993-07-01,7.64
1993-08-01,7.36
1993-09-01,7.12
1993-10-01,7.1
1993-11-01,7.4
1993-12-01,7.39
1994-01-01,7.38
1994-02-01,7.53
1994-03-01,7.93
1994-04-01,8.32
1994-05-01,8.42
1994-06-01,8.42
1994-07-01,8.57
1994-08-01,8.49
1994-09-01,8.74
1994-10-01,8.94
1994-11-01,9.01
1994-12-01,8.72
1995-01-01,8.7
1995-02-01,8.51
1995-03-01,8.41
1995-04-01,8.34
1995-05-01,7.92
1995-06-01,7.55
1995-07-01,7.69
1995-08-01,7.86
1995-09-01,7.57
1995-10-01,7.35
1995-11-01,7.25
1995-12-01,7.02
1996-01-01,7.01
1996-02-01,7.29
1996-03-01,7.64
1996-04-01,7.8
1996-05-01,7.92
1996-06-01,8.05
1996-07-01,8
1996-08-01,7.78
1996-09-01,7.97
1996-10-01,7.71
1996-11-01,7.38
1996-12-01,7.47
1997-01-01,7.71
1997-02-01,7.57
1997-03-01,7.81
1997-04-01,7.99
1997-05-01,7.86
1997-06-01,7.66
1997-07-01,7.36
1997-08-01,7.43
1997-09-01,7.33
1997-10-01,7.19
1997-11-01,7.04
1997-12-01,6.92
1998-01-01,6.8
1998-02-01,6.87
1998-03-01,6.9
1998-04-01,6.86
1998-05-01,6.85
1998-06-01,6.65
1998-07-01,6.69
1998-08-01,6.73
1998-09-01,6.7
1998-10-01,6.71
1998-11-01,6.82
1998-12-01,6.58
1999-01-01,6.59
1999-02-01,6.74
1999-03-01,6.93
1999-04-01,6.91
1999-05-01,7.23
1999-06-01,7.57
1999-07-01,7.52
1999-08-01,7.72
1999-09-01,7.75
1999-10-01,7.88
1999-11-01,7.66
1999-12-01,7.85
2000-01-01,8.08
2000-02-01,7.93
2000-03-01,7.95
2000-04-01,7.95
2000-05-01,8.4
2000-06-01,8.06
2000-07-01,7.96
2000-08-01,7.87
2000-09-01,8.03
2000-10-01,8.09
2000-11-01,8.04
2000-12-01,7.8
2001-01-01,7.6
2001-02-01,7.5
2001-03-01,7.4
2001-04-01,7.67
2001-05-01,7.65
2001-06-01,7.49
2001-07-01,7.45
2001-08-01,7.29
2001-09-01,7.6
2001-10-01,7.3
2001-11-01,6.99
