"Date","CRTINDEXTIER2"
2015-06-01,100
2015-07-01,99.3758695513845
2015-08-01,98.8157305385582
2015-09-01,99.0782570281719
2015-10-01,98.6765267499013
2015-11-01,99.3858340750478
2015-12-01,99.1191282850508
2016-01-01,96.572459642186
2016-02-01,94.3857268458297
2016-03-01,100.134945916092
2016-04-01,103.954689465187
2016-05-01,103.767812769749
2016-06-01,104.132470515382
2016-07-01,108.3927092181
2016-08-01,109.405416325382
2016-09-01,110.537606609671
2016-10-01,109.776344465555
2016-11-01,110.229265859174
2016-12-01,113.001634796266
2017-01-01,115.791031644447
2017-02-01,115.693545829147
2017-03-01,116.930072745787
2017-04-01,119.964990404095
2017-05-01,121.920912704917
2017-06-01,122.782611470271
2017-07-01,125.079327144168
2017-08-01,123.042681496306
2017-09-01,123.616642943804
2017-10-01,125.001000043154
2017-11-01,125.756632321125
2017-12-01,128.124130596973
2018-01-01,129.260841146801
2018-02-01,130.185521867576
2018-03-01,129.924677213324
2018-04-01,131.147230394848
2018-05-01,131.619122727715
2018-06-01,131.592244562794
2018-07-01,132.781921438338
2018-08-01,133.666934634385
2018-09-01,134.206372515687
2018-10-01,133.736887162446
2018-11-01,132.807371716315
2018-12-01,131.613007862175
2019-01-01,134.335350586805
2019-02-01,135.365849396421
2019-03-01,135.264142354889
2019-04-01,136.386745353278
2019-05-01,136.128062149885
2019-06-01,135.815988445656
2019-07-01,136.474391146931
2019-08-01,135.899819735098
2019-09-01,136.858366743476
2019-10-01,137.267572908563
2019-11-01,138.05438507955
2019-12-01,138.90018419143
2020-01-01,140.010308313966
2020-02-01,139.423061877578
2020-03-01,115.048498885947
2020-04-01,123.273242690105
2020-05-01,134.466898166144
2020-06-01,137.183419679447
2020-07-01,136.381228596462
2020-08-01,138.931788374182
2020-09-01,139.486419040159
2020-10-01,139.951681341609
2020-11-01,141.455653926922
2020-12-01,142.268579467858
2021-01-01,143.277357817034
2021-02-01,143.530759141956
2021-03-01,143.704024420853
2021-04-01,145.190627326227
2021-05-01,145.494901178952
2021-06-01,145.942970615279
2021-07-01,146.057825758185
2021-08-01,146.265489713986
2021-09-01,146.79924111946
2021-10-01,146.946580169078
2021-11-01,147.006636614059
2021-12-01,147.247577298723
2022-01-01,147.526393049494
2022-02-01,146.545047261289
2022-03-01,145.741255730174
2022-04-01,146.871994283443
2022-05-01,144.487662239337
2022-06-01,143.11145224003
2022-07-01,146.417420347523
2022-08-01,148.623587747498
2022-09-01,144.287448934591
2022-10-01,145.314107433128
2022-11-01,147.446144628124
2022-12-01,151.148515137246
2023-01-01,154.746785197015
2023-02-01,156.40091585838
2023-03-01,155.447353158039
2023-04-01,158.380471875563
2023-05-01,160.327316776559
2023-06-01,162.726970052461
2023-07-01,165.976881603017
2023-08-01,166.575260670146
2023-09-01,168.060133210562
2023-10-01,169.15231662748
2023-11-01,171.422946646365
