"Date","M13065USM156NNBR"
1945-01-01,2.1
1945-02-01,1.99
1945-03-01,1.85
1945-04-01,1.82
1945-05-01,1.83
1945-06-01,1.86
1945-07-01,1.87
1945-08-01,2.02
1945-09-01,2.1
1945-10-01,2.03
1945-11-01,1.98
1945-12-01,1.91
1946-01-01,1.79
1946-02-01,1.67
1946-03-01,1.61
1946-04-01,1.59
1946-05-01,1.74
1946-06-01,1.79
1946-07-01,1.91
1946-08-01,2
1946-09-01,2.08
1946-10-01,2.15
1946-11-01,2.12
1946-12-01,2.34
1947-01-01,2.3
1947-02-01,2.35
1947-03-01,2.43
1947-04-01,2.31
1947-05-01,2.29
1947-06-01,2.26
1947-07-01,2.23
1947-08-01,2.26
1947-09-01,2.29
1947-10-01,2.4
1947-11-01,2.59
1947-12-01,2.78
1948-01-01,2.89
1948-02-01,3.03
1948-03-01,3.02
1948-04-01,2.92
1948-05-01,2.85
1948-06-01,2.79
1948-07-01,2.8
1948-08-01,2.87
1948-09-01,2.94
1948-10-01,2.96
1948-11-01,2.9
1948-12-01,2.8
1949-01-01,2.66
1949-02-01,2.7
1949-03-01,2.73
1949-04-01,2.71
1949-05-01,2.68
1949-06-01,2.72
1949-07-01,2.66
1949-08-01,2.63
1949-09-01,2.65
1949-10-01,2.64
1949-11-01,2.58
1949-12-01,2.53
1950-01-01,2.46
1950-02-01,2.42
1950-03-01,2.4
1950-04-01,2.4
1950-05-01,2.41
1950-06-01,2.42
1950-07-01,2.4
1950-08-01,2.21
1950-09-01,2.2
1950-10-01,2.15
1950-11-01,2.15
1950-12-01,2.17
1951-01-01,2.04
1951-02-01,1.99
1951-03-01,2.17
1951-04-01,2.35
1951-05-01,2.41
1951-06-01,2.66
1951-07-01,2.66
1951-08-01,2.38
1951-09-01,2.34
1951-10-01,2.44
1951-11-01,2.47
1951-12-01,2.54
1952-01-01,2.58
1952-02-01,2.56
1952-03-01,2.54
1952-04-01,2.5
1952-05-01,2.54
1952-06-01,2.63
1952-07-01,2.67
1952-08-01,2.73
1952-09-01,2.84
1952-10-01,2.96
1952-11-01,2.9
1952-12-01,2.92
1953-01-01,3
1953-02-01,3.16
1953-03-01,3.33
1953-04-01,3.35
1953-05-01,3.42
1953-06-01,3.67
1953-07-01,3.6
1953-08-01,3.6
1953-09-01,3.62
1953-10-01,3.49
1953-11-01,3.32
1953-12-01,3.34
1954-01-01,3.27
1954-02-01,3.19
1954-03-01,3.13
1954-04-01,3.17
1954-05-01,3.2
1954-06-01,3.22
1954-07-01,3
1954-08-01,2.94
1954-09-01,2.98
1954-10-01,3
1954-11-01,2.96
1954-12-01,2.99
1955-01-01,3.04
1955-02-01,3.04
1955-03-01,3.07
1955-04-01,3.08
1955-05-01,3.07
1955-06-01,3.08
1955-07-01,3.16
1955-08-01,3.22
1955-09-01,3.24
1955-10-01,3.22
1955-11-01,3.19
1955-12-01,3.25
1956-01-01,3.24
1956-02-01,3.21
1956-03-01,3.24
1956-04-01,3.38
1956-05-01,3.37
1956-06-01,3.25
1956-07-01,3.34
1956-08-01,3.52
1956-09-01,3.6
1956-10-01,3.67
1956-11-01,3.98
1956-12-01,4.18
1957-01-01,4.16
1957-02-01,3.96
1957-03-01,3.97
1957-04-01,3.95
1957-05-01,4.1
1957-06-01,4.32
1957-07-01,4.29
1957-08-01,4.43
1957-09-01,4.48
1957-10-01,4.38
1957-11-01,4.34
1957-12-01,4
1958-01-01,3.81
1958-02-01,3.79
1958-03-01,3.88
1958-04-01,3.78
1958-05-01,3.71
1958-06-01,3.78
1958-07-01,3.83
1958-08-01,4.06
1958-09-01,4.32
1958-10-01,4.25
1958-11-01,4.11
1958-12-01,4.1
1959-01-01,4.11
1959-02-01,4.08
1959-03-01,3.93
1959-04-01,4.02
1959-05-01,4.18
1959-06-01,4.28
1959-07-01,4.43
1959-08-01,4.36
1959-09-01,4.42
1959-10-01,4.38
1959-11-01,4.3
1959-12-01,4.37
1960-01-01,4.43
1960-02-01,4.34
1960-03-01,4.29
1960-04-01,4.24
1960-05-01,4.3
1960-06-01,4.27
1960-07-01,4.26
1960-08-01,4.15
1960-09-01,4.09
1960-10-01,4.16
1960-11-01,4.09
1960-12-01,4.03
1961-01-01,4.06
1961-02-01,4.06
1961-03-01,4.11
1961-04-01,4.01
1961-05-01,3.95
1961-06-01,3.97
1961-07-01,3.94
1961-08-01,3.96
1961-09-01,4.02
1961-10-01,3.98
1961-11-01,3.96
1961-12-01,4.04
1962-01-01,4.01
1962-02-01,3.83
1962-03-01,3.66
1962-04-01,3.55
1962-05-01,3.55
1962-06-01,3.65
1962-07-01,3.72
1962-08-01,3.74
1962-09-01,3.66
1962-10-01,3.62
1962-11-01,3.53
1962-12-01,3.57
1963-01-01,3.56
1963-02-01,3.57
1963-03-01,3.56
1963-04-01,3.55
1963-05-01,3.54
1963-06-01,3.62
1963-07-01,3.6
1963-08-01,3.59
1963-09-01,3.58
1963-10-01,3.59
1963-11-01,3.62
1963-12-01,3.61
1964-01-01,3.56
1964-02-01,3.54
1964-03-01,3.57
1964-04-01,3.52
1964-05-01,3.54
1964-06-01,3.54
1964-07-01,3.54
1964-08-01,3.54
1964-09-01,3.57
1964-10-01,3.58
1964-11-01,3.52
1964-12-01,3.51
1965-01-01,3.44
1965-02-01,3.42
1965-03-01,3.51
1965-04-01,3.51
1965-05-01,3.51
1965-06-01,3.54
1965-07-01,3.56
1965-08-01,3.55
1965-09-01,3.61
1965-10-01,3.65
1965-11-01,3.7
1965-12-01,3.78
1966-01-01,3.47
