"Date","CRTINDEXMIDTIER"
2015-06-01,100
2015-07-01,99.5737618658443
2015-08-01,99.123741965026
2015-09-01,99.3413664621474
2015-10-01,99.0287641930845
2015-11-01,99.733218790838
2015-12-01,99.64098255847
2016-01-01,97.9976309052053
2016-02-01,97.2425482669149
2016-03-01,101.090310382386
2016-04-01,103.297544560821
2016-05-01,103.695041737653
2016-06-01,103.773925160185
2016-07-01,106.792678708755
2016-08-01,107.760381511271
2016-09-01,108.660319759992
2016-10-01,108.296216042771
2016-11-01,108.645092330561
2016-12-01,110.207952083479
2017-01-01,112.046813003462
2017-02-01,112.27864782469
2017-03-01,113.310535110223
2017-04-01,115.402930139337
2017-05-01,116.468463007379
2017-06-01,117.326421929905
2017-07-01,118.688985600553
2017-08-01,117.224767560526
2017-09-01,117.555529136125
2017-10-01,118.573144551169
2017-11-01,119.201649732283
2017-12-01,120.865644702679
2018-01-01,121.941811204273
2018-02-01,122.443724688255
2018-03-01,122.315706674128
2018-04-01,123.185137501864
2018-05-01,123.606540185474
2018-06-01,123.765191239769
2018-07-01,124.638191079045
2018-08-01,125.448078290783
2018-09-01,125.953605850233
2018-10-01,125.686901920046
2018-11-01,124.951060288256
2018-12-01,124.038443938781
2019-01-01,126.170307509334
2019-02-01,127.083559798063
2019-03-01,127.163769803757
2019-04-01,128.228270380267
2019-05-01,128.14718923404
2019-06-01,128.085410726787
2019-07-01,129.00625714062
2019-08-01,128.611840650927
2019-09-01,129.515063968809
2019-10-01,129.853911450113
2019-11-01,130.545776453242
2019-12-01,131.387115585668
2020-01-01,132.680909298569
2020-02-01,132.118427034109
2020-03-01,104.343997814172
2020-04-01,109.398831582806
2020-05-01,121.153688866735
2020-06-01,127.676707627688
2020-07-01,125.874704683513
2020-08-01,128.837118461717
2020-09-01,129.819894783464
2020-10-01,130.743201251766
2020-11-01,133.653697264222
2020-12-01,135.285750106636
2021-01-01,136.629890267974
2021-02-01,136.889295219057
2021-03-01,136.617550917937
2021-04-01,138.39014080449
2021-05-01,138.906441198366
2021-06-01,139.808485695778
2021-07-01,140.092934491247
2021-08-01,140.411286300867
2021-09-01,141.149596479175
2021-10-01,141.251549919285
2021-11-01,141.359461377165
2021-12-01,141.793799967813
2022-01-01,141.648455081531
2022-02-01,139.051181764086
2022-03-01,137.851955798386
2022-04-01,139.12285120073
2022-05-01,136.092086810359
2022-06-01,134.248887002964
2022-07-01,138.062679802046
2022-08-01,141.049418769428
2022-09-01,137.00716149663
2022-10-01,137.206449169305
2022-11-01,139.180375157086
2022-12-01,142.722168948995
2023-01-01,146.869220975829
2023-02-01,148.468281720587
2023-03-01,147.851576869244
2023-04-01,151.085258100958
2023-05-01,153.134076080519
2023-06-01,155.97739199055
2023-07-01,159.569884523786
2023-08-01,160.398902814353
2023-09-01,162.12609074504
2023-10-01,162.981520565001
2023-11-01,165.505553433438
