"Date","HQMCB2Y6M"
1984-01-01,11.49
1984-02-01,11.57
1984-03-01,11.89
1984-04-01,12.21
1984-05-01,12.86
1984-06-01,13.17
1984-07-01,13.21
1984-08-01,12.72
1984-09-01,12.66
1984-10-01,12.42
1984-11-01,11.85
1984-12-01,11.58
1985-01-01,11.41
1985-02-01,11.17
1985-03-01,11.44
1985-04-01,10.99
1985-05-01,10.42
1985-06-01,9.84
1985-07-01,9.84
1985-08-01,9.92
1985-09-01,9.91
1985-10-01,9.74
1985-11-01,9.41
1985-12-01,9.02
1986-01-01,9.02
1986-02-01,8.76
1986-03-01,8.28
1986-04-01,7.99
1986-05-01,8.05
1986-06-01,8.22
1986-07-01,7.96
1986-08-01,7.79
1986-09-01,7.69
1986-10-01,7.65
1986-11-01,7.46
1986-12-01,7.33
1987-01-01,7.16
1987-02-01,7.22
1987-03-01,7.18
1987-04-01,7.69
1987-05-01,8.24
1987-06-01,8.25
1987-07-01,8.25
1987-08-01,8.48
1987-09-01,9.07
1987-10-01,9.27
1987-11-01,8.63
1987-12-01,8.68
1988-01-01,8.48
1988-02-01,8.17
1988-03-01,8.17
1988-04-01,8.35
1988-05-01,8.53
1988-06-01,8.61
1988-07-01,8.79
1988-08-01,9.1
1988-09-01,9.09
1988-10-01,8.99
1988-11-01,9.25
1988-12-01,9.63
1989-01-01,9.76
1989-02-01,9.82
1989-03-01,10.21
1989-04-01,10.27
1989-05-01,9.89
1989-06-01,9.31
1989-07-01,8.92
1989-08-01,8.92
1989-09-01,9.09
1989-10-01,8.88
1989-11-01,8.7
1989-12-01,8.71
1990-01-01,8.99
1990-02-01,9.22
1990-03-01,9.29
1990-04-01,9.5
1990-05-01,9.49
1990-06-01,9.21
1990-07-01,9.12
1990-08-01,9.1
1990-09-01,9.1
1990-10-01,9.09
1990-11-01,9.03
1990-12-01,8.77
1991-01-01,8.74
1991-02-01,8.58
1991-03-01,8.6
1991-04-01,8.25
1991-05-01,8.04
1991-06-01,8.1
1991-07-01,8.14
1991-08-01,7.8
1991-09-01,7.81
1991-10-01,7.43
1991-11-01,7.13
1991-12-01,6.63
1992-01-01,6.34
1992-02-01,6.5
1992-03-01,6.77
1992-04-01,6.53
1992-05-01,6.4
1992-06-01,6.19
1992-07-01,5.54
1992-08-01,5.28
1992-09-01,5.02
1992-10-01,5.19
1992-11-01,5.66
1992-12-01,5.75
1993-01-01,5.54
1993-02-01,5.17
1993-03-01,4.91
1993-04-01,4.8
1993-05-01,4.9
1993-06-01,5.02
1993-07-01,4.92
1993-08-01,4.88
1993-09-01,4.72
1993-10-01,4.7
1993-11-01,4.94
1993-12-01,4.95
1994-01-01,4.8
1994-02-01,5.13
1994-03-01,5.68
1994-04-01,6.28
1994-05-01,6.68
1994-06-01,6.68
1994-07-01,6.85
1994-08-01,6.88
1994-09-01,7.07
1994-10-01,7.41
1994-11-01,7.84
1994-12-01,8.22
1995-01-01,8.19
1995-02-01,7.76
1995-03-01,7.34
1995-04-01,7.08
1995-05-01,6.68
1995-06-01,6.22
1995-07-01,6.27
1995-08-01,6.48
1995-09-01,6.28
1995-10-01,6.16
1995-11-01,5.96
1995-12-01,5.79
1996-01-01,5.58
1996-02-01,5.48
1996-03-01,6.12
1996-04-01,6.42
1996-05-01,6.57
1996-06-01,6.79
1996-07-01,6.74
1996-08-01,6.51
1996-09-01,6.71
1996-10-01,6.35
1996-11-01,6.13
1996-12-01,6.21
1997-01-01,6.45
1997-02-01,6.32
1997-03-01,6.64
1997-04-01,6.87
1997-05-01,6.69
1997-06-01,6.51
1997-07-01,6.26
1997-08-01,6.32
1997-09-01,6.26
1997-10-01,6.14
1997-11-01,6.14
1997-12-01,6.15
1998-01-01,5.79
1998-02-01,5.88
1998-03-01,6.02
1998-04-01,6.02
1998-05-01,6.03
1998-06-01,5.96
1998-07-01,5.94
1998-08-01,5.8
1998-09-01,5.39
1998-10-01,5.15
1998-11-01,5.54
1998-12-01,5.43
1999-01-01,5.51
1999-02-01,5.72
1999-03-01,5.85
1999-04-01,5.72
1999-05-01,6.04
1999-06-01,6.47
1999-07-01,6.39
1999-08-01,6.64
1999-09-01,6.61
1999-10-01,6.79
1999-11-01,6.74
1999-12-01,6.97
2000-01-01,7.34
2000-02-01,7.54
2000-03-01,7.49
2000-04-01,7.42
2000-05-01,7.87
2000-06-01,7.52
2000-07-01,7.41
2000-08-01,7.3
2000-09-01,7.1
2000-10-01,7
2000-11-01,7.03
2000-12-01,6.61
2001-01-01,6.11
2001-02-01,5.99
2001-03-01,5.66
2001-04-01,5.54
2001-05-01,5.54
2001-06-01,5.35
2001-07-01,5.26
2001-08-01,4.92
2001-09-01,4.57
2001-10-01,4.24
2001-11-01,4.18
2001-12-01,4.48
2002-01-01,4.36
2002-02-01,4.47
2002-03-01,4.87
2002-04-01,4.68
2002-05-01,4.53
2002-06-01,4.12
2002-07-01,3.81
2002-08-01,3.53
2002-09-01,3.33
2002-10-01,3.42
2002-11-01,3.38
2002-12-01,3.14
2003-01-01,2.93
2003-02-01,2.68
2003-03-01,2.53
2003-04-01,2.57
2003-05-01,2.19
2003-06-01,1.95
2003-07-01,2.26
2003-08-01,2.71
2003-09-01,2.48
2003-10-01,2.49
2003-11-01,2.67
2003-12-01,2.63
2004-01-01,2.46
2004-02-01,2.43
2004-03-01,2.19
2004-04-01,2.76
2004-05-01,3.33
2004-06-01,3.55
2004-07-01,3.36
2004-08-01,3.2
2004-09-01,3.17
2004-10-01,3.2
2004-11-01,3.48
2004-12-01,3.59
2005-01-01,3.78
2005-02-01,3.92
2005-03-01,4.29
2005-04-01,4.24
2005-05-01,4.21
2005-06-01,4.18
2005-07-01,4.38
2005-08-01,4.54
2005-09-01,4.41
2005-10-01,4.76
2005-11-01,4.93
2005-12-01,4.93
2006-01-01,4.92
2006-02-01,5.17
2006-03-01,5.24
2006-04-01,5.39
2006-05-01,5.48
2006-06-01,5.63
2006-07-01,5.61
2006-08-01,5.39
2006-09-01,5.25
2006-10-01,5.27
2006-11-01,5.19
2006-12-01,5.09
2007-01-01,5.31
2007-02-01,5.27
2007-03-01,5.05
2007-04-01,5.15
2007-05-01,5.26
2007-06-01,5.54
2007-07-01,5.44
2007-08-01,5.28
2007-09-01,5.16
2007-10-01,5.07
2007-11-01,4.7
2007-12-01,4.75
2008-01-01,4.25
2008-02-01,4
2008-03-01,4.23
2008-04-01,4.71
2008-05-01,4.86
2008-06-01,5.19
2008-07-01,5.28
2008-08-01,5.31
2008-09-01,5.99
2008-10-01,7.64
2008-11-01,7.65
2008-12-01,7.14
2009-01-01,5.34
2009-02-01,5.16
2009-03-01,5.5
2009-04-01,5.17
2009-05-01,4.21
2009-06-01,3.85
2009-07-01,3.31
2009-08-01,3.04
2009-09-01,2.64
2009-10-01,2.48
2009-11-01,2.19
2009-12-01,2.22
2010-01-01,2.18
2010-02-01,2.1
2010-03-01,2.11
2010-04-01,2.12
2010-05-01,2.11
2010-06-01,2.14
2010-07-01,1.85
2010-08-01,1.62
2010-09-01,1.54
2010-10-01,1.35
2010-11-01,1.45
2010-12-01,1.79
2011-01-01,1.77
2011-02-01,1.87
2011-03-01,1.74
2011-04-01,1.76
2011-05-01,1.53
2011-06-01,1.48
2011-07-01,1.51
2011-08-01,1.75
2011-09-01,1.96
2011-10-01,2.13
2011-11-01,2.02
2011-12-01,2.11
2012-01-01,1.86
2012-02-01,1.53
2012-03-01,1.53
2012-04-01,1.52
2012-05-01,1.6
2012-06-01,1.63
2012-07-01,1.24
2012-08-01,1.12
2012-09-01,0.97
2012-10-01,0.94
2012-11-01,0.95
2012-12-01,0.98
2013-01-01,0.96
2013-02-01,0.93
2013-03-01,0.9
2013-04-01,0.89
2013-05-01,0.91
2013-06-01,1.15
2013-07-01,1.22
2013-08-01,1.22
2013-09-01,1.25
2013-10-01,1.08
2013-11-01,1
2013-12-01,1.08
2014-01-01,1.09
2014-02-01,1
2014-03-01,1.07
2014-04-01,1.09
2014-05-01,1.04
2014-06-01,1.12
2014-07-01,1.17
2014-08-01,1.16
2014-09-01,1.34
2014-10-01,1.21
2014-11-01,1.34
2014-12-01,1.46
2015-01-01,1.33
2015-02-01,1.36
2015-03-01,1.37
2015-04-01,1.26
2015-05-01,1.36
2015-06-01,1.57
2015-07-01,1.61
2015-08-01,1.66
2015-09-01,1.71
2015-10-01,1.64
2015-11-01,1.83
2015-12-01,1.9
2016-01-01,1.86
2016-02-01,1.82
2016-03-01,1.78
2016-04-01,1.53
2016-05-01,1.55
2016-06-01,1.46
2016-07-01,1.38
2016-08-01,1.42
2016-09-01,1.49
2016-10-01,1.6
2016-11-01,1.82
2016-12-01,2.06
2017-01-01,2
2017-02-01,1.96
2017-03-01,2.04
2017-04-01,1.94
2017-05-01,1.96
2017-06-01,1.95
2017-07-01,1.94
2017-08-01,1.88
2017-09-01,1.93
2017-10-01,2.04
2017-11-01,2.19
2017-12-01,2.33
2018-01-01,2.48
2018-02-01,2.73
2018-03-01,2.92
2018-04-01,3
2018-05-01,3.09
2018-06-01,3.15
2018-07-01,3.21
2018-08-01,3.16
2018-09-01,3.27
2018-10-01,3.38
2018-11-01,3.46
2018-12-01,3.4
2019-01-01,3.21
2019-02-01,3.04
2019-03-01,2.86
2019-04-01,2.79
2019-05-01,2.7
2019-06-01,2.37
2019-07-01,2.32
2019-08-01,2.07
2019-09-01,2.12
2019-10-01,1.99
2019-11-01,2.03
2019-12-01,2.02
2020-01-01,1.89
2020-02-01,1.69
2020-03-01,2.21
2020-04-01,1.55
2020-05-01,1.08
2020-06-01,0.74
2020-07-01,0.58
2020-08-01,0.52
2020-09-01,0.52
2020-10-01,0.53
2020-11-01,0.53
2020-12-01,0.48
