"Date","HQMCB38Y6M"
1984-01-01,9.48
1984-02-01,10.83
1984-03-01,11.21
1984-04-01,11.46
1984-05-01,12.39
1984-06-01,12.6
1984-07-01,12.49
1984-08-01,12
1984-09-01,12.39
1984-10-01,10.62
1984-11-01,10.48
1984-12-01,11.34
1985-01-01,11.02
1985-02-01,10.11
1985-03-01,10.37
1985-04-01,10.22
1985-05-01,10.15
1985-06-01,9.74
1985-07-01,10.72
1985-08-01,11.03
1985-09-01,11.5
1985-10-01,11.38
1985-11-01,10.91
1985-12-01,10.34
1986-01-01,9.49
1986-02-01,9.6
1986-03-01,8.71
1986-04-01,8.4
1986-05-01,9.25
1986-06-01,9.91
1986-07-01,9.56
1986-08-01,9.74
1986-09-01,9.9
1986-10-01,10.01
1986-11-01,9.75
1986-12-01,9.47
1987-01-01,9.39
1987-02-01,9.34
1987-03-01,9.33
1987-04-01,10.14
1987-05-01,10.83
1987-06-01,10.41
1987-07-01,10.19
1987-08-01,10.27
1987-09-01,10.52
1987-10-01,10.54
1987-11-01,9.94
1987-12-01,10.06
1988-01-01,9.53
1988-02-01,9.32
1988-03-01,9.57
1988-04-01,10.14
1988-05-01,10.53
1988-06-01,10.21
1988-07-01,10.37
1988-08-01,10.28
1988-09-01,10.05
1988-10-01,9.9
1988-11-01,9.84
1988-12-01,9.8
1989-01-01,9.84
1989-02-01,9.93
1989-03-01,9.92
1989-04-01,9.74
1989-05-01,9.63
1989-06-01,9.25
1989-07-01,9.25
1989-08-01,9.23
1989-09-01,9.22
1989-10-01,9.12
1989-11-01,9.01
1989-12-01,8.95
1990-01-01,9.05
1990-02-01,9.29
1990-03-01,9.5
1990-04-01,9.62
1990-05-01,9.85
1990-06-01,9.67
1990-07-01,9.72
1990-08-01,10.39
1990-09-01,10.6
1990-10-01,10.68
1990-11-01,10.38
1990-12-01,10.05
1991-01-01,10
1991-02-01,9.64
1991-03-01,9.92
1991-04-01,9.73
1991-05-01,9.87
1991-06-01,10.11
1991-07-01,10.06
1991-08-01,9.76
1991-09-01,9.64
1991-10-01,9.86
1991-11-01,9.94
1991-12-01,9.94
1992-01-01,9.89
1992-02-01,9.86
1992-03-01,9.81
1992-04-01,9.75
1992-05-01,9.61
1992-06-01,9.58
1992-07-01,9.62
1992-08-01,9.56
1992-09-01,9.64
1992-10-01,9.99
1992-11-01,9.79
1992-12-01,9.37
1993-01-01,9.32
1993-02-01,9.06
1993-03-01,8.77
1993-04-01,8.93
1993-05-01,9.07
1993-06-01,8.89
1993-07-01,8.59
1993-08-01,8.1
1993-09-01,7.98
1993-10-01,8
1993-11-01,8.22
1993-12-01,8.15
1994-01-01,8.16
1994-02-01,8.23
1994-03-01,8.48
1994-04-01,8.75
1994-05-01,8.71
1994-06-01,8.82
1994-07-01,8.92
1994-08-01,8.86
1994-09-01,9.16
1994-10-01,9.25
1994-11-01,9.25
1994-12-01,8.83
1995-01-01,8.86
1995-02-01,8.82
1995-03-01,8.88
1995-04-01,8.89
1995-05-01,8.46
1995-06-01,8.14
1995-07-01,8.35
1995-08-01,8.46
1995-09-01,8.22
1995-10-01,7.94
1995-11-01,7.78
1995-12-01,7.58
1996-01-01,7.57
1996-02-01,7.92
1996-03-01,8.24
1996-04-01,8.36
1996-05-01,8.33
1996-06-01,8.4
1996-07-01,8.34
1996-08-01,8.14
1996-09-01,8.35
1996-10-01,8.14
1996-11-01,7.84
1996-12-01,7.9
1997-01-01,8.09
1997-02-01,7.99
1997-03-01,8.23
1997-04-01,8.42
1997-05-01,8.32
1997-06-01,8.18
1997-07-01,7.87
1997-08-01,7.9
1997-09-01,7.84
1997-10-01,7.7
1997-11-01,7.5
1997-12-01,7.31
1998-01-01,7.26
1998-02-01,7.33
1998-03-01,7.32
1998-04-01,7.27
1998-05-01,7.22
1998-06-01,6.99
1998-07-01,7.06
1998-08-01,7.1
1998-09-01,7.34
1998-10-01,7.53
1998-11-01,7.49
1998-12-01,7.24
1999-01-01,7.23
1999-02-01,7.25
1999-03-01,7.42
1999-04-01,7.41
1999-05-01,7.61
1999-06-01,7.83
1999-07-01,7.82
1999-08-01,8.02
1999-09-01,8.17
1999-10-01,8.3
1999-11-01,7.99
1999-12-01,8.09
2000-01-01,8.11
2000-02-01,7.97
2000-03-01,8.13
2000-04-01,8.19
2000-05-01,8.54
2000-06-01,8.15
2000-07-01,8.01
2000-08-01,8.04
2000-09-01,8.27
2000-10-01,8.38
2000-11-01,8.36
2000-12-01,8.31
2001-01-01,8.03
2001-02-01,7.95
2001-03-01,7.97
2001-04-01,8.23
2001-05-01,8.08
2001-06-01,7.9
2001-07-01,7.84
2001-08-01,7.79
2001-09-01,8.26
2001-10-01,7.93
2001-11-01,7.5
2001-12-01,7.43
2002-01-01,7.24
2002-02-01,7.17
2002-03-01,7.45
2002-04-01,7.52
2002-05-01,7.56
2002-06-01,7.52
2002-07-01,7.77
2002-08-01,7.72
2002-09-01,7.29
2002-10-01,7.71
2002-11-01,7.47
2002-12-01,7.26
2003-01-01,7.31
2003-02-01,7.07
2003-03-01,7.11
2003-04-01,7.06
2003-05-01,6.54
2003-06-01,6.46
2003-07-01,7.04
2003-08-01,7.47
2003-09-01,7.19
2003-10-01,7.15
2003-11-01,7.01
2003-12-01,6.97
2004-01-01,6.88
2004-02-01,6.88
2004-03-01,6.74
2004-04-01,7.03
2004-05-01,7.23
2004-06-01,7.12
2004-07-01,6.99
2004-08-01,6.89
2004-09-01,6.71
2004-10-01,6.65
2004-11-01,6.52
2004-12-01,6.39
2005-01-01,6.18
2005-02-01,5.93
2005-03-01,6.14
2005-04-01,6.15
2005-05-01,6.09
2005-06-01,5.86
2005-07-01,5.95
2005-08-01,5.95
2005-09-01,6.07
2005-10-01,6.29
2005-11-01,6.36
2005-12-01,6.26
2006-01-01,6.16
2006-02-01,6.1
2006-03-01,6.32
2006-04-01,6.69
2006-05-01,6.81
2006-06-01,6.8
2006-07-01,6.76
2006-08-01,6.61
2006-09-01,6.43
2006-10-01,6.37
2006-11-01,6.08
2006-12-01,6.1
2007-01-01,6.23
2007-02-01,6.13
2007-03-01,6.2
2007-04-01,6.35
2007-05-01,6.33
2007-06-01,6.61
2007-07-01,6.61
